civil_status,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Married,51,8.46670660458854,B,D,-137.92445942242398,177.8290772879933,E,-87.94769763114336,-55.59652339438396,52.80839665802341,B,E,-82.68234982905123,106.39006809367638,-33.280336265299674,17.031063063300113,0
Single,64,-6.987134430267908,D,D,-52.03204003462425,-192.88214327145076,B,4.708073359174833,-108.83265256261383,101.68482791011424,E,A,22.2253231968092,-77.58864898122167,-67.4127523457018,-91.5896569401002,0
Widowed,31,-8.621591879260842,A,B,79.31339788741252,60.286782802364755,C,-153.62186542210065,-80.26159889819655,-130.3636823583978,C,D,39.43703018975941,28.364866393446942,-4.577275489554564,119.43188638048134,0
Widowed,63,-112.7672712833786,D,A,-104.18057608386148,147.45481364714556,D,110.68189806979385,-3.246904498324643,-190.29888176616402,A,D,155.4955830495435,-65.39268400086472,76.17387110294902,168.15142577997258,0
Married,38,50.94211487559439,A,A,-70.52857321984163,58.650901396838506,B,-36.61975287484259,-43.08627000099797,185.23105929709698,E,E,136.9806317068657,64.11839084210584,55.6174904458993,148.10500238101125,0
Widowed,21,-39.06503241201209,E,B,-44.79245076470201,-92.58873335393012,C,-45.42885894754156,155.7112901803103,-163.36520184192167,A,A,-94.22854427088289,-154.66972455313658,169.93356494458413,83.8268483417783,1
Widowed,57,-73.23001949245379,C,C,143.40760568599836,19.17308923521141,E,72.14160769333189,10.488903511371376,54.83716335182328,D,C,22.321603516977238,-126.5259567021608,30.01368772848477,-13.920753975149076,1
Widowed,74,-46.55087295623378,B,A,-103.80163119923994,91.8238014041693,C,40.546272708980084,25.29286143082906,4.930063314686247,A,A,-31.700050328152486,16.323166463898342,62.98968141802269,-39.509268731748676,0
Divorced,51,-41.25854519087683,B,B,16.493471973006386,62.33766469908827,B,-7.813030011129592,132.17118273987222,-24.5150141985886,B,B,-227.44959165092217,-45.772273963116554,141.22328328418254,44.64003933115487,1
Widowed,78,37.051108188501814,D,D,-62.12140343280132,29.23379700477515,B,-7.428574423182431,94.67762746012845,-151.0649769599549,B,B,-62.74452256440277,-12.54364832880932,-69.33849914902481,-10.070332297591266,1
Single,51,-184.632250370842,E,C,-50.8103367412155,-75.47857557489563,D,-61.85625031582668,105.53134085608247,-11.658621623835023,E,B,-212.99583005699216,120.6655625515328,4.131469449275222,154.27605346820707,1
Divorced,46,109.80340105091797,A,D,-56.32812324422962,-212.04774387254815,A,99.89813319698597,121.73808214336175,33.71734093165145,A,A,34.653452130387635,116.96770545704116,-28.70143823503481,-124.70900134346716,1
Widowed,24,160.7665918076584,A,A,64.2983522346727,157.36828417075554,C,-2.8303422232576434,-22.426964764232487,27.70406680408627,E,C,-137.7435738228131,-39.22874937313786,-196.16834846228508,104.59311361146027,0
Widowed,66,-85.40389619338166,A,A,-7.945552518659612,-5.168749864328669,E,73.82003910700901,-13.614371645177425,-60.2077737209312,A,E,28.450983393510192,-321.42339164703014,-4.72294020551417,-110.03091971037813,0
Single,18,-10.088448359049549,E,C,-9.662341896902863,-204.46611856310946,E,-41.95508377138572,56.56094988889884,42.32683810647681,B,D,-59.522160798014475,145.9398850099501,-34.95931251069405,-107.7086860350037,1
Divorced,55,-131.17957435622446,C,C,-58.748724164715014,119.66295544670884,D,172.96993352098076,42.08503029764377,-95.71360642027213,D,D,103.76456098044497,-8.272614831783406,-36.994503228931116,64.8664884557283,0
Divorced,24,-147.82879447815938,C,A,17.17240399257836,-1.4113440668834372,B,-132.68327362360696,5.067244415383854,-86.1057003016513,B,C,50.24146898923434,-70.74314045909817,-27.962441663290548,-45.55235511132922,0
Divorced,65,123.16252869650333,E,C,-97.31935123199924,4.592278619453992,E,61.81208366048902,-26.866253266491036,157.6659153831674,C,B,36.06654313565685,-22.117240712410442,-221.78196121873967,18.834314762351458,0
Married,47,31.715927728119002,B,E,-21.718521551333687,19.65697594816335,B,-0.15255569110950523,-15.21946648083404,-44.66548330360884,B,B,130.02389773404641,86.64637893935098,-27.309982737953327,52.3139610977738,0
Single,21,80.21736473972906,B,B,76.61257289415501,-46.03673577860249,B,14.44986896799515,67.96749762557081,-27.1433838287055,B,C,-64.42701531202265,-53.36132536718063,181.21212968561278,98.07842349156446,0
Divorced,53,-185.21430460541873,D,D,151.89284741934316,-27.87699887200814,D,-51.844638950607525,4.404586664912819,-24.77035513942813,D,A,10.584523349898795,98.8267231755631,-21.468139630399545,46.148564227311454,0
