age,religious_affiliation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,target
25,Jewish,Yes,C,D,D,154.74910860072515,40.47162630047486,1
64,Christian,Veteran,B,B,B,-12.488701570857245,-160.48386011052375,1
70,Jewish,Non-Veteran,C,B,B,-30.84536187257606,-75.48703254354183,1
56,Hindu,Veteran,E,E,D,158.01696910007067,1.665423854661989,1
60,Muslim,Yes,D,B,E,-129.92408978829383,57.98571237329282,1
45,Christian,Veteran,D,D,E,2.647905498556847,-154.12496435225108,0
54,Jewish,Non-Veteran,B,E,D,-49.91698414439826,-103.62798445933228,1
36,Hindu,Non-Veteran,C,B,A,-18.008551641816577,28.825550935212945,1
69,Other,Non-Veteran,E,D,E,-142.4013177610696,-61.2345186015515,1
20,Buddhist,Veteran,B,B,D,31.32888297654059,-19.460926955046226,0
44,Christian,Yes,E,E,A,-131.0329310795587,-128.75487479329135,1
26,Buddhist,Veteran,A,D,B,-24.34060683236239,179.2612998636878,0
67,Hindu,No,B,C,C,-218.13724195916217,-16.566408515887975,1
41,None,Non-Veteran,C,D,D,-118.80365384371312,50.436785243759395,1
36,None,Veteran,E,E,C,-73.10199493006849,-26.194502884028736,1
44,Hindu,Non-Veteran,D,C,D,1.2362820851993321,-176.1212048538909,1
29,Hindu,Veteran,B,B,B,60.73461598796068,187.72079073951363,0
55,None,Non-Veteran,A,E,D,29.559517178078128,23.174660688638614,1
39,Muslim,No,B,B,C,-35.154887006671245,-114.13278278095558,0
19,None,Non-Veteran,B,E,D,-116.62663169495598,17.13787643532276,1
29,Christian,Yes,E,A,D,-198.1716072832779,8.30268383040723,1
65,Muslim,No,C,D,A,21.211176877678763,32.47851968448353,1
79,Christian,Non-Veteran,B,A,D,-38.93077054831367,98.63797246275098,0
69,Muslim,Yes,D,C,D,-21.02317869435692,95.1557855412026,1
49,Other,Yes,C,B,C,-3.091820985197666,-149.64299802556064,0
22,Hindu,Yes,E,E,B,-76.92586378014849,-62.79379973881184,0
57,None,Veteran,C,A,C,97.91884695488443,-192.5349255816352,0
31,Buddhist,Veteran,E,E,D,82.65433802381091,200.21043126903913,1
73,None,No,A,C,E,-84.02028786084045,-300.14092749147096,0
71,Buddhist,Non-Veteran,A,D,E,31.408047447536696,67.82334503005639,1
19,Hindu,Non-Veteran,B,A,A,65.1320013625218,130.3721949106428,0
38,Christian,Yes,A,B,B,35.15959190839615,-88.8518378752021,0
34,Jewish,Non-Veteran,A,C,C,-37.24325556119087,42.42202105027867,1
36,Hindu,Yes,B,A,E,55.29463972828141,132.53421257599496,0
76,Buddhist,Yes,D,D,A,-3.755748434248555,-208.64590631584625,1
79,Hindu,Veteran,B,C,A,34.922132556091505,-85.54349860422086,1
66,Jewish,Yes,A,B,B,-25.9574395809468,76.53347364301862,0
19,Other,Non-Veteran,C,B,B,-21.782012388584945,-14.364735284566677,1
50,None,No,B,C,E,-0.6437375794169367,-26.636158749372385,1
74,Christian,Veteran,D,A,A,94.16976738292415,-48.219961324236564,0
27,Buddhist,Non-Veteran,B,C,C,39.57946801296425,-77.57217946114699,1
18,Buddhist,Veteran,D,B,B,-138.0772956970395,177.81238047051244,0
58,Buddhist,Non-Veteran,C,E,D,-18.41777550041288,82.0149404045617,1
66,Buddhist,No,D,D,B,-38.942891584946295,-36.69716831516469,0
50,Hindu,Veteran,C,E,D,13.258979585924969,151.1761460744505,0
76,Buddhist,No,C,D,C,41.01199909439115,96.96918030337211,1
38,Muslim,Yes,B,D,B,223.80279171188198,-39.543789997112206,1
68,Buddhist,Non-Veteran,C,C,C,7.160958327831793,-140.19465003966093,0
21,Jewish,No,B,B,C,-14.129619673263546,51.935849775637266,0
19,Muslim,Veteran,D,D,D,13.638643146418117,177.9950583016004,1
22,None,No,A,A,A,-88.88120954736026,59.268456744658494,1
76,Buddhist,Non-Veteran,A,D,B,-105.97732844714596,101.64059855439469,0
67,Muslim,Veteran,A,B,B,-187.75909311087773,19.7542979273655,1
52,Muslim,Veteran,A,B,C,-28.70731846970741,128.06988495351484,1
59,Other,Non-Veteran,C,D,C,24.142630851109196,-129.38723006845174,1
49,Christian,Veteran,C,A,D,1.324823833932547,85.20209125558152,0
31,Buddhist,Yes,B,D,B,39.70447143322434,172.18762336064123,0
42,Jewish,No,C,D,B,42.748200854753456,-21.326412332903015,1
21,None,Non-Veteran,B,A,C,107.62576168478462,-185.6959589557953,0
36,Muslim,Non-Veteran,E,A,D,-185.83813628557604,68.87418608597365,0
66,None,No,A,E,B,108.34824966210748,48.13599070689493,0
71,Muslim,Non-Veteran,C,C,C,-59.88315644765152,-30.067740868484634,0
18,Jewish,Non-Veteran,B,B,E,-168.62831956844664,-87.56949297240854,1
59,Christian,Veteran,A,C,C,-29.34295816420509,43.75513974673705,0
66,Christian,Non-Veteran,D,D,D,-94.10518741709664,-19.332600534545517,0
78,Muslim,Yes,A,B,D,-37.16347954544809,89.8421678773831,1
79,Other,Veteran,C,C,B,89.70919781918319,-58.9212838342319,0
58,Muslim,Yes,C,C,B,152.33013065794992,-41.39669370853578,1
47,Buddhist,No,D,C,D,169.05388613553828,-36.43917622529372,1
68,None,No,D,B,D,-167.5550982929083,-140.51727251966753,1
40,Jewish,Veteran,C,B,C,-54.9472747215187,1.7414054239901944,0
42,Other,Yes,C,A,A,-60.95552182416025,-9.750925238266433,1
79,Other,Yes,A,E,B,43.86656135826416,-36.76674271251554,0
78,Christian,Veteran,B,C,A,-24.39351753385979,100.69720767622074,1
45,Christian,Yes,E,D,E,-105.1352374617196,117.68374290039267,0
49,Other,Non-Veteran,E,C,A,-2.806697516982998,-71.49064072541513,0
23,Jewish,Yes,D,E,E,-32.575986493466004,-30.52798445089359,0
69,Hindu,Veteran,C,D,E,-112.05381228723972,58.81456750409596,0
27,Hindu,No,C,B,C,14.617449145532085,161.56101562419408,1
40,Hindu,No,E,B,B,-105.40401024727883,81.38522763228632,1
30,None,Veteran,B,B,E,-60.50319392986394,-34.22032122124979,1
79,None,Veteran,A,B,C,42.6482450252369,-113.24192976628184,0
20,Jewish,Veteran,E,C,E,-37.90905292080923,41.21033756270568,1
34,Other,Yes,C,C,A,-46.809881701404976,44.762586440472845,1
18,Christian,Non-Veteran,B,C,E,82.87480006465778,113.91241505422252,0
43,Other,No,C,C,C,128.91573211546873,-36.73620188755946,1
52,Christian,Yes,C,B,B,-45.45236435961025,-268.11418962495145,1
26,Other,Veteran,A,C,D,-187.16784623732224,-139.18123143335873,0
64,Hindu,Veteran,E,B,B,-87.93640451644463,53.66986080784773,0
64,None,Veteran,E,B,D,124.04592947281058,-66.68782565749312,1
