Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Muslim,-94.24738033297997,A,-69.05985603312023,D,-116.93669880942711,-118.69004575153038,68.64663586601314,-29.32692685644688,1
None,161.41143833218638,B,-123.51637696720519,E,9.340804602201604,18.533313943698165,-109.19839219062939,29.431215472769733,1
Other,-34.69754873201584,E,-100.77880676101697,C,-12.385577736252083,168.73645829985367,94.7249821442548,47.61592521850046,1
Hindu,72.52478859655253,D,134.82617643317602,A,119.70121141645005,32.31049441549547,23.800524322093853,-61.256619384553744,1
Jewish,-39.28518836723262,A,-34.70512316168492,E,-73.72698739962428,-65.1722041932142,35.14674505222005,-1.0414449830459547,1
Muslim,22.358240167461034,D,102.53669563165151,C,-81.66396191385856,-84.32566840565646,-190.58624598921148,-220.63831655775607,1
Buddhist,73.56983926568725,A,-4.996124166044162,A,14.770469834661748,-66.84046063763617,-21.9816510257661,-45.835519079899974,0
Buddhist,8.890996803274192,E,-29.93648059767041,A,187.33645534138515,98.66566622398881,197.29729505851358,-31.2554098928412,1
Jewish,-50.966383969306136,E,-85.50976086321967,B,114.75149667174,271.91784624315824,-118.82289647621873,148.00099221480323,0
None,-161.5056096756728,A,-172.41601254274786,C,-92.53446975792274,51.83712181367272,82.42421084299384,65.19660302364046,1
Christian,-214.72307031821845,C,-7.891272645889355,B,42.54600744732995,-241.41050263097287,26.05476216241397,-34.09769347630587,0
Other,40.24334822842173,E,174.4024711647137,A,-37.065803074803725,145.6986702439966,108.93065794017699,46.07946523045898,0
Jewish,4.77166160943366,D,19.385998901116448,E,-43.29106136651085,-118.59149436772363,-184.41760813772908,-75.04992378232458,0
Buddhist,-87.395278595046,B,-120.09920776102447,D,-145.7401370976534,127.48637544833998,65.75489202107346,-166.3275590373109,0
Muslim,-73.84880908752982,D,69.33437390107075,B,-112.30016163724754,-109.46574578462418,170.07798571306262,-80.96265314108987,1
Jewish,-92.32689321732629,E,24.936427582540617,E,-31.386776895457857,-69.52631576526896,-28.69101954203151,64.55577028488393,1
Other,119.0816143451475,C,-42.730426322731205,E,-55.10653060190158,139.08317129518616,90.05989904975624,191.13491704968374,0
Hindu,-145.45712471800246,C,137.45399115317036,E,99.15322742657196,106.25929064851852,-17.884029872477676,149.527547118492,0
Buddhist,-131.8578668034847,B,-16.746946249214602,D,52.05324248879438,145.7688640994283,-1.6724662625640128,-73.69222615886436,0
Muslim,107.09120781654498,E,159.29475540593327,B,-27.646787050267818,82.628803491812,42.422858865754456,81.82016208434773,0
Other,93.25467099067455,E,141.25395976384596,E,-33.502528567432904,160.55698733974046,-85.27118407620009,64.53612494669616,1
Other,74.15965776889006,A,64.69726346402433,C,-93.7011666289035,12.969281534131106,158.22924730303498,-181.4506994667562,0
Christian,35.04726796387468,B,103.33120595618148,D,-4.317465453035661,1.9565948544468599,-16.914470358877125,137.75967539646706,1
Jewish,62.04030794969029,D,-164.88042646077125,E,-30.050575077614,-131.7857956647236,19.69263501092929,127.19678752026746,1
Muslim,-5.124747743399766,E,-65.52595577812596,C,3.3395115021905597,-26.662375409754024,232.10447582763237,129.06356722425642,0
Muslim,169.57848710391826,A,-178.31960846560708,B,78.60264220757482,91.23865950672166,122.40025500899607,21.05650066273847,0
Christian,-7.649401039901253,A,131.9968468409525,E,-233.34330489982165,46.99769438423033,-13.656446601914284,-55.246961045894786,0
Buddhist,-59.979116127526055,C,-257.931062586917,B,-139.37168499540164,67.59247964623863,-50.04529194165117,15.63333213974494,0
Muslim,-59.782686312085374,A,34.47666199375772,A,102.86723349745674,-60.231942123662606,72.65671240572975,-25.45626316773729,0
Christian,22.889283058658,B,43.250778693845945,C,-142.91066829823208,92.76310172726478,111.98071567434891,-59.071269003931015,0
Hindu,-66.7762906236177,C,-100.06092532698085,B,-29.99018011328034,66.25150464988569,6.785417050358234,122.25776754949034,0
