AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
35,20.92086049915351,-122.55782131740409,A,18.74351541723689,167.82755373248622,93.20593032772302,E,8.077378246072934,165.24480352532083,B,58.99506505529831,A,A,-36.767398005490904,-107.01250794943928,-241.26659359229689,C,-25.13341800487377,1
42,-233.3136516879878,-37.672232591004146,C,-73.02705985557994,-71.66516051252376,4.149545530889941,E,-81.27613325858339,142.29675026469369,A,123.05979303557055,E,B,-22.96967439821022,206.95250454437934,-101.72826934831112,C,-142.87711585105853,1
34,162.87884119590765,4.24316410149121,E,-90.55173235252433,92.92858748441117,-160.03482514887196,E,110.88146689206026,-226.71934248431484,B,-74.47836807379197,B,E,29.95463145074671,-25.220828626204256,-137.2861244431656,D,-224.04754923060298,0
26,67.86449309685811,-81.61543508310565,C,-5.11425052295568,-108.61919796486868,71.85525549261943,B,77.8572561691899,36.94348979881955,A,-113.56439573662651,C,E,16.769909934858315,-105.18982379454557,-8.730331624658229,D,-33.88402756635463,0
22,-1.197313340014945,-262.29730212434265,A,-17.373314252228457,-2.3794800282224573,-109.47051059507564,B,185.20163851936346,-57.299101409772334,C,-185.4188169131224,C,E,0.008026717946755926,-116.75577531257211,-17.864316377532603,C,-51.3385327938768,1
39,72.63526077901665,161.40387677433583,B,-122.03536224142806,50.38685443630476,5.826313843122618,D,113.70641324307131,-79.48934848335232,C,-9.247500196185644,B,C,21.129863918422174,-59.67640247748221,129.77555434028932,C,-82.78881345510969,0
27,-9.471583754781053,37.344052458462684,E,-54.4464246244874,-167.9245770140015,-76.24268603126258,D,-106.20636097232267,-66.98475395684915,D,-111.06962986023046,E,D,-82.6747405280102,-68.7610161797044,101.3709174150343,A,-125.45608883260569,1
30,-172.82445389976252,-69.78390801222967,C,-23.755856489062598,131.72624238320046,-172.4439270566527,C,223.28265431545452,34.843689339164044,E,-49.01931916392087,A,C,22.705025084983614,-86.13209116531489,-188.26379153465567,B,79.69043912285935,1
58,-85.96293489470472,-18.456258567734384,A,-5.155823826170079,-77.18230232501968,6.37888176830849,B,18.055733156910176,127.44880056254728,C,60.485389842157275,C,D,85.22297924151438,-66.11390525241922,92.82866526374721,B,112.81338229731726,0
62,3.4596050802897924,86.0409383973797,E,-108.81547064351895,13.581530096608798,86.0243709520936,D,-18.74862773161467,-78.83995556965044,A,-55.7806907174305,A,C,-42.37707494376876,19.896124705120634,49.19102098941183,A,70.45353883445483,0
49,104.66309303536987,51.016529090520756,A,-21.951391847634163,97.71567769259943,27.56146737614787,D,19.018732671544917,4.880480502480238,D,-112.35306823201319,C,C,90.21054058902399,115.08337293433077,63.45678160032051,D,107.1099010225413,1
66,57.66604514349159,67.6829623065888,D,149.74067995438742,184.51055856330865,-28.763149318048097,D,60.758344159673406,-47.51065175622771,B,-56.26768282135567,E,B,60.631063407755356,47.15550778423795,37.74516406138719,B,-40.49892809724542,0
39,112.56178979184956,-46.984103783469116,B,192.0817671979224,-83.20194888010111,-48.06621713641226,C,59.78373445312123,-79.94497737050987,C,-5.5423224615963615,A,B,-88.78992330251124,7.356333691257716,64.4912966210289,E,-48.66463892103872,1
43,-31.507644766313682,77.08566006950628,E,-14.160561095888172,147.38924708472098,-116.39974137843994,C,109.12918701201212,18.347554612213116,A,-30.14091095239505,B,A,22.1263193527893,-132.57449406155408,-45.647247681185135,B,31.28794508679999,0
