Age,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
47,Yes,D,-43.57073744549449,-36.15634449756153,E,216.00332928917157,60.632916963862506,24.303988741829453,0
85,Veteran,E,-23.651775325005016,-126.72769252175596,E,78.5419239999549,83.41248997853154,32.28949382221394,0
96,Veteran,C,56.18666746121501,23.59023544760081,C,-40.33788879320661,19.375305563162783,-65.02222570017203,1
32,Yes,B,76.3814834651403,57.24375841833342,E,-32.132691541763364,-78.43649215883374,5.643362807068083,1
58,Non-Veteran,B,-109.22787902536054,-63.42486489337978,E,-1.6629968347682742,-84.21018761743373,-39.176509404762946,1
89,Veteran,D,30.103918661804702,118.0402313541613,D,-20.234774899556875,-28.996631977136207,-86.93592491231958,0
81,No,D,132.66925700031814,-48.51843481956667,B,-28.194172136611144,22.51916200850754,151.33742725997348,1
45,Veteran,D,-57.88554000942063,108.7683992046786,D,69.15986178099476,60.74464533588531,18.40100777469539,1
72,Non-Veteran,E,230.19335424875908,62.41818442865835,D,99.3012445887626,-13.740558169279923,14.769325691342106,0
66,No,D,-97.55358586740125,110.81833271688058,A,-1.3510416827112663,-159.26363715482162,-34.56890535186607,1
79,Veteran,C,-33.975931545334994,-29.293051606740494,D,-91.83319564200868,-131.64733720140237,-42.656164966408525,0
32,Yes,C,116.28736460540745,-146.67236633125933,E,46.76224401099841,81.53303109846473,3.2620145526115576,1
36,Non-Veteran,C,108.8935702379497,39.69793551461347,E,-113.55036361786446,11.475345422093499,12.100364645554308,1
21,Yes,E,208.7918988018202,-62.91062685340817,E,-107.2298557012967,34.746734620579126,-102.72808011133606,0
94,Veteran,A,16.91936306557186,23.37244277506111,C,-102.38801598225919,39.96822526427145,-155.84568042243757,1
81,Veteran,A,143.9181424217679,-93.6031940147566,E,118.45690746924143,-212.21878172257712,-71.69497355401077,1
18,Veteran,C,46.46388722382243,60.08541765751032,C,151.09422258509704,11.149045570604182,75.84741666578358,0
27,Yes,D,69.40343414193975,4.310704930393946,D,-8.350389847655414,65.58453671055524,56.57290855765608,0
75,No,B,-142.41830966992862,-29.904159512108762,A,-32.16734430675039,109.04282540800384,67.31123202720755,1
88,No,A,24.43935330217775,89.48900998128855,B,91.15296742542368,180.7387718003999,-105.55208275382364,1
21,Non-Veteran,E,41.33703708201119,-189.84394985037258,D,32.13531400053786,-128.97827302231477,101.3581762660642,1
