civil_status,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Divorced,66,141.21290984274512,B,A,B,-48.77386403117996,33.66417877490135,162.22042698252253,C,-42.040200878280814,12.175686154519523,53.83834386419281,-85.02300480717663,110.60722710762624,0
Widowed,94,-127.06725717142832,C,A,D,-39.80568228523876,75.77853678602176,-23.874381478612353,C,-150.73374882682756,155.17482331161617,-84.03474037212779,-102.75657041444131,-1.194212545672066,0
Widowed,76,-142.85884342617265,B,C,C,35.64060791255702,73.16591385819113,-132.27717076322384,E,-16.41317100663612,-38.59722977473366,-69.08367187077398,-130.1223790281441,2.8207469095930886,1
Single,26,-76.41166578413538,C,E,E,44.145467291297926,-169.48931740982565,-63.309233100998966,A,-142.7368617803897,76.34513227690105,26.075656092414608,30.106896107116242,-63.212508069605256,1
Widowed,22,-17.27491677044522,A,B,A,-80.42789643683133,-50.10798478292896,-44.433304084428194,E,-27.07741201217766,11.843501464053595,-134.26347474275278,5.1818392364969945,83.51312718045317,0
Divorced,67,38.75753173700793,C,D,C,12.086242727101746,105.04542800284908,92.37156865684202,B,5.996323515870032,2.7546742655605962,22.90164492041216,35.265001568865145,-68.95021423024139,1
Married,71,20.06827485259538,D,E,A,-120.33311964337092,-50.64805514076228,200.15603602301303,B,137.44389749881555,-110.87449075454052,-48.048036095539395,-45.272177261590244,-70.03589092612282,1
Divorced,26,-14.08092638816971,B,C,E,129.1507067371532,-11.970052536823685,104.50509152139614,C,-67.01062134445242,-48.547824415233556,-120.90283500320673,28.248840305043093,-116.00657156443998,0
Widowed,28,50.12555777142615,B,C,D,-200.11765391613437,110.40637388529359,27.307648844843495,A,17.337111022003988,-178.39414058609105,9.725116138889287,-56.298739994967065,-85.26876063155996,0
Divorced,20,153.17826945133507,E,C,B,-21.28208836208087,-81.7772154229725,10.368348230166923,D,365.8368181292718,130.54888135543655,19.31242362153561,91.27369921011534,156.6219239620259,0
Married,67,103.06587200012667,A,E,B,104.10362180622097,-128.5541010701213,-78.12600297984851,C,59.58750311030552,96.21748883449595,78.22634820628028,-99.64851400212588,87.05037000144038,0
Divorced,53,-76.82401429854224,C,D,E,-72.20566378832109,-44.90790748380269,-19.248696406040064,B,-34.0309534820152,-23.751132010866886,-195.76940493969673,23.132348121930967,-21.163065858057266,0
Married,65,-9.698708965583988,D,D,C,116.01914370347244,-155.3618863374813,134.8334012043342,C,-100.16655885907772,-75.39615301669203,-103.26347538981817,46.550001964813475,149.3136647546577,0
Single,31,-134.32964208215955,C,E,B,-48.81413034824982,-53.4330028747444,-36.726191294739024,A,114.67706413914127,-44.628534367443535,5.614520301884056,21.898797425207466,-64.61888562948732,0
Divorced,89,-93.67219966215683,A,A,D,81.54479511108636,-125.40832796646617,-110.3874533431154,E,-22.98576428792732,-30.875882405023702,99.11022207529045,-41.9566168305516,-220.26681574812787,0
Widowed,58,-68.18006379989426,D,C,C,58.986533739258675,20.23191917553992,-22.070723019689513,C,-21.080940626708262,-10.906941719661237,-90.57957493051862,141.71766456690835,63.0914241555002,1
Widowed,42,-2.5396798867763226,B,C,B,105.99940291391808,-48.87267013964801,-36.51475887021529,B,-63.41938833103704,-2.024562755119521,72.12351515847621,18.802232023518844,-23.234751836983587,0
Widowed,89,-71.37896198323764,A,A,E,23.988562216780966,-84.33870877239514,-38.371864238413636,E,87.87900584552837,67.82269257774114,-6.140429195288691,-88.15504304289949,-64.24763668175562,1
Widowed,85,-3.811028654023052,E,E,D,59.963561120740906,9.577501867355522,0.38579633811824415,E,-70.40089800310001,121.27204710812944,123.72000265578862,-31.871706767800635,53.49963549287451,1
Single,66,30.680835629867996,C,D,C,-120.62223167045383,39.156845169569074,-1.5472909951193041,D,-60.832347171441704,84.13084622051402,10.145462288258491,-25.240873230256827,118.89036021929866,0
Single,40,52.45061750775692,A,C,A,80.90900851274625,26.067742103233044,-90.09661517247115,A,-102.80737699539574,46.75769645843354,28.10565919345982,-79.45564659985727,-128.76823075757812,0
Widowed,52,0.08712264911676736,E,E,A,154.4767538260387,-96.33336079857077,70.70148059912881,C,-110.45401892825231,4.119303780934116,-91.77611076149479,-63.4328718429666,-87.25912954182213,1
Divorced,78,-76.39546641536492,D,E,C,45.44203141864528,-33.49059300162122,30.602742731977866,C,-84.20456778560113,-68.80110697955416,-87.74553922871962,21.12599532304891,36.33617542399466,0
Single,56,-19.074394303629,E,D,C,-7.234599339338548,-187.38692601009978,49.273681385497156,B,87.26518391834914,78.29374858811423,18.533803685441715,23.326228597099032,-113.90334012589356,0
Divorced,41,-20.367537218419915,D,D,B,92.64002517331107,8.130925744923067,-24.68484871166971,E,47.331288587519886,-14.732131515012089,-69.51361846465073,113.13726247133542,-126.60301592788339,1
Single,83,-64.00871554685799,C,A,B,-25.313093600348818,109.40578706833,89.9018857887327,B,-168.89627257574188,-106.37193462502523,33.75080557118007,267.4685638675798,-96.59578134139227,1
Divorced,33,47.57872393148976,E,C,B,-60.92956095762953,-102.26608245199496,-50.956792404310114,E,69.20565523035876,65.77959912347605,157.1682172494074,-129.94531614518138,16.487742917921732,0
Married,23,227.17187132754418,C,E,A,-154.94942964302095,49.829326823715505,69.5163222573191,C,120.67015818213778,4.1775395581492045,124.4743570642346,-22.587858745530628,2.1299312865975737,0
Widowed,29,-112.5477882795402,D,B,A,-46.665039517025626,105.65081554879644,190.21839949685167,A,-4.961075336222167,78.90049737064116,-99.73998654784614,2.605579420080614,-54.44089938708012,1
Divorced,58,81.00635316715426,D,E,D,56.81138536110556,-88.89518164499945,-124.48845281744423,C,140.28407747772476,-42.38006728133556,140.92153593258288,141.8384714794032,30.107736727119395,0
Widowed,45,135.67675926428186,D,C,D,112.54106388818796,-217.0131795677479,-2.977921275909127,B,13.642471190949957,8.954208832317976,-3.5341066361015914,98.85143680207756,106.31699262410355,1
Single,29,-140.95789907868252,C,D,D,-136.43469067844245,26.663220493715116,19.91592817828341,C,-15.665392460621316,44.986561477849804,-12.61772013878961,-39.56145741512193,-123.06412693854386,1
Single,76,61.14602201147117,B,A,A,-146.96751070050072,-10.528178918987223,-15.823419244309198,C,24.310688338735403,-9.7979149102142,91.32527161448355,11.420012936160466,49.55751432420392,0
Married,37,267.0737797430355,E,A,B,-71.65522811861365,-46.42854597019743,155.3188124356528,B,227.973497269776,-119.21892682382556,-48.19089603658187,191.60396582279463,55.09767522833812,0
Married,32,-64.6827946565659,C,B,A,-19.002504883916487,78.54695906167075,-69.44943798932822,E,80.94342800446341,64.37754615295604,-39.71188368461374,25.719881269775435,-49.16938247620159,0
Widowed,87,-121.96842435535167,A,E,B,17.229373225671388,108.60532216854286,-51.01153319884054,B,175.26100743717632,-15.59971891526725,-35.02894744475542,7.514011263935758,-25.739872771630484,1
Married,62,156.1027959954563,A,C,E,-23.489655360102095,129.41371234395737,-0.643468093324819,E,141.9067316246367,101.85236420845595,41.476573515274076,-9.01722315734863,-46.49968969944804,0
Divorced,51,41.29178783511981,D,D,D,140.37548523151992,71.48862228195414,14.29918972782443,D,-13.588980882722057,-50.18892194676802,-36.344886654044565,41.55256086817637,6.970902739368235,1
Widowed,72,-94.9637166611285,E,A,C,-111.04693401007344,-48.94583481102253,81.07252625757998,B,17.622449648055895,-66.79658696438679,8.866996029671565,1.1179501015831261,-7.690966840672843,0
Divorced,78,-38.919991766205506,E,D,A,50.87622890197583,70.1330522114269,37.900822255492685,C,55.76480938852419,-256.94082889616845,67.76092673390555,-189.5050918634084,64.18029509359422,0
Single,51,-23.70169390719649,C,B,C,3.763255090351635,96.22321066784401,48.505679760813685,E,-113.4813438202664,-59.01986304558034,-128.48714360323206,135.7850540955834,-94.11397211949185,1
Single,69,34.160818268779366,A,D,E,-40.938572152940864,-81.79198773476476,50.850991097858554,B,-42.245375217204945,-140.60623878255373,54.42004828660414,-113.70813006684462,-48.7346737944867,0
Widowed,92,-54.73991786995238,E,A,D,-94.74937384586941,-82.44945238274614,-52.595423454601246,E,31.894998313897638,125.58619294790464,31.88505262301532,-0.030383859449494205,103.77925590277857,1
Divorced,89,-0.19710457174991944,C,A,A,-112.60991689813183,-126.85131044459422,-78.89776120156756,B,-49.57438362423277,-52.535305828619,-180.9855911686683,-31.946426643745145,-79.68029893531555,1
Widowed,63,44.94334259174559,C,E,E,-106.021501083071,-192.53020928378126,112.50516231611061,A,-104.19204972608884,226.50557267707643,265.62817814010884,41.774946305051614,-144.15090212905992,0
Divorced,27,78.92124535058666,B,A,A,-45.247788572222014,-24.972167626143875,111.78203600845953,A,-132.82013477981783,-126.06634457879136,46.19835727680924,-101.40194904387468,183.45166764262027,0
Widowed,94,204.83558788783745,B,A,E,73.07101490090815,-13.778741537622041,-130.04299108848662,C,81.7567832880474,6.552159299386896,214.61780536316022,-71.09280966416165,38.462184551895604,1
Single,48,-43.86939493697767,D,B,D,-44.43648559695962,-29.79904087946811,10.159740074806098,E,-13.178404528325169,-81.42705116275407,-11.646924661282444,-134.64052687851859,117.33622478701147,1
Single,25,29.068509819255016,E,E,D,82.40358594266284,79.19433178160716,0.9924189843925726,B,-105.2077608863752,-3.2063389948213965,173.51400425815143,17.27592212797368,159.43857874809265,1
Widowed,92,-28.815780793326297,C,A,E,-46.00217253165623,70.05209406108325,-246.34673669606997,D,-79.24311460947666,30.408141450909486,31.48288103288115,33.672875447268545,-25.22378655042913,1
Single,45,63.746701405917086,C,E,C,-78.62942227101576,-49.76760815623207,-68.02478864544031,D,-91.59873136563922,-19.418522734488786,-21.878206612102115,25.200447228925967,-137.31757616446257,1
Single,22,110.6936735857741,A,B,A,-12.699040653918034,-210.46704693755322,-79.25882812564375,A,81.91533171741911,-222.86956232508732,101.67260312225126,117.39376423798262,50.39364072747604,0
Single,78,-116.63228492143219,D,C,D,38.714579049719546,-32.30550648958819,-43.7677499966001,B,-94.71052432123383,-48.971913731706685,158.22922053558815,-38.236829724053635,70.50797186202354,0
Single,34,-44.88249971250865,E,D,C,-1.244928691990281,126.80852222813381,-81.39959501331275,D,104.19585130335616,34.60980921704551,-64.3170581751524,-72.71053806879159,61.28985487551244,1
Divorced,77,86.64808224270071,E,B,B,58.41972191864073,-30.066779857241272,-161.48163791819027,B,-114.38582493507778,-113.31138345731834,-106.69330377820138,-162.01145593987877,107.80448835063649,0
Widowed,59,113.77864824513111,B,A,B,7.131090872481351,92.93950848904684,-163.67515991656825,C,-61.50654154736402,17.36221062091565,20.529900864227677,-203.19422046548726,12.35471319735761,0
Married,45,-80.9477140945086,C,D,C,62.23342960495771,-190.75424609121882,-72.26257514414172,D,180.4491743648257,135.48180005347814,166.30809071882706,99.8526668842901,-32.47293586286272,1
Widowed,37,74.98584014932058,C,A,E,37.27283839141424,153.12414180743664,75.80225545181568,D,-180.23588695866812,-32.70378900429301,-133.8845324467797,112.1191199264536,-46.810661562857106,1
Divorced,83,198.54615285351494,D,B,A,-164.53317729074107,94.29402321194257,-247.6519328374228,C,59.14902388033343,-28.28102966306021,-2.9558361150876467,-19.16523283634329,-93.12316424911006,1
Married,98,-137.68067143929034,C,B,D,-160.00849263165318,-152.05958932101248,-15.835407364875447,D,-83.09018271425902,-41.28479672699349,-24.243731054951432,-18.679904099253157,65.8470280868396,0
Married,67,-142.63021373154922,B,E,B,156.9745644296026,53.641884271944704,-2.413636598562842,E,64.1983588205933,7.525188430397415,61.686537066879076,-67.28163723295293,-106.0254481219924,1
Single,43,-109.5918429320446,C,D,E,-205.50580889901408,-12.627116129494198,79.35039998089599,C,-31.08073257119125,-150.89372284062196,31.976315954373675,-24.122043229946573,-31.85072256837187,0
Divorced,71,-12.66108066638553,C,D,A,-166.51571283231237,-155.48120087683427,22.69203687269541,B,-2.3102338350386993,-149.97374105265078,44.92279280247718,112.58058448871537,61.10920650174177,1
Divorced,51,49.448830205251,B,C,A,73.90036122902552,165.68446636340377,-197.9073123332085,E,157.31924814862012,122.13787509961614,16.836600174882292,-11.911679820813239,-71.82147982447204,0
Married,52,23.6651905596264,A,D,B,-56.32230610180792,2.81329191370919,76.26558475571765,D,76.98994146433816,1.753504986189621,22.408667809022138,37.6169661061467,-40.599805330691524,1
Divorced,97,44.7728095602555,D,C,C,-61.54448781729186,219.88265094143134,91.19088482321523,B,166.66804510485326,-32.18775488348268,-91.54540564226082,-67.28292900818626,26.903643154000285,1
Widowed,42,-38.94747874859307,E,E,E,-43.91436078832323,153.81329613551702,-0.10498732511513938,B,-70.32761881570222,38.94587580662249,-106.97537425775951,-73.60108629972504,43.74548062976981,1
Divorced,19,95.14167033392957,C,E,A,135.4427599245862,-41.50444382712212,-50.329927883757364,E,-146.33485511508263,-161.1945159191664,136.26774030872036,-7.539067849401432,108.57951965449185,1
