marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Married,142.95472897470373,C,-117.92800569454865,-129.6947315970733,A,D,158.61248063183075,-36.20977062889333,71.70462462320837,E,-64.12701061229568,41.08493866055352,E,D,46.81903448071601,-59.307086361336005,C,1
Married,-84.76275704590087,C,-74.46101984458508,102.37640741757265,B,A,-93.92719593056886,146.87578333932348,-45.47250374601055,C,-9.829174350351948,-29.710491579040287,D,E,67.85829476935426,81.98925636277936,A,0
Widowed,16.21880837049509,D,-147.962830648393,149.86677241010753,D,D,-55.4930357978333,65.21959295751716,-56.50955245093431,C,-45.00875562775359,-314.5667709682828,B,A,27.88727178285114,-58.82242913749247,B,1
Single,22.581872476978205,B,-294.70956229205973,-97.05885146146474,B,D,59.58599630346448,26.742181725552282,103.15369039225861,D,-34.78964568232912,115.66028565124003,A,E,-141.24243445320786,36.74931719369027,C,1
Widowed,-11.490016826654307,E,9.131443917665779,10.638345238913134,E,B,176.80148734302853,8.214088517942582,233.00107496148024,E,-23.67883855891219,-38.3004757987392,C,C,14.867997403344399,131.42246338651958,C,0
Widowed,123.22149182254611,B,74.97744095466139,-132.76037016750686,A,C,-44.29967411035815,-48.71310475029795,-170.95315603817338,A,-166.37361415343142,32.11605761429925,A,B,18.40209025499288,-138.71567133219693,E,0
Single,12.912190952346775,C,-139.55147445214277,11.350818408644967,D,A,-194.44182192847182,2.7553830786773688,-89.170411331425,D,90.16436496190052,23.83248171961679,A,A,8.816924382862563,104.97307731715955,B,1
Married,149.1352398024425,E,-75.15941568338815,-30.473967351647946,E,D,-247.35687573787203,-122.79063197145608,166.1707048532995,A,-4.752782671133087,-31.227248766396798,D,B,81.60182687661364,-44.793290906104794,D,1
Divorced,26.055414455791016,B,-17.225765327424988,75.22657208366066,C,C,-61.105635984012565,-52.274634502001874,24.30773836715488,D,-137.521849317412,102.06405804112406,E,E,-90.67254468242048,119.01367088466061,D,1
Married,22.393625523391115,C,-10.848430842256592,-27.709466049946975,B,E,-24.66821427657941,33.2996134503777,65.57638205140174,C,10.350557560223782,-41.74684800541024,E,D,28.591414536811875,3.2771945840796595,A,1
Widowed,8.907301105100277,A,-45.161200170494524,60.47950423887142,E,C,121.37750204565374,26.24351337044079,-73.18048886518412,A,39.00472771500592,-248.34585949888984,E,D,-190.32300687318866,66.71406110870903,D,0
Married,-82.76909911043414,D,9.343297385767894,88.92511703991002,D,C,-57.55968065647038,-111.67269047484427,-61.71983562298011,A,163.90883222202274,-26.489056052861663,C,C,-245.36178061628547,-9.831143504829647,B,0
Widowed,118.95403296026915,C,-58.54113429515768,94.32658603462895,A,A,106.5918556470429,86.26994559571544,-33.9598371122114,B,69.89385757339468,27.665719195883664,D,A,14.170326869112854,-64.08592621329714,D,0
Married,132.64962783149747,B,62.13370826316628,142.68787784600661,D,C,-38.829333912154254,-4.017656463616777,8.243513563130064,A,17.0495997225248,31.062368906710464,E,C,-118.02851254505329,87.00418395680848,A,1
Single,6.285148475075237,B,-41.56283483032463,-162.68175628272888,E,B,96.30938911702714,49.160744292824425,-136.59096860750947,A,82.45262158282961,5.6964477586850695,B,D,-115.13312797834942,157.58168547657735,B,1
Widowed,-3.175489532896208,C,150.37618162219607,-3.4515021490339275,A,D,-83.27937754399672,-30.40011309407797,31.17065392936273,C,-73.43789113462185,38.14796244936477,E,B,67.55142306994883,94.0241214077767,B,1
Single,-118.42082196230328,B,-29.730135332500446,205.6946162904503,C,B,183.10999774103212,-43.19256600307645,-157.52657252433193,E,-93.24033684415286,51.696321978805784,A,E,23.961760002344874,30.770325836546636,A,1
Single,98.97632847915166,B,-169.56973738828736,50.88795553335955,C,C,-195.9369568262164,72.12180126567463,-161.74815677273418,D,72.70061477743448,-80.48600986711484,E,D,58.45442307812315,59.61737019214494,A,1
Widowed,73.8266650300618,B,-67.41542569780455,86.62947873893422,B,A,-191.29366080036442,38.03235211652445,-55.02145837693971,A,219.61597338216544,203.6400714024155,B,C,30.438340382961528,149.22153559522698,C,1
Married,135.96124029416097,B,-173.79371505224373,107.57912511407888,C,C,-171.6458503688131,-104.19401695589939,31.662811553759862,B,-18.756867352537654,-176.07973089186726,E,B,-77.88013895697658,-55.31030474662705,A,1
Single,-78.11277559402453,E,-54.482494957534186,158.62142653156084,D,B,17.231052743074006,49.153457228616595,42.44954386426897,E,25.69703751038143,-7.404182107088049,D,D,-83.60403794781165,-21.610734841110524,C,1
Widowed,159.21088523025384,E,-57.612460953973525,2.059501741092293,B,D,183.67005640181367,-77.0625698219127,-9.166397778778999,A,54.19608271636318,128.86899394220592,A,D,12.150896274146792,101.92428263658857,B,0
Widowed,-66.56238124882077,D,119.14012123754216,-79.69064461254327,E,E,44.18731662679899,-54.13676500274107,126.6557443938295,C,91.81414739287396,45.411157246529825,E,A,-99.51236770284596,29.920304539754184,C,0
Married,-129.43239324824404,A,77.03533985506242,-214.44412695776447,C,A,100.26034413396981,46.39057038744517,-90.62360862900451,E,-117.79938480601682,13.244387121431553,B,A,148.25867860449026,-158.24824169672715,D,0
Divorced,-112.06228182043216,B,-49.98104031068758,53.356428705203875,C,E,48.38413892801384,47.6588588310522,17.209542834047888,E,56.00834596420851,83.31221955821286,D,E,62.98006582754378,87.83036302030793,B,0
Married,100.31954268049952,E,131.94689502303046,163.6673623442224,A,D,76.45704182901873,-43.35099427724821,29.61224209820847,A,80.54825232246621,-55.766149951402845,C,E,99.56281419341202,-22.612013523299744,D,1
Single,-153.6358044844323,B,-56.612391198974265,25.17837150774155,A,C,48.46101651014994,61.23919697163349,-29.79226106601798,A,-65.22081113069419,81.94270970677393,C,D,-27.87654131863011,21.42344702896165,A,1
Single,5.596666719444746,A,-103.70663326472389,-20.43946293698041,A,C,-60.19465732019166,117.61431223590246,-136.6813069326009,E,-142.48962071730443,46.26768122801843,C,C,-29.13376853487874,-98.75187221439859,A,0
