marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,A,-102.35933906206608,4.0255126265347245,112.62730521974702,111.59162725573937,A,-82.88502331101849,B,E,C,-54.446771349455126,B,A,-52.937320887877114,A,38.05654194347027,0
Widowed,C,96.07018158108784,-46.36347912090478,27.683239824808474,-154.4765168563075,E,-82.05865765090809,B,B,B,-125.1114397828813,A,B,-32.47175685048981,E,50.17013964589603,1
Divorced,A,73.92773734795728,-47.33582050835429,-26.883291814292505,-161.27522332181096,B,37.20668776343214,D,A,C,-152.06834529854396,D,D,133.51328114158193,B,13.23790935844448,0
Divorced,E,61.518515900404495,-4.423207207766493,78.76419031084902,-69.72322842779333,A,27.72887609313015,C,A,E,273.86845207397295,B,B,97.76388415922221,E,67.36538110775801,0
Single,D,-14.100114592563939,65.46130434837242,-26.346048231462184,-47.97300360144061,E,104.12526000403402,B,D,D,-96.68322481137163,C,A,-18.69939123841872,B,96.16052897085792,1
Widowed,B,-71.9095394039811,-130.3748338786368,67.38523071573576,8.473303213104941,E,241.89932227123907,A,B,A,-17.6861611536974,E,A,-138.76158165899582,E,-72.65310488052036,1
Widowed,B,-41.06537470408493,-138.99119617869863,-63.35913546667581,71.50527455130155,D,34.911468282569764,C,C,C,-123.51356987142697,A,B,-4.142860166143118,E,-32.716159865723746,0
Divorced,D,30.517770937240257,-49.026452483125276,179.70969531672046,-16.37068034717123,D,-39.278892968151084,E,B,B,22.990759031482124,D,E,1.9310644152281127,B,74.43608773338,1
Widowed,B,-130.2446293672869,-99.92233175938708,55.85998783663319,90.01819970573355,B,89.61887141644603,B,C,B,-32.629941780310965,B,D,5.584852716116619,B,-97.06872546049823,0
Married,E,97.45549452793307,59.18795634896624,37.6585562633414,111.70624828555617,E,73.99509775556719,B,E,A,-48.01646063567349,B,D,77.61125374313731,C,49.36296263784861,0
Single,D,-184.80757948441715,-4.21005169027859,47.880945810625356,-53.49269025200164,C,76.00072459267716,E,D,C,-86.24544082765439,E,C,-90.18523083259431,E,58.076744091200595,0
Single,E,-182.3566127770998,47.71112547071668,75.56364958535234,-148.7201112597709,D,150.93872663472067,C,B,D,32.962342178742865,E,B,-34.96563266655699,E,76.52153432753752,1
Divorced,A,89.8384338506972,-1.2726285706571185,74.21613382459444,-104.60759585776947,B,88.03756098492508,C,A,B,2.9854597249465984,B,D,195.36843555315676,E,-146.56969402782823,0
Widowed,A,-65.68816871628952,-107.54188834810347,-109.3286675904435,-86.88466171735656,B,43.01963056107714,D,A,E,75.32139388816027,B,D,112.66637080878328,B,-104.0552076211565,0
Widowed,B,58.28648443766983,-0.9107407120398094,-107.58615190461526,72.51050069035216,E,67.46593420512043,E,E,D,50.249766649637436,E,D,-63.84708336801693,E,9.282153329506713,1
Widowed,B,29.09982503644754,62.81042887282617,-119.32589341461926,78.00649649151296,A,146.1827974426055,E,B,B,56.02128013643952,B,E,37.581638320870105,A,-109.27520261156587,1
Divorced,C,129.1333036644486,-89.31802056516214,125.39694341403154,11.394022336399797,E,76.75426931952313,A,B,C,132.63184946189713,E,E,-81.72312556305681,D,-81.71748462025266,1
Single,A,-97.78341510844236,-20.14002238221325,-16.096189654513378,-14.298523340444294,B,-11.909884401319635,A,A,E,29.883018306597503,B,A,31.264391128601915,E,-81.5215952884887,0
Single,B,-45.21213741049619,6.619605138956539,117.82160083546829,58.343437305580416,B,-4.743905112863271,A,E,B,142.01591688845184,C,E,13.835056084558964,E,-49.56832460570927,0
Single,A,-127.40952747849383,-66.75633831998276,-83.82144065744012,60.55200596428705,C,33.787445869830016,D,C,E,110.52998714712095,A,D,50.81718153547396,B,-186.82917494824179,1
Married,D,97.72644000481488,-98.59664148099617,-45.13993645607629,157.34109564392563,B,-138.32257892132148,A,D,A,-56.87700619143882,A,A,38.43370910452721,B,48.43082789951157,0
Married,C,82.5548606188066,48.57693511887202,103.17297433399821,78.16597663736661,A,-4.979271594450642,B,E,A,-14.937708637867967,B,D,-144.83255893185628,E,-114.19353459001911,0
Married,C,32.116145374023944,137.4834087568196,-37.938732317311796,32.538068092780684,B,-78.24912777186775,C,E,B,-28.73867903585625,A,E,-63.80779060024852,C,14.92361449109981,1
Divorced,E,-39.27064656623331,0.7362575205483567,48.02778067133559,31.861052908907013,E,42.46640411047376,A,E,C,-9.123807221459215,A,D,-58.07382589672836,D,-131.77272348788864,1
Married,E,-11.198596795101757,-82.99633035492847,24.942187627351142,107.0031281155493,D,176.88937448613618,B,C,A,52.49073006675783,C,B,107.32928986111132,C,71.28402802809306,1
Single,C,21.125476535428405,-80.9456341835342,70.30568646668655,-75.62297116990973,D,76.29809055551294,A,A,C,80.74492021126449,E,C,107.94465593381008,E,4.933039541489684,0
Divorced,A,52.01151649772275,72.72867946896672,-100.7990193545265,-28.589480425553234,C,-0.40220825282616063,A,E,A,52.8179240363556,A,B,-34.391663376539626,C,33.96269400940897,0
Widowed,E,-15.969319073684831,-72.93382020480298,0.7393603963848426,-31.772111463303492,A,1.652058468044938,E,C,D,65.32927520388405,C,D,48.12722655183675,E,4.3378657141608405,1
Widowed,A,-128.60656060037968,-85.28694915077097,42.07087007266208,39.33957740727709,D,88.25546934878939,C,E,A,-98.31715287967616,A,B,97.40730957230681,A,14.32742156611026,1
Married,C,24.16751829940749,96.11991831428901,12.645249820075882,125.96922960810464,C,-112.9071663684715,E,B,D,156.9575373552577,A,E,138.13895301228754,D,83.14821258458632,1
Divorced,D,-5.87902058359304,82.07392047414727,28.593522701432523,34.00718517448979,E,101.11358779994913,E,B,E,-53.645087712703955,D,C,9.091224927456377,E,-70.70590242975291,1
Married,D,-83.14980495106946,-159.53048135831446,-155.3606848433571,24.278122791938483,B,25.63365131502714,C,B,B,95.37302900710245,C,D,-63.28599709318689,E,-45.55699481681587,1
Widowed,C,-127.02994075541984,56.384865092955316,150.50651551451054,-16.972923124102092,E,12.93608052256775,D,E,B,-154.54870446707974,D,D,-31.07115409854963,B,-4.0436837214528,0
Divorced,D,-24.59005214392137,-121.53957983668666,-243.37964930157062,72.77677853447805,E,162.11356601560337,B,A,E,175.7009581379924,A,D,15.191301079834945,C,72.80569075186862,1
Married,C,-43.22896319873085,-213.41996457220523,-18.06421700367988,193.96942905994516,C,-64.10577231610806,E,A,D,24.605166122485087,D,C,58.19006325863501,C,-49.22061024690419,1
Widowed,C,50.67487799887471,94.37357348859517,-62.431442098063485,-104.46808526228904,D,-36.25846724402189,E,C,B,71.36012608138897,E,A,-19.566447954676114,B,-5.56690350654707,0
Single,E,-67.85591793948524,-6.395226964580744,37.174493859880066,13.362239578792423,C,-186.42520497079227,C,B,C,-173.03741568597673,E,A,-137.30855059560452,D,-243.73731011804702,0
Single,E,158.77565506300124,43.411844988951195,-0.40605759281456594,-57.996394982471344,A,7.7564462675824455,E,B,A,134.5884809465089,E,D,-76.21139371322384,C,116.97534021886975,0
Widowed,C,-144.1834317672808,149.56220124674886,-143.15412435694805,213.59515771823635,C,25.19726618894994,E,A,A,-40.436909199134625,A,B,12.578328261810649,D,-19.020708768750094,0
Single,B,38.047586846638765,-11.95135605142132,4.660411941145644,82.03816908276053,D,151.1542795861311,E,E,B,38.14328312365959,B,E,-24.288179298383866,C,-111.72889371619577,1
Married,E,-198.58593783007152,-36.64122738384357,-34.226400103255216,-8.530626922691546,C,-175.58756855113347,B,D,D,111.61294922862139,B,A,131.421002566959,B,75.00130244269312,0
Widowed,B,68.1808771408524,36.07918939606514,-47.904784307190376,9.828112313718163,E,75.31747476025382,A,A,E,-116.59853958536547,B,E,-104.34371740926265,D,30.4827245491132,0
Married,D,182.92493897082363,113.17379409479717,-46.3013390006508,-196.72204505821531,C,-28.371338965782545,B,E,C,0.24434250891656284,C,A,85.10867205971529,C,29.31642186914909,1
Divorced,A,162.68978188581656,144.99754432435608,7.711681338294092,256.99202947962056,B,-74.04598337414645,A,A,A,-98.58076152581638,E,E,43.97120675280343,B,130.23176834199091,1
Widowed,A,-122.47054107350084,36.73809962484046,-171.21398578413962,237.41495898235385,B,82.09596493452331,B,B,B,48.79675203172284,A,A,-31.933995223959137,C,-155.39568128474858,1
Divorced,E,-83.78154664982186,-60.95169627268323,-102.466890041026,-66.63641222873837,A,139.56393166405073,E,C,D,108.6892554753657,A,C,-78.44341743666978,D,-109.76667257560679,0
Widowed,D,-34.17665406847265,2.975554437555138,-77.60794722765252,-58.28674328609873,E,-52.31242397156333,A,C,A,49.97419962187175,D,E,-38.08635809776927,E,-9.055415999516473,1
Divorced,A,-39.99322281558405,-183.50020718919623,132.48007295325715,50.38404376873511,C,-102.55996966770854,B,D,A,-92.49914373959554,A,B,5.45273466425543,E,105.1959701356723,0
Widowed,C,-78.82956901224884,80.50595229988858,23.52053067924676,-104.68663195221319,B,-49.82155686731713,B,D,D,-32.812787056843796,A,D,9.825881986462122,C,-65.68560032578503,1
Divorced,C,-178.2238433886347,-145.52840963531978,-206.69493697167294,59.661704740319344,E,-243.1709921475209,C,D,A,140.3300684129098,C,B,-109.8094317185913,C,18.992753761773823,0
Single,D,-171.53610153838807,-91.45113838126345,57.93875649273007,26.967942095881792,A,-115.0569068236721,B,E,D,-135.48650891470083,E,D,107.3249307989141,A,146.68626581961425,0
Divorced,E,84.54800516068315,-73.02583854336872,31.08188678911975,146.52673145749466,E,-18.13919039123352,A,A,A,70.89977196387534,B,E,155.4425689038524,D,-249.30976111989668,1
Single,C,135.2226097353632,13.874640621152809,36.827693940451205,19.23316119895718,E,87.42995922378007,B,E,A,-73.72727748767417,C,E,-15.75114962355032,A,-37.99131950810979,0
Divorced,D,110.35267971593017,14.735704830019444,61.69026100299604,40.16748180477543,C,-154.419934538192,A,A,B,-12.828536330591744,D,C,166.94313774078046,C,-141.2829573127723,0
Single,C,1.0686905732863643,39.33073825316079,35.02646572496341,64.2342102822646,E,76.72211443250609,B,B,A,155.9636922932386,A,A,-74.65744732788283,D,-23.35077992225333,1
Divorced,D,-41.40466871442858,209.77634643720128,3.353704734944138,-79.35614572541284,B,-137.46683882092802,E,B,C,40.51062582083017,C,D,26.21663879861524,D,8.714974996386204,0
Widowed,E,73.8617690847323,-52.81793810127085,79.82530872103109,163.65880228856747,E,197.6219857024334,E,C,D,41.844666158122365,E,B,26.904593038667883,E,24.604359751887237,0
Married,B,-19.855728305101124,-13.283353605293073,-28.790468931071967,-108.17346817753608,D,-95.73148037344606,E,A,A,137.47148972214137,C,B,-111.99486779706514,C,-11.478349607391262,1
Married,D,99.54478880839633,-4.157208690226322,-191.20241151072906,3.889845993775942,A,96.75603645180072,D,D,E,-14.600698100268005,B,A,-64.65725283066467,E,-93.86042466963566,1
Single,E,-65.04509775792346,35.25214531032938,70.78656715558324,53.704647695079444,C,61.74297940158988,D,B,D,-65.14684393367453,D,C,-50.77438454869624,D,162.22614838047568,0
Divorced,D,-10.930025853828965,-64.45794704584034,-29.798720177078568,49.72395273006086,C,23.85292778505825,B,D,B,83.84145194633538,E,A,-45.774220925873024,D,-92.21126192039691,1
Single,C,-93.53847627719286,60.92320551933965,132.91827461986603,50.88036529384992,E,-39.11822860454809,E,E,C,43.74902378337643,E,E,-95.0124763053224,B,-107.35067420853927,0
Divorced,A,-58.10041870319927,-142.51334447229564,51.72716602992963,36.10469845112946,E,-91.57191238649544,E,B,C,146.8795935422731,C,D,-100.73662024358963,A,-57.45063214413533,0
Married,C,-85.75413529181806,19.00748812408491,-249.48112652516383,-67.30183745264846,E,-20.845379142050128,D,E,A,-219.60631642714813,E,E,98.25705867938112,D,10.958281810674416,1
Divorced,A,-38.31520960883958,7.334717825710811,-8.292208838910412,-34.9038778709562,B,-24.539683858058282,A,D,E,55.44726673349844,B,B,82.72342558870011,B,36.314686449104606,1
Divorced,A,-16.868858192940987,106.01897156392562,-39.41565656517587,165.8035186650567,B,-180.41302664319116,A,E,C,112.94944355506725,C,D,-48.9562848731564,A,35.65994249633336,1
Married,E,62.09772743542572,-5.527417357209027,20.734313566573924,-58.05954481396579,B,-5.536487387274596,E,B,E,-69.56894005952444,C,C,-18.425180682566598,C,-2.065951951717624,1
Married,A,-99.35247432581387,43.6820819475526,-164.79960610895017,-11.882111020622107,C,72.67698320434222,B,E,E,-287.2747170624399,C,A,2.379240435452682,B,-123.23671183445286,1
Widowed,C,-168.52046825639758,51.57788385889358,-61.30248628395023,11.815048395015982,C,40.2017360522377,E,D,D,-111.11663169772315,B,A,-89.0544974128076,B,-159.2106074769591,0
Widowed,A,29.234033449738973,-74.5704025010567,165.53219704038716,51.410795796264885,B,-19.013754422132333,B,A,B,143.99605592480148,C,C,-74.93531003874612,C,65.31738322244274,1
Widowed,E,33.56081273526647,-118.72718744614907,25.571973820185395,-92.65779824941903,E,43.5079287204068,B,C,C,14.889176659769946,D,D,33.42619839146161,D,146.0764083465568,1
Widowed,C,54.771864969227856,-80.416090223071,2.8702011302583164,48.78019648341424,A,57.94329857368741,A,B,B,79.5877779617803,C,B,-166.8430653347152,B,60.179127754573805,1
Widowed,C,73.93179452117606,-2.609591903179621,93.64268328626574,-197.8819972217942,B,-39.468229035881706,B,B,A,-89.13143206525137,C,A,52.877833019902376,C,54.30426158118865,0
Widowed,C,24.067623717786116,6.6115106815126525,-110.72870945507984,167.29643245322922,C,48.78217909022962,B,D,A,165.35832772588597,A,B,38.42515035688165,D,-51.467540301731404,0
Married,C,76.25658788768995,1.5054881794430879,-128.51277844439255,69.41031780436356,E,-73.95180328499775,C,A,B,-83.8223700703453,D,D,-41.01554057578764,A,44.16094335416047,1
Divorced,E,1.1054910181455178,-141.87888654244298,-59.46323532782638,113.27343858248327,B,80.05706590796008,E,B,D,260.2154593579837,D,E,198.83249279161606,D,45.20747100507571,1
Divorced,A,-151.21444719688645,-29.646234410412365,214.54433354283879,70.5243535890834,B,105.18010657513747,C,A,E,-38.465052474487024,D,C,48.08945809820137,A,-92.82997238409497,1
Single,E,69.4995566969422,-107.23176567729,-94.88115542773643,-115.19629356610625,B,119.3526125549719,B,A,B,-48.72360649167632,E,E,-137.938880422351,C,56.791344697196,0
Married,B,9.30058701747111,22.47663194638744,-238.52169852341217,22.365395961661,E,120.7951948627388,A,E,C,23.523851410265756,D,A,57.86996482153498,A,-113.59596627641675,0
Widowed,A,76.46395132938046,-96.55590934793251,1.4516092911680247,6.893323881071073,A,-199.74162731076143,B,A,B,-90.63528826520798,D,A,-7.929253192746587,D,138.73199571951628,1
Widowed,A,136.8133232211216,-292.1826982021763,-91.28979075810842,15.485449618484564,E,-87.03841609907367,D,C,C,-29.369362729896505,B,A,-7.1559809702604795,E,53.409024490841084,1
Divorced,B,160.23678305499863,65.25066686183325,-6.23267318960367,71.35413014243795,A,-37.77093880463409,C,C,A,-37.01497234046409,C,D,132.23511563724418,B,-41.42822709524817,1
Married,C,-21.89467154562273,-62.51853609705803,-144.00897816680657,3.3421653714448456,A,-53.24189706613686,C,E,C,-52.118985789497565,E,D,180.70151535903338,A,-46.76912624618211,0
Widowed,C,85.38187187586934,9.753858864611006,-3.162253594550034,156.19813902596584,C,56.50109063924258,D,E,A,-57.623847815932606,A,A,-2.309702960683242,D,71.860296284224,1
Single,A,91.77853678014434,153.33398744444804,7.1998949270217345,18.5010246373211,D,4.517194511903598,E,B,D,-79.29708614943496,D,C,148.3305327184654,C,-104.89591868497459,0
Single,E,-115.21865096583117,-63.16900567515917,178.57438853145322,-39.99029863465159,A,174.89941575658915,D,A,D,115.63025619049989,A,E,-26.911660836598237,B,41.007549358765814,0
Married,E,-100.10683010562174,-3.3140436448260093,212.66364557960017,-62.79287563618846,D,127.77841021565375,A,C,E,-71.1780737881101,A,A,-151.33778567623412,A,-148.45628556206725,0
Married,C,90.9969548410132,-83.37879986480806,28.087997268707753,-68.25457195368095,B,49.77945986349148,E,A,C,-90.82613427252011,B,D,102.01775594124831,E,-1.6180621780374498,1
Single,E,75.30451002919274,42.30970334177328,-166.10590843428093,-17.20843791701068,B,256.9679858347864,E,B,D,32.40776676540257,E,B,-19.522124996301578,E,-152.91602487296112,0
Married,B,-92.74892216145697,-140.2004839997307,-68.06509693128852,-1.5221026304937604,C,209.26019124327203,D,B,B,-49.311705812185664,E,A,-44.72208186439369,B,-60.22147444629561,0
Married,C,-159.33199871164564,25.995889751549484,-59.502508782811184,-138.49272343026908,D,-105.19023134902044,A,A,D,55.44561394732808,C,E,-17.736752597543042,B,-95.57057527637531,0
Widowed,C,-55.06062719139373,-97.57717058278112,-49.96267442335699,-54.888918413455535,D,-125.34253076584636,A,D,C,-3.0676181715417012,B,E,83.13725976342464,E,-76.77120051732506,1
Single,D,87.44761933924634,221.67758867780387,40.04223500654984,50.93752065060556,C,-161.80061318810172,A,E,C,100.7466318799122,E,C,12.97603825421242,D,8.116510790430107,0
Widowed,D,-34.65812194031855,-99.30652360891897,-3.298688669164555,-73.25383199897976,A,69.49600185506863,D,E,D,-27.60651474758,B,B,113.30839334302323,C,29.43625973697121,0
Divorced,A,-5.203521508118895,-59.61940983142768,55.44082471417403,206.7896572949934,B,14.622600026329927,E,A,E,42.96250466539161,A,A,-292.18117411383565,E,-5.877431529385819,0
Divorced,A,-26.00479848134201,99.61416999052192,-75.29790849233781,68.33459202248723,E,-31.399234646331582,E,D,E,287.82137318335333,C,E,149.64026289587258,A,-214.12673431010575,1
Divorced,B,126.7903824725307,86.23784871368566,8.37709608489327,280.7342817423041,C,-21.608406393875406,A,A,A,-18.551550332163533,B,A,-21.581215454238144,A,-15.239199395028974,1
Single,E,-49.03005771637288,60.519897949211774,-51.55102009729819,7.020506228290407,B,19.73401505441123,A,D,E,99.91691832962456,C,C,140.7339957899136,D,105.00047758032312,0
Single,B,54.75490495532587,15.589712865230052,15.32921625836407,194.58749627217634,A,-26.44668857735619,A,C,C,-51.58103217018994,B,E,-115.34634778875233,C,145.03086808069295,0
Divorced,C,3.4002751798962345,122.41169540537852,83.84421225498522,85.12895347109796,E,-34.42753714542482,B,A,D,121.4191092584406,A,B,75.15787304027631,D,65.824713226991,1
Single,E,-8.417248630486176,42.79366727640351,-37.51796204396607,-3.3218198051691092,D,-50.535488663696626,D,B,A,-139.31254295945658,C,B,-31.82521627442917,E,83.50135884332192,1
Single,A,136.26776631597977,87.69725166107042,41.10397316179852,-104.68220555509376,E,32.32996176371958,C,C,B,65.16682453744461,D,C,-112.52895175890905,C,-36.56386063589363,0
Widowed,B,-30.679469609008347,-141.53173068184591,172.04892613328448,23.618362827541226,D,51.38996320689346,C,D,B,86.85122524797116,D,B,-99.79672731754562,B,-196.78953766685234,1
Widowed,D,232.63991287346246,74.09201535655447,118.48180180749071,57.750060940357294,C,56.42070190401187,D,C,B,70.59917949741575,D,C,-121.32341836375244,B,35.542364203969846,1
Married,A,15.562463578286485,-64.93793200757092,-93.80957850116441,-2.0287266114965137,B,-113.12294318257887,B,B,B,-23.251775628747176,C,D,5.781216675989202,D,-16.39116837482224,1
Single,C,-152.37166668880815,118.27212452564,-14.789566424266862,-123.71653046379787,A,-98.50568127302424,C,D,D,-18.158045315949707,D,B,-4.024116608062911,A,-46.1690939731236,0
Divorced,A,77.44518938330576,11.72295095257263,2.80886443711166,-4.0919843065761174,E,-39.16796546928495,E,A,D,26.68579314454939,A,E,-86.64013238582365,D,-132.14905502011982,0
Single,D,30.473194066279895,37.67154042076168,-21.809218239191345,246.19304287758283,C,-76.6744429643357,A,A,A,182.6235762306314,E,A,-126.08657104157983,B,-53.796319355510235,0
Single,E,28.216858034371,-30.893424159318762,29.98068820962635,99.72260562708199,C,-13.347266716029138,D,A,D,19.887762620942294,C,D,77.56203218644089,D,-72.77215849010386,0
Divorced,A,-18.937012632764688,-8.665563577723697,-100.00735363503999,120.76869616519745,A,-74.7800108818454,B,A,A,-46.46905848724771,C,D,-161.55017008411292,B,-156.38109801306297,1
Divorced,C,73.72975060573407,135.1921653213755,-130.68786142414922,-51.444806725766725,E,4.144934319871208,A,A,E,40.65713012903991,D,A,-60.57663280177602,D,-10.63956875854991,0
Widowed,D,-202.2154531325278,52.785408552707814,-125.93394833439481,-58.90790784555486,E,-70.77432292986518,C,B,C,48.53296670694803,A,C,0.5528557376433638,A,-55.79379774488258,1
Divorced,E,-11.527606741170102,-132.60978596649963,-90.0923701476374,36.05200329384623,C,-75.64806054695327,E,C,E,-13.201023783394513,C,A,68.68015023448112,C,89.43432177322481,0
Single,E,-19.53313006449249,169.20675136071185,-14.716490388018297,-146.8953108798614,C,-12.483829688732428,D,D,E,111.53643876579346,D,D,-28.184912969735176,B,-27.183062698691025,0
Divorced,A,90.51350243099134,-152.05504615840513,-175.05228079948984,-75.55362474094032,B,102.57582177377608,D,D,B,-73.78097905256503,E,C,-188.24038763352698,A,104.81115714191577,1
Single,B,-54.05644548729368,43.43423647390231,101.69915913844292,100.01626202848202,E,25.075892314208787,C,B,A,101.60923414177007,A,C,-137.10452640610544,E,-42.25206354281307,0
Widowed,A,-78.34966342686003,28.102372693694633,-32.209440667645744,-41.55445887826161,A,66.51648911957803,C,A,B,194.06174121438949,B,A,78.22492139245962,A,-22.39480114651526,1
Married,C,-113.38981358660372,13.222880029243603,-129.89155622960774,-82.74975007804815,A,60.03011454929615,A,B,D,-32.72976533816844,B,B,16.075159037475306,C,248.81216872189373,0
Widowed,D,214.834959355652,-105.34925160766717,-77.6446106792352,-209.6008041869882,B,-142.31147660031093,B,E,A,-255.1682075864787,E,D,168.24357130172183,E,-108.72671484374708,0
Single,D,20.019448910461755,5.962277129752355,29.777758215342892,140.16663028646087,D,10.86014323293686,A,D,E,-86.52606602031021,D,C,-27.566579298902955,E,15.492529376619576,1
Single,A,-43.169409733465656,84.25130090651355,-55.53000727671474,111.92389537189227,B,-26.85897861563594,C,A,B,75.3505936083091,C,E,-8.610667156153792,C,-20.715045955395887,0
Divorced,E,49.716470574340875,-155.3199718993063,-20.251299185370048,17.374984160803685,B,-27.633735298748118,E,D,D,-138.80292589910312,E,C,17.68521973379402,E,-67.36163879214678,1
Married,B,-107.53766789412616,-71.16531911379538,125.85047019746862,-74.56238784203086,C,-63.947667682386545,E,E,A,-63.26992976410632,D,C,103.47312817024634,C,34.558663866684896,0
Married,E,32.99528188336699,-118.69596523846965,5.400223726223349,134.56177288543134,B,136.25927315491222,B,A,A,-13.510291139804675,C,A,-108.36140716329797,E,-29.590067012172693,0
Divorced,E,23.070062264174616,2.279598349224492,71.79909986635641,-1.7140569945891315,C,164.3594661862068,A,E,E,158.87775773954587,E,A,75.81384851799324,C,97.21003944397967,1
Married,C,-54.92135493179472,50.74156909037063,64.14221895717968,-116.0466867597678,E,16.57927259842473,B,D,B,-44.26899969198894,D,D,4.215216376780017,A,58.91179563932442,1
