age,nationality,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
92,India,Bisexual,C,153.41167166485297,-214.59372817757583,E,34.71296668570989,C,C,123.37676187245448,-72.73030395164602,-84.2611304555455,69.24439355606677,D,D,C,D,1
21,US,Heterosexual,A,125.36672583007788,-94.78722726090521,A,88.25670070791102,E,A,-102.59052331143165,-19.456249707271724,-13.398933815250366,61.5983878578062,B,D,C,E,1
95,US,Homosexual,D,-33.73769414041197,12.288916704906281,C,28.582711206679107,A,C,123.48389037097624,-127.44505968973785,156.1090637582348,-121.50619078528675,E,E,B,E,1
47,India,Homosexual,B,-12.96454698828858,-136.86986963290528,D,-199.78197671345782,E,B,-45.18762933139463,-51.13705554079048,-85.59688585658776,74.10290579490423,A,C,D,A,1
53,UK,Homosexual,A,158.94490802096757,115.27715653913585,B,-88.93586791889109,A,D,50.79745164958236,-81.4088450049971,-10.831530821011889,92.86558342167176,A,D,A,D,1
28,UK,Other,A,-37.46602396355399,69.83769620475887,C,-59.99589532653913,A,B,60.904331659316725,-82.22475691665139,1.1117454461761216,4.565479686199828,D,D,D,A,0
27,Mexico,Heterosexual,B,-121.46876239617237,-17.783070786706716,D,-72.77989955830013,A,B,-82.15019031748649,95.59115530370367,100.76882661147879,-146.33994361323582,A,E,B,C,0
30,Mexico,Heterosexual,A,99.8295258065001,-121.18021615449646,E,-45.293807706884905,A,D,-56.92286126526712,-116.01046867181182,-12.372754062018997,-156.03312050991067,E,E,D,D,0
39,Mexico,Bisexual,D,-85.24060811584452,-42.33339569212832,D,62.75508408788455,D,E,-64.17617240501468,36.978396929078116,129.82867107247299,-23.73777067684866,C,B,A,D,1
33,US,Other,E,153.7516018461577,-45.525751328862825,B,-54.88524742682257,B,E,-3.4095916728414166,-2.5365101326013115,-73.41465248250094,-35.461961000185404,B,C,A,D,1
18,Brazil,Other,B,-58.77772693341568,-11.957743725678224,D,119.21653034097818,B,D,111.27622274850502,62.62698604054413,-219.2012753757628,139.70734863457545,E,C,A,A,0
28,India,Other,B,127.45198812050708,11.987035616631271,A,246.464087115961,B,B,-162.45535952646358,7.1055073433053035,-172.27949930372327,-137.8433081457769,B,A,E,C,1
38,Mexico,Homosexual,E,-98.17827954754726,39.51233539325759,B,-78.55086416814278,B,E,43.99353033899248,-39.38163606018261,9.508867933635184,-43.16199278064545,B,A,A,D,1
89,Mexico,Heterosexual,A,-69.27040473174574,6.619672890125725,A,125.01335463834344,A,B,-64.9700953669375,94.9684939703189,40.22846235297075,-0.8149310643778022,B,C,D,D,0
64,Brazil,Heterosexual,E,27.287392676306048,-209.21337581782188,D,-19.460135898484747,E,D,106.66032451290693,152.6126039050967,-42.948961210471424,-24.778541653912505,A,E,E,C,1
76,Brazil,Other,C,20.902196962675962,142.6823140644369,A,-68.84083650831745,A,B,56.12101501606864,17.870393089095465,-93.87543825125235,46.39888089170085,E,A,A,E,0
91,Germany,Bisexual,D,-212.68453835903713,72.55647210710168,B,-5.013619764020447,E,B,-55.50106486147364,77.97665880402599,-131.39430996553162,11.614671873668552,E,E,E,B,0
87,India,Other,B,-146.0345510241641,154.89028719413952,E,4.213696668265215,C,B,-237.11095165845313,-150.22109451926582,-2.0590115558802333,-53.18183396575208,E,E,C,D,0
70,Germany,Bisexual,E,-76.53849483217597,-64.6987580944816,D,59.4799063102115,C,B,115.76594166774832,77.26835971635072,36.08186816585281,-42.71244189882915,A,E,B,A,1
20,Germany,Other,E,-4.103416171981229,171.7380317622827,B,175.09218465010537,D,C,-89.3674119471361,113.74616230290546,72.65061748005068,-65.21055927528491,A,A,C,B,0
24,India,Other,D,160.6208291740053,48.687063767868935,A,42.46845205887727,C,B,-92.27645447472966,156.42164987944236,168.22407901917433,-94.48884003071424,C,A,E,D,0
73,Mexico,Bisexual,E,17.436855969576783,-132.3178186627859,D,-24.981858176782268,B,B,-80.77612347590788,23.927628342431426,-89.15743141187222,-23.849426737585336,B,A,E,B,1
36,US,Other,E,82.8634673898554,35.5947312035258,A,157.8564843675466,A,B,86.71991410548662,106.23734282904486,54.61865901697027,-35.69932010811127,A,D,B,C,0
59,Mexico,Bisexual,D,-124.70959191003624,-53.266022537037415,E,-13.953904232493747,E,C,5.204420865673725,50.664343833004764,-24.289266253763337,244.09981560247925,B,C,D,E,1
85,US,Other,C,48.973028546212625,-29.23012238266186,D,113.2872895255621,B,A,-126.80380198170234,-64.63123161108567,35.18384335741645,89.96132949896042,D,E,A,B,1
68,US,Homosexual,A,-36.56110325402289,77.4182964375033,B,314.7009733976968,A,A,-66.19413649653602,-37.428112734980466,-85.60097647500304,-122.386513223893,E,B,A,B,0
55,Mexico,Heterosexual,B,-105.1371278034919,-24.495483278261442,B,-32.627517407627124,A,B,28.39500602788207,-21.32919168343524,-55.372905616701,-82.70544711745043,A,B,D,A,0
79,US,Bisexual,D,25.37523456146343,121.80737651265079,E,-4.161430609330155,B,B,-104.74716308557437,39.80917990145995,-13.35974482948278,147.3304956013398,E,D,D,C,0
87,Germany,Heterosexual,A,18.05498857369757,-28.635063114795805,E,15.357710938932529,C,D,-38.170032256740896,-60.538302965007006,96.9912155526194,147.1958133826488,B,B,A,C,1
64,Brazil,Heterosexual,A,123.25772368938424,-163.74675588653702,B,2.1707755475926436,D,C,127.52901072131245,106.42530673714852,-76.59106281112568,139.62633678201414,D,B,B,C,0
19,Other,Bisexual,B,26.01210250905583,62.404016762729206,A,162.59927395645727,B,D,50.05234867609993,66.37337106759257,-154.23195437618887,-10.911946605883738,A,E,B,A,1
37,UK,Other,A,46.67852300460058,-127.84222635349045,A,163.3225856118898,B,A,-29.00414997282053,-1.4987386357189016,-67.6587997510668,-18.79942013543158,D,E,B,E,0
30,Germany,Heterosexual,D,149.22682929655323,7.202407331406391,B,-74.96505844188852,D,C,-103.94745712018015,58.661862642313835,-42.986194313696416,19.229071866977517,E,D,C,B,0
36,China,Other,E,78.70637459532698,-150.1562510774832,B,25.57884494167844,A,A,-53.4597777035452,86.73771919354162,74.80847130580635,-4.331401924432211,E,A,D,C,0
31,China,Other,C,-191.12860336921284,24.236681988229144,D,113.09605271383967,B,E,54.11767403190522,-69.73602565190494,-127.99755535439208,103.04953642937858,E,E,B,C,0
22,Other,Homosexual,B,25.408610541801842,-69.49465220338993,E,85.41298909725133,B,D,-3.0484913553440167,137.0527332337032,57.11187094379871,75.93046932302889,A,A,E,C,1
39,UK,Other,A,43.130701670534414,23.02150721384089,E,-65.08439586169531,C,D,70.86647308823527,-92.12028902884275,-129.8267139266766,-9.24653637730269,E,E,C,D,0
93,UK,Bisexual,C,51.49675567759419,-104.25810632753524,C,-44.92643459995423,D,C,69.88794365572019,36.39438852322509,-190.81152460994502,-62.04768897501993,B,E,C,B,1
98,Brazil,Homosexual,E,-9.749079749541037,234.2614183168335,C,90.94745449967768,B,D,149.93065041221917,-39.10784430051312,-172.74060288905005,-95.105665133857,E,A,B,D,1
71,Other,Bisexual,B,19.78768474702459,50.16082991022191,E,215.5333540687747,A,B,-206.14877133563962,0.0885813194140532,109.39854488018422,80.6927816444905,C,B,B,C,1
80,Mexico,Heterosexual,C,-48.552075702447404,-41.83395787943102,E,-116.3676626615467,E,A,112.11366956685667,-66.53007693025998,-29.932560717684265,107.6203140981943,C,D,D,C,0
49,China,Heterosexual,D,-12.14302207145706,-127.93368188040277,A,27.372186761216362,E,A,-115.34133310367633,-30.45465134362023,144.71059818008345,-81.91256657645215,B,E,D,B,0
64,UK,Homosexual,A,-39.25110278461108,-17.36649525844464,C,2.6652505624875213,D,B,-50.073253816607696,-84.21424082552709,99.48593461308496,26.72503313839048,C,E,E,E,1
48,UK,Heterosexual,E,-111.4009640914321,-9.849355395725615,D,77.89198357241143,A,C,163.47259488894622,45.605214162002284,-121.55311250728633,29.834972604192327,A,A,A,C,0
45,UK,Bisexual,E,-148.39000889438168,-87.73778839226713,B,94.97494135626584,A,E,-6.720996865414838,66.28626951468617,63.82654117468442,11.501501749459294,B,B,E,B,1
26,China,Bisexual,D,148.40244362978422,-38.61632724779858,E,-156.52409823511724,D,E,-36.078192969070244,-87.06504908781234,-38.092884600206425,28.2194522148569,A,C,C,C,1
33,China,Homosexual,D,200.5963957638636,15.202561241996746,B,-47.50747617956575,A,D,-75.77942464788482,116.83637012017233,60.08177845332572,23.584069359901193,B,C,A,C,0
67,China,Bisexual,B,-130.14251185039643,-67.8244865874808,B,90.94713678823945,E,A,64.29575907403627,6.668637467530983,244.45052187142576,28.888378885824515,A,C,A,A,0
23,UK,Other,A,79.95102803061529,-35.04181215351424,D,128.112375184847,A,A,1.9539779489219236,-26.319773405675978,-58.20793697100277,100.84984259276428,A,E,D,D,1
54,Mexico,Bisexual,E,-124.38042955200062,33.064197206150716,D,-63.353375471351924,D,D,-84.51295580949791,37.783192427060314,-16.257506378151962,42.85577665467192,E,D,D,C,1
21,UK,Bisexual,C,59.64423294529172,-17.545133050014954,E,4.085826042825602,A,E,-133.2664351243289,55.620618593339266,99.14230159635629,-41.46540496240108,B,C,C,C,0
95,US,Heterosexual,D,-17.980785375109416,-62.91580887831638,E,-95.9803163608281,A,A,-112.59061911706894,180.73916203580887,-76.04916921896397,14.523701873990225,D,E,B,B,1
98,Brazil,Homosexual,D,-178.2519671982673,136.44667095417816,E,-38.35692655598397,A,C,110.52450362556499,-75.41924979388678,-113.91901023669699,14.08597619743642,C,B,A,E,0
66,UK,Bisexual,C,93.62638856143957,209.1123164948534,C,52.40076131477633,A,A,-107.4002368648721,-3.2670289593904873,-92.62054497085916,14.00498861795059,A,A,B,A,1
82,Brazil,Heterosexual,C,-46.51176089815272,-133.0750559291603,A,90.80221247087486,C,A,8.94566603078442,59.61672169138069,-84.62300042103514,192.00617715234773,D,C,A,E,0
18,Mexico,Heterosexual,E,69.61571236702999,-60.33210059606986,A,-175.02416783888856,B,D,87.450007010274,85.4639126584472,49.266247182838455,87.39463079989648,B,D,E,A,0
81,Germany,Heterosexual,D,-23.29306079617756,-184.57018392718382,E,125.96917656105802,B,E,152.90478869871023,-183.29135243339235,68.76419390662886,10.61704688671666,A,C,C,E,1
64,Germany,Homosexual,E,22.023755318825565,67.78814238379094,E,57.25471874288327,E,D,-16.88776471529345,-71.33567745853013,223.6920915019196,-27.92504425128434,A,A,E,C,1
36,US,Heterosexual,E,8.204903647605231,78.02692540332933,D,-78.66405497200259,A,C,110.80710019288982,55.37817635195812,25.495330956807415,46.87200870909782,A,D,B,B,0
49,Brazil,Homosexual,A,63.57181655589306,112.2001124656008,C,-133.13031444839243,A,C,42.02734586657274,177.98798241919306,102.30316481564104,-220.46326257983876,D,A,D,B,1
63,Mexico,Heterosexual,D,-140.86056060201196,208.78068613462366,E,-25.344158172894392,E,C,-42.21638601864804,199.28974830365158,-161.32493944864083,-55.512433286331856,D,C,E,E,0
65,Germany,Bisexual,D,2.098517275350659,-128.05594936355254,B,24.36176915575606,D,C,-5.524782816763388,-28.529694247311184,78.09142075285077,-11.397676935435243,D,A,D,D,1
24,Mexico,Heterosexual,B,11.150685673424366,-151.0247797349341,A,-127.04503617614581,B,B,63.8911253479491,-133.81294722496855,63.29737128585307,-72.37673215908066,C,D,D,E,0
50,Brazil,Bisexual,B,71.40323635293382,19.964639376145605,B,21.24187902960013,C,B,23.361081093601605,70.7469604276476,-125.57492000725252,33.76843996864213,C,A,D,C,0
38,US,Homosexual,B,-52.38433923152228,15.055900852697137,D,122.89756926571323,E,C,-255.43766099159376,154.86301401417882,-34.97882584222799,-132.5994500852398,E,C,C,D,0
49,US,Bisexual,D,-160.97618277892536,-43.2846876831069,E,168.96858451735073,A,E,81.12674655949984,108.77361079397458,103.84969805276482,203.37210877996256,A,E,B,C,1
19,Germany,Other,C,213.37229826946088,-7.9769563777072445,B,22.50761878826276,E,A,-202.795026344584,142.2042357462133,-78.3688077574369,-64.61426600240657,A,A,A,D,1
32,Mexico,Other,A,-189.65692022859503,-95.62751461784667,D,244.44742930261344,C,D,95.18267466800685,-3.7450143795104687,43.38304944517278,-70.767061929362,A,E,A,E,1
57,UK,Other,C,-59.036185431055664,-32.36078221643243,D,120.75243619890045,B,D,109.3687300828585,-99.6131278798778,165.08903608029226,83.37422072570027,D,A,A,D,1
45,UK,Homosexual,E,-253.11030900521004,-62.71696048217855,E,168.0615640147223,B,E,96.24663606386072,-127.09682611330251,43.902839416906474,34.066332594952094,C,C,D,D,0
87,US,Other,E,-77.3900245421305,-23.336599536126577,C,-46.87361692321762,A,D,-5.853309642694138,173.38414974665653,5.9639221178191235,-30.96309923986191,C,C,C,E,0
72,China,Homosexual,B,80.36081043328491,43.65079817742724,E,-22.80594249350321,D,E,-1.738905239349189,149.26557698899776,120.71911196502884,-86.20653606155075,B,B,A,E,0
65,China,Bisexual,A,74.93078485575657,-205.9070992383949,C,-97.3262724529937,C,A,64.55166312832263,-33.79268128012756,74.08763790906988,-158.67822385677286,C,B,B,E,0
87,Brazil,Heterosexual,E,-94.53722448368787,-102.836694971201,A,55.31033747455596,A,B,-18.657977370015157,-50.73815676089322,-139.348663900337,128.6860085459827,E,B,B,A,0
34,US,Homosexual,C,25.12938395912664,5.064059008864275,A,94.68145826577046,B,E,-147.6867220475556,80.2951343882832,-129.95650048069493,-53.2182254831705,B,C,E,A,1
18,US,Other,D,-23.131222444101713,-110.03260992919719,D,-143.2006754809274,A,C,38.38935071794103,-14.768288388145532,110.65277939899838,-113.53047883727132,D,C,A,C,1
51,China,Other,B,-59.92727729718774,-110.15674266273525,B,-7.382684005207476,D,A,4.112854896717771,59.93694843950098,152.91088064961852,-21.38281385184986,A,C,E,A,1
20,India,Homosexual,E,26.52991630296983,4.688870844099453,C,154.86855858264818,D,A,32.7845375769741,107.96790587912575,18.406456872727897,-27.282382624059366,E,D,A,D,0
87,China,Other,D,65.13918941908987,13.227749748933942,C,116.75127556516887,C,A,11.858168019058029,135.55636532096628,-112.51398075569479,233.10661624451953,A,E,C,C,1
46,UK,Heterosexual,B,-30.668610424783076,41.99459488378949,B,2.3017143813173284,D,D,128.03008891647306,-49.80525803880854,-12.278471885905445,49.60161578109619,C,E,A,B,1
18,Germany,Other,A,105.04119722541026,112.96597514376833,D,-153.0579952091386,B,A,-144.65081313763648,238.1088695600881,-107.21853660915978,-6.774684454623083,D,C,C,B,0
94,Mexico,Bisexual,A,-42.09375967887126,-61.920488873265164,C,178.0243350586675,D,A,-32.985866219716115,112.21078131033964,-54.1775409511916,-1.7555436906958737,D,A,D,A,1
59,Other,Other,A,-61.80719351006191,-61.258499609336184,B,43.65582040326246,E,E,102.90523893086308,169.3406357608309,-92.98104828769323,-48.88972515902541,C,A,B,C,1
97,China,Bisexual,D,75.40481522264889,-108.36381606992941,D,21.47984227859695,D,E,70.98542560513287,115.37138861283402,-147.76308764139225,-81.46113728943612,B,A,A,C,1
62,UK,Other,D,115.93423084876764,153.61113491872894,D,6.531923228819971,C,A,-37.25275169990114,124.84770144264053,-84.01446828132092,-47.25268567515917,D,D,D,C,0
90,Mexico,Bisexual,B,-51.1634154790145,-16.401066229060778,A,125.86082941189683,D,C,11.342775526238382,-33.01013726669109,96.81479419698078,76.823474360817,B,A,E,A,1
62,China,Heterosexual,D,-51.025494629091575,-96.12254239902926,E,22.066128573302247,B,C,-5.702072012584501,228.9434464794998,-117.56842729904655,222.82087132849625,C,C,C,D,0
67,Other,Heterosexual,C,-55.25209285312832,55.53769104492103,D,-69.67004653346014,E,B,156.78459516343827,-70.31862190536822,70.18108849243285,7.218876452361875,C,C,C,C,0
33,Germany,Other,E,-43.902814186098915,32.27705488698484,A,-54.341068576036335,C,C,-229.88661289905602,-47.2269638591921,-61.392828283066066,-8.927980278358238,B,A,E,B,0
81,Brazil,Heterosexual,C,-8.946739870284175,-143.25647676471837,C,4.280181344611173,D,A,93.87091518280957,80.12505007370623,111.39315916831202,92.4115027400949,E,A,C,A,0
78,Mexico,Bisexual,B,8.47385973026886,24.54367028177626,A,107.9479286355961,D,E,58.49693433367741,-68.67997182002013,-21.056039287943648,-62.34176423348313,C,C,E,E,0
85,US,Heterosexual,A,-73.66062685009281,93.97984611522105,E,-23.275987543112915,E,E,-116.46605171133734,78.37838530811817,39.13701360098068,50.431738141962825,C,C,A,A,1
26,India,Homosexual,A,-117.86285714197552,80.50323865580083,E,-37.70701435389053,C,B,62.39331460391384,-169.23529640543035,88.61547158594126,-88.34247187238289,D,B,D,C,0
80,India,Homosexual,C,79.23286377002572,176.88559950658737,D,-16.937420045425498,C,D,-114.91778112433788,106.47454219610486,132.93165462700418,42.18617195048772,D,D,D,C,1
55,Germany,Bisexual,C,-53.76153634778142,-14.027512578718978,C,-9.783330022217962,A,D,263.2598665826906,31.99674662404402,4.555798132102617,66.49115992216636,D,E,A,C,0
52,Brazil,Bisexual,D,-114.12870043236552,10.299568717862467,D,45.26140387526374,E,B,-68.85068407222491,-114.95997484941671,179.71819389065408,-92.30184918719992,C,E,D,D,0
66,Other,Other,B,54.5927301395734,125.90926825694481,B,56.518457709806526,D,D,-259.1855531771189,98.00793264635874,-278.4454801863623,47.67663332770945,A,B,C,A,1
79,US,Homosexual,C,-150.50439623878196,63.2022595371278,E,3.4112461310404534,B,C,-117.50955804011227,88.16171298919724,45.38453594916885,-119.47954202377025,E,E,E,E,0
31,US,Bisexual,E,47.50625964364034,58.751540311561776,D,-85.38272506012883,D,C,48.20288523226859,-9.708192893013571,77.99142139210551,-86.19391480505479,A,D,E,D,0
48,Brazil,Other,C,-62.96655143324901,185.5243980681752,C,74.42553191588107,B,A,63.959425422311355,-19.907125354695268,-32.85581471546911,192.7933267653162,C,B,A,E,0
82,Other,Heterosexual,B,-120.93563854890937,60.13995688845761,A,-70.62424978951361,B,C,129.09526194690594,-33.75173936509579,55.86660031898152,34.00828072410438,E,E,B,A,0
91,Other,Heterosexual,C,-49.03176265060036,-126.82625513018692,D,-45.38552873567287,C,A,-66.24376993275544,-39.66990674135136,-0.3402703837527079,112.94815796240223,E,D,D,E,0
22,US,Other,C,38.35568056620664,-99.67041284853806,B,-60.25723057969037,A,B,-145.16361182409364,-61.6933414345039,8.950006760346323,198.61360212118396,B,E,E,D,1
79,US,Homosexual,E,-31.99670442255838,68.7512813974244,C,66.00304588615388,A,D,13.899955595928532,-27.33112290074261,26.6112474315099,187.3581154772955,B,A,A,E,1
51,UK,Homosexual,C,10.490525567400983,99.59188585309876,E,30.88723196128732,E,B,132.509104276291,-48.31641018844947,-77.07160228990996,-60.40947934656786,B,B,C,C,1
49,Mexico,Heterosexual,E,82.42430232197366,94.6728484863326,B,177.15245503111962,A,D,57.063545582312656,58.33408599000277,-104.81408026283859,-9.55705309437571,B,B,D,A,1
31,US,Bisexual,A,-29.41316366394897,296.81018664886636,A,74.97903851467842,D,B,34.61931326899036,-191.7522658312676,118.91805200570025,155.3502096115404,B,E,B,B,1
46,China,Heterosexual,D,-100.10404916789646,-56.362491189389054,E,-42.7329292512499,A,E,-95.07401031454437,11.153854304668473,84.71722113292785,12.359274265439705,D,B,D,B,0
