Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
31,E,A,E,-189.1646276739685,A,-17.9902904757042,C,19.93914969456425,-40.207019024770815,C,-113.73762253554582,0
31,A,A,B,-76.55063086977594,E,-120.40012071731788,A,-108.06012346611642,37.69635403278819,C,-52.90101902512798,1
79,E,D,B,52.61668744840284,A,-148.62137484688554,B,52.48146053263648,23.397632713384667,A,2.1738103540475744,1
38,B,D,D,-120.59012747503799,A,-20.89548458538172,D,-31.317030138073008,-71.44842041849707,A,182.61895608837685,0
70,A,C,E,-97.59171956037223,C,-109.12710292060426,A,82.38536696586264,2.295847930786636,A,-84.97889108999964,1
55,A,C,E,-82.01376927730288,A,80.39788358278993,C,-40.06219753287721,187.63277150536163,C,-74.19587675507874,1
75,A,C,D,90.87604455108334,B,168.77295454672083,D,-34.87617729030098,-13.745823203070898,B,79.92656274254563,0
80,A,E,E,119.49248875029626,B,16.103043048343192,D,-42.839911428552,181.41461900723007,D,125.53189913730118,0
70,B,C,B,51.4771855709266,A,-102.32565165999816,E,11.450732344070618,-6.465302753273698,C,-39.5615363802289,0
72,D,B,C,-74.09905070554805,E,107.65929033216983,E,-98.4028601707312,-43.43844318520191,C,5.529710227623936,0
72,B,D,A,97.47466003342329,B,-78.90929721999058,B,87.57865157030574,-204.237255187339,A,7.115241308928061,0
92,D,B,E,12.291488345713017,A,156.74174992317418,A,22.097727660172577,-108.5429620814345,C,138.26599810558108,1
72,E,A,D,10.366334237207221,B,-98.87848938474536,E,162.93816437067088,110.69752769998348,E,90.21300999000093,0
21,E,E,E,-28.402953917075468,B,139.8961768496543,C,-12.778912085094293,48.90462843159538,A,195.0335748126911,1
41,E,A,C,-132.71395227475057,C,-184.20347516197907,D,57.76811987033293,-20.276996153441033,C,283.39747313977443,1
45,B,A,B,-148.71520430534653,E,180.08032820065117,A,-69.90244365892352,-21.718991763782746,E,-168.274850916726,1
41,D,C,C,50.81812581921351,E,68.52812589005521,C,-2.0990668279300975,-116.87637137140221,D,-151.83306136773524,1
52,A,D,A,-4.7082371979176445,E,99.47275039366902,C,-133.33291474552925,-24.139888456382007,D,-180.95457066289342,0
79,E,E,C,72.94184000943883,D,-3.0902727139257493,C,50.72371686398544,162.18217798903956,E,-47.90045854495691,0
84,A,E,D,186.02955035827543,A,-8.082362266408904,D,16.814030224146855,-18.571949912507876,D,114.56134369942473,1
84,C,E,C,112.17542951483198,C,154.2086970944201,D,68.88735096140441,71.15917514199508,E,-107.04243985320335,1
27,D,B,D,63.17657331656573,D,-38.565232556069866,D,-37.63056103683651,7.319624830338711,E,50.157783206317944,1
54,B,B,C,-139.622660127692,E,-79.95422171421069,C,60.47190719802271,101.46172503230486,D,-59.535729306871175,1
58,E,D,D,-81.51612157189294,D,-124.3545222386111,A,-89.83116036555609,-66.03817757927739,D,-47.69529910550188,0
49,C,D,C,11.837544366778001,A,17.38626867259161,C,46.26260747883536,32.45298093175462,B,91.4239257326641,0
47,E,D,C,-47.73130909490983,E,69.85834154201214,B,-23.33391982212992,223.06536805926575,C,-142.4660320355337,1
34,C,A,C,61.40869985925498,C,133.52846184605957,C,-24.618398140076277,54.32069718601321,E,-208.2683361911113,1
55,D,C,B,-190.10805352217713,A,48.680367266393915,D,-14.459745018791596,27.347833844564047,C,-29.240178387315467,0
70,E,E,A,103.7162250382817,E,53.43459367741138,A,-1.9224913733549132,110.72113983113154,A,-76.80488232709865,1
61,D,C,A,109.9508752072383,B,119.10265267835281,A,6.299558974713601,85.12114581539461,A,18.668466534959645,1
22,D,E,C,36.48281931835824,A,63.62170448139781,A,138.1764887263917,-78.16969813396359,C,64.47108324447758,1
96,D,B,C,129.80085152485125,B,15.407937053701772,E,39.47801697825496,-63.23052932942167,D,-1.3197001438958607,1
39,A,C,D,-32.83073850820919,B,-215.51610295597757,C,45.38553634949202,-6.717189109447558,D,41.1958016980268,1
90,A,B,B,165.05655211023762,B,24.183101218051217,E,235.97603096244134,-33.248429643942906,D,-63.19461292973737,1
27,D,A,C,17.825343390907605,E,83.09963280003873,C,-115.2160793477586,63.58376905542586,C,62.587360458336775,0
68,D,E,A,-35.74281053459387,E,115.74535693821684,A,-56.34707005095078,-88.18401948663737,B,-176.2837518201208,0
21,D,A,E,-194.68057296432707,A,-180.12612079516947,D,134.6711898788041,-6.930647939952987,C,83.45639711639143,1
52,A,D,B,-134.22102402068194,D,35.91605012366757,B,16.152241716736327,-58.469954035051245,C,10.837034048562428,1
83,E,B,E,38.56789437732767,D,-40.91326658698248,E,15.26710281474858,-139.78926774995233,E,-47.483657404977805,0
61,B,C,A,63.69836132771594,C,8.572619939797105,E,-44.60797138531754,84.75877887546275,C,9.254217450499128,1
49,D,A,B,156.20199266703895,A,-42.27003319123305,E,15.551082049396573,98.25555088173765,A,-84.13903647508327,0
97,C,C,D,4.645909340147001,C,-35.76136204112363,A,2.9923414724560122,-129.78134716489197,A,18.376227344910728,0
98,E,A,E,74.36157780222982,D,84.3883945276973,D,-11.774555078160024,185.39358106229645,A,-13.91389807619277,0
51,D,C,C,-63.14104059574155,B,-115.21348962019513,A,-165.49866758134107,-28.35174088746118,E,-119.05581933708407,0
90,E,C,D,7.045308884608034,D,118.48252319614147,C,-9.171612354619267,141.10272403557028,D,-7.103827269159176,1
85,C,A,D,-89.41730919355668,A,-110.09334071672916,D,-88.00760174632222,-24.04292403024707,B,66.12269070099795,1
36,C,C,A,117.16823330625563,A,129.7915437861067,B,22.495179177871886,27.392678106153067,B,-8.665210441993464,0
31,D,C,D,92.00973445760738,C,118.6481676913447,A,-42.5857048719841,21.7483860907099,B,20.765091295795777,1
93,D,D,B,38.68998736979122,A,4.681558127330742,C,54.77745220306489,-183.32402888338376,A,120.78652625542676,1
31,D,D,D,-61.89117450125288,D,-20.588748938827116,C,92.31067470409778,-18.904221426817745,C,13.793295357193768,1
36,C,E,C,-80.48311166408774,A,88.81944402730224,D,-100.96510109293804,17.57465865372639,B,-13.040535890927096,1
40,A,D,B,36.376729957291076,E,189.34009852318232,B,7.33284144987219,79.62799508951079,A,17.15552609396608,1
47,B,C,E,41.16059273374505,D,51.06411451338169,B,34.444947266898325,100.98086735715164,E,-34.82759985727913,0
74,A,B,B,-227.41985156241844,B,16.733280426549086,C,0.014704191211802536,-15.961874423273265,A,58.40263894229377,1
40,A,C,B,-120.95922008922511,E,35.65155865331934,E,-0.27071344179820545,-36.89926363641139,E,104.55911258378288,0
63,B,A,A,-184.70498557482873,C,-141.03961694900815,E,63.41062804719214,-61.71956590080983,B,-109.8385878190888,0
24,A,A,C,93.94797853542428,E,-102.31918067389189,D,164.41927973822922,52.06192777983597,A,162.6502072848387,1
61,B,B,A,64.06374516007511,E,-28.320920901183438,D,-38.340097051732926,72.20109023321842,E,95.9294092229351,1
32,B,C,B,-25.254426075149617,B,-9.383947259814729,B,-5.177000172931374,-75.55446426774026,E,86.40267194740099,1
52,B,E,D,-229.20661813238766,B,15.150191374321045,E,252.7958931322178,-48.09316339444292,B,115.17516323351738,1
26,E,B,D,-41.046231132874304,D,-24.226276151410016,D,-5.406674482329393,50.97450886128082,D,-54.43136100382044,1
32,C,B,E,74.07387200341049,C,7.549277802763645,B,110.12281709737657,-88.92685419617847,A,-141.75736434766546,1
95,C,A,B,157.56331013085202,A,11.197192340086925,A,-5.107804666112745,19.415646313687255,B,-12.666951751302413,1
61,C,E,A,-200.4732017433322,D,57.90698416470773,A,-7.580685379488236,-165.19008186742624,E,-19.032565218894167,0
89,C,A,C,266.03081169744456,A,34.016452992916335,D,28.62058482031939,-14.084819973211149,C,54.57091276018923,1
40,E,B,D,60.38124460848626,A,58.57191717558345,A,-174.0743227617648,-22.74112823250005,B,-53.63026670998015,1
70,E,E,D,67.75712933663617,B,-206.491294785217,B,64.98796808714057,8.059845913716009,B,-20.609918104376078,0
57,D,D,A,-168.50664451906837,A,-45.16724783926663,A,-48.130340980424926,-111.24016636668269,D,-102.54217762024538,0
80,C,C,A,140.47229522212285,B,56.69223201425921,D,-220.61313493105638,52.69840472272068,E,-121.22730092591951,1
89,C,E,D,151.11161993893762,E,220.48690100567745,C,-17.438730072402514,34.971375153027694,C,-192.89148898690567,0
19,E,D,A,-280.13148651787566,B,17.897211171224573,B,47.80600920678012,-136.2336466231343,D,-9.222956770840728,1
58,C,D,A,6.723508456187662,E,147.14424116540778,B,-92.20345305092191,-115.20220892048007,E,165.90765046927544,1
76,C,C,E,-25.761060146998293,E,29.764452884788987,C,7.38904439422468,50.099335969597036,E,125.69712616593867,1
67,C,E,B,63.218162017149226,B,-41.11189070770355,C,-0.9954416819126076,-35.10064482755594,A,67.27978103914026,0
18,B,B,D,-73.98782269133666,C,-48.78855470608895,A,-75.48136355567797,68.55898586487145,D,127.17066176157039,0
68,B,B,D,23.816477259012316,B,114.19908660295634,E,14.148607835396568,42.27932561380637,C,-117.496487325532,1
25,B,C,E,-19.731155400071803,C,12.680034234082072,C,112.03515206176411,6.572002708802661,D,-133.20091484297993,1
18,D,E,C,-79.36459769004907,C,-125.42037615068631,B,-31.08904759598165,138.01555455720003,E,75.10414136711569,1
45,C,B,D,-54.961954850648176,D,-151.51156300510968,E,-80.16479854351385,-34.0636509125473,A,-130.64712484754787,1
46,A,D,E,18.41016432968695,D,31.17398428372865,D,18.26938309707491,37.968094924453446,B,22.672149548159076,1
18,B,E,B,66.33978082134621,A,-20.516620351969806,E,105.8804865501916,-101.7242451338095,E,154.40114548810382,1
99,D,E,B,67.96673258066514,B,-102.24409776662009,D,98.40628564777647,88.59426111184298,D,52.39385339530656,0
60,A,A,D,-210.0774802026878,C,-144.0692530475836,B,184.74956412564524,-103.14657236610702,C,9.346195032683061,1
39,B,C,C,-119.46814453029066,D,-0.76361273868059,E,-30.887607301192343,-58.698743901309705,D,-187.81636170706022,0
32,B,C,A,26.145107547909873,A,-68.35313311602589,D,53.67583652766611,-60.52428214606051,D,-61.7008408833421,1
36,A,E,B,108.96241215187976,D,55.370128868612746,C,-7.231848612239021,-155.1761039048403,B,36.341374282351445,0
18,E,B,B,-147.10916986507016,A,-8.582350534402348,D,46.01180107403297,94.46609040769023,E,-31.266820937891914,0
60,D,C,E,27.406022080080227,E,129.6039094708301,E,-60.158496167144136,34.50474798250965,B,-68.82704574743708,0
62,D,E,B,-51.42302505607211,A,88.54477325517797,E,176.62901084118138,-72.20478920135447,D,-48.808843910906255,0
83,E,D,E,-149.77418224465814,B,-116.54600689734028,C,70.25774806022287,-219.7173537042656,C,-96.43956088632699,0
47,B,A,A,-80.42847891778874,A,-94.50552519026905,C,14.31011912868251,98.2695137070918,B,-127.57513743181002,1
73,E,E,E,23.330605673627883,E,95.44433484889508,A,-27.39287966706076,-44.35637553782872,C,-111.59681296018896,1
38,D,C,A,126.01716755416344,A,-42.80538861605748,D,-44.87506380892767,116.08173401415173,E,34.603977819533064,0
52,E,B,B,28.765033768435444,D,25.82502163875402,B,-50.296352595086624,-38.15216645551413,E,24.86263788205071,0
49,A,E,B,97.13054170725609,B,62.85048726744621,B,16.766672432867935,-118.49758574738219,A,-31.386981993955203,0
71,A,C,B,-22.189134462683533,E,-13.477773638240361,E,69.15380349487762,-34.63192092469233,A,-127.81624222183943,1
25,A,B,E,-4.530400088578935,B,-66.18617089667428,B,-34.853644569260574,77.06056352910964,B,175.34166246162013,1
78,A,C,D,-21.15148747882881,E,127.68516660157181,E,97.7417337686754,78.20194674731232,A,-101.8139355240193,1
97,B,E,D,32.79991541891219,E,-186.18500342703013,A,8.64379056868171,-5.499864611937991,D,-30.793365092130475,0
46,E,D,D,-95.32049568031964,B,0.05468407757171381,A,67.93609960780877,101.0811243562635,E,22.541648293700305,1
68,B,C,C,211.41700935255884,B,41.080535868758375,A,124.72844379100164,-147.3128443691413,C,-61.26254683688456,0
73,B,C,A,-47.973099425367224,E,-5.285802960393164,B,89.75706502197347,-245.77147523335535,B,-13.382213611172663,1
31,A,A,C,30.096168323284527,A,120.26831218867626,E,-62.30740648130018,33.74295559610556,A,-49.16340333440502,1
68,E,A,B,-244.53498675798153,D,2.8768953484172894,A,118.06070465377425,-111.33871856511684,D,37.28690825071096,1
96,C,C,C,73.40682059717368,C,-113.33615177931715,D,-130.68074587717257,-155.16900935583715,E,-6.649868077237095,1
21,C,C,E,124.84861511921581,C,208.13243110424233,E,197.81269610081475,30.024310844546463,B,-93.85830181598168,1
63,C,C,D,-5.4292831442412295,E,-214.20138416472537,B,-68.52216305211424,26.168026127240058,B,-168.88111322539794,1
51,E,A,C,-94.7209461458019,A,-171.7359208012127,B,-5.610503534146592,-64.20229248012161,E,19.5722029637827,0
34,B,C,A,34.09760691922544,B,52.618769218736446,D,105.06345418527575,15.545112149976855,B,172.19904452317968,1
77,D,B,A,-54.41677404758111,A,-31.939165482848896,E,-130.99992476601426,-6.840372832452093,D,-106.61234021289907,0
41,C,E,A,20.964623170070002,B,-42.30517110818144,C,23.861411610785712,-5.589183738918958,B,64.43352645765515,0
53,A,D,B,5.849242703016767,D,37.26702571382774,C,-12.496210654164312,159.82490395558278,E,-18.538651403041197,0
49,E,E,C,39.38370835456185,E,196.26649779025394,E,-54.95934361301684,-86.19466987970463,E,41.93557602440253,1
32,C,B,D,-43.13497337933769,D,-4.573076142371185,B,-40.598271677741984,78.2408782956115,C,-20.2517255207559,1
68,B,B,D,-0.967597933282538,E,7.359377368822373,A,41.027323232437205,0.2569207688250026,A,-68.08064619090949,0
42,B,C,C,38.722492616401816,B,47.92009648265243,A,-44.321622294000626,-11.010172596299498,C,-18.378044622307417,1
65,B,C,D,14.039441702612839,A,127.41914668176484,D,42.17562056746787,-100.98234036245677,B,95.62688832375098,1
42,A,A,B,95.76315269696494,B,-67.71922441318634,B,65.8443438364868,-20.674559085770166,B,13.695330720466117,1
41,C,D,C,-8.989523341499831,B,-154.08889904184562,B,47.996312806948225,119.03952211623314,C,-68.67269589255491,1
62,D,B,A,-50.700230624658225,A,87.25708254876669,E,-14.33054978502659,-76.91931391853949,D,-94.33091913841697,1
29,D,D,D,21.610658493443143,B,-3.018257072986044,E,-146.55732788003496,134.9072983221948,B,-27.696319245354967,0
50,C,E,D,90.16430561502258,D,-42.973819518885456,D,86.56623743881804,-35.63496107527834,D,-130.44320568454575,1
49,E,A,E,29.729923802028342,D,-60.28248998394634,E,297.51037005116626,-6.9463591956723105,D,88.4714533930645,1
77,D,B,E,-58.20006450293732,D,141.1926827995817,E,12.173036866935549,-202.60500362629577,A,-22.5608079255028,0
96,A,C,A,-127.63395999423565,C,-28.447107582677138,E,27.087049215331994,-63.30045917026723,E,-5.834778533785922,0
57,A,C,C,92.05173444090389,B,51.066098067390854,B,-74.13961824329238,158.5691862508203,E,57.9738847293926,0
18,A,E,C,-14.88437792623351,C,25.97067242962866,B,-15.74148162411529,-2.4739549247860317,D,88.08903904895006,0
70,C,B,B,76.86351056834224,E,91.74571318073575,A,204.4715933630132,24.658978766146163,B,-57.85478789485321,1
57,C,D,A,-19.37545608637347,D,-40.80511186106494,C,-79.65292145672652,18.99896976208421,E,-17.580135356348663,0
23,B,A,A,-86.62920820809413,A,33.80353502647196,A,-90.56478895680291,-141.60113054665405,C,27.37168123082647,1
45,B,E,D,162.22611477434415,E,74.26910502360462,D,-38.67306059334547,69.14347215790133,B,-45.35056505628222,0
50,D,D,A,49.12993864260588,D,-50.63339227813651,D,-16.27960119721265,94.8683341970421,B,-216.3578667746327,0
86,B,B,C,-56.70436476391767,E,-10.309317101726377,B,66.35747608954206,26.959489086931065,A,-83.8139443595171,1
70,B,B,D,-186.99340490392174,B,32.31736906910184,D,100.89321021581831,120.99404095607244,A,107.359851647407,0
77,D,E,C,-66.21925250283695,A,13.210923718033724,A,38.87649552945794,29.583817403856887,C,-54.62112806048965,0
69,C,D,D,-67.76064154764913,D,61.17975776482781,E,-70.89673797721832,53.08762878268166,A,-70.07721837171206,0
19,C,D,C,-114.1507853610457,B,45.52257346585796,B,-168.01475207239181,232.7466113098845,B,-140.45701446728472,1
98,E,A,E,-179.36906222771103,B,3.0163324848552566,D,126.45709251686571,109.35055572545326,D,242.77749768190887,0
53,E,D,C,95.42640001880588,D,34.1624214911856,C,-83.39506994433509,-69.3325164384958,B,-88.9984043001986,1
58,E,D,B,-12.312625472917722,C,48.19568775146843,C,53.49767317671829,117.64368683702979,D,-140.29267840691537,0
25,D,C,B,-9.186344909237661,C,94.44099259710428,E,-0.9674200256965727,-11.137320463390147,D,3.928619737122283,1
