age,race,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
65,Other,Veteran,-153.0586095031251,129.61542899954753,D,51.34960248970838,A,-53.69814196631204,E,B,57.9036239789233,-268.5821908243329,C,A,20.857599279528863,B,189.49208896620243,C,B,0
48,African American,Veteran,183.30987103368136,-47.067774085384485,A,-147.94123038919946,B,-175.90183452435616,A,E,-119.31413378614131,-121.86772076533406,E,C,-83.56596669780015,E,-46.28352575270303,D,D,1
32,Hispanic,Veteran,89.51750807584916,-85.6825801054298,C,114.71765493442246,E,29.39346436280047,C,E,-31.309103177978365,-36.190267308816914,D,E,118.88632702205662,E,-69.12038347058352,A,B,1
43,Black,Yes,42.25952524573584,54.99236770584921,C,90.56930242752065,D,-15.955087461222858,E,C,115.73416114516564,-25.138981547670543,E,C,79.19222716012898,D,101.89887604610126,E,C,0
74,African American,Veteran,42.28165015560702,-95.32949705894993,E,-12.54958837539412,D,-70.14865352164023,E,B,55.83948103337957,121.27935249363308,A,A,-81.44880480224137,C,-103.00549202974932,B,A,0
52,Other,Non-Veteran,-59.38103482280599,-3.7371240293001367,A,89.66987704052698,D,-231.90491070805783,B,C,120.25565368428595,-8.319578059011178,C,A,119.5961967194967,E,-25.214328366437826,B,A,1
26,African American,Veteran,-9.999565134455088,62.5609501577608,E,60.88817052916235,D,-168.14140061802044,D,B,8.552207984822683,223.52009258467837,A,C,-110.2275103743634,A,-32.50450876430811,C,C,1
57,African American,No,117.5246829805336,18.814751431388228,A,-28.50354011338651,E,-10.04391697632069,C,C,-19.649747593531984,83.027640664559,E,B,100.83677807642992,A,158.90599020664183,E,C,1
71,Asian,Veteran,-178.28754914149306,-123.06883616273572,C,69.13198851515094,E,-38.28663043914823,D,E,191.93073844210303,13.832125621551397,A,A,55.96889336869278,B,-31.74686008690734,A,C,0
76,Black,Non-Veteran,-30.408401037977644,201.96367146338804,B,31.974903968169354,C,-50.10407675791173,E,C,170.23619741540764,72.84868559642781,E,C,-98.45942497648437,C,-35.350913575723034,A,B,1
35,African American,Yes,13.269043430708619,-75.66455949098693,E,22.23393423926677,A,-151.09634883732463,C,C,-59.44468544392485,-1.5238452697482765,B,A,93.87661699626517,E,-136.79063942544894,D,E,1
62,Asian,Veteran,-100.08671683576178,-108.97917151246004,D,-85.29752970441628,C,-40.708210929939376,B,B,60.99158179440292,167.38627827387137,B,C,-95.79447659425564,E,48.40903876511319,D,B,0
37,White,No,108.49567208429285,-76.9872628613798,D,-33.61530332976504,E,-91.46926561253233,E,A,101.9628070446066,-84.39801272952339,E,A,48.356666504521506,C,-3.4171589331440386,C,C,1
20,Other,Non-Veteran,78.47650982368383,3.3627752745005624,A,9.705178932941921,A,173.52637808713376,C,C,45.32896790832058,-38.101407316247105,E,A,-136.6913069491745,B,-78.83463900636468,B,E,1
35,Asian,No,-46.522481263094036,-20.200591529441997,E,-39.75550749666667,B,69.49181248138316,B,B,-2.448840155682125,-86.3339329674291,B,B,63.82549497108664,B,143.86436804502037,A,D,1
78,Other,Non-Veteran,-27.460699109314902,226.2232177245182,C,-120.46899407300648,B,-226.50218057971423,D,C,33.91051764239882,-134.64588656016247,C,A,47.40540420453669,B,-45.34528311443387,E,E,0
27,Black,No,27.84913451552117,51.97111584592672,C,42.40585037967404,D,40.75165191468304,A,E,110.7903042120252,67.79127089548521,E,D,-22.582027427742986,A,50.438829001987806,A,B,0
25,Hispanic,Non-Veteran,31.70427064050315,-139.01306651983361,A,-51.463660707259116,B,60.61616150725039,E,E,23.252411637115813,-123.48235853665905,D,D,120.31139197585325,B,-58.8853124837938,A,B,1
18,White,Non-Veteran,-40.075348975313815,52.838565123521086,C,-9.50626871938064,C,19.79657736345169,A,B,12.228929122973591,97.43589696313545,B,C,-194.48292857455309,C,-97.04355631508768,B,E,1
35,Asian,Yes,282.8336785207337,132.03313923168457,B,-33.876419449609294,A,186.3480788653109,A,A,9.875034332542018,-121.74667530803912,D,C,-218.83514938969043,C,-36.265444722141915,A,E,0
23,Asian,No,-74.13297270140772,-73.46408289786946,E,-33.46399411097572,B,-153.37343062508103,A,B,30.971636113628158,-59.885598183142676,E,D,42.62710074901976,E,185.15804778981567,E,D,1
45,Asian,Yes,-61.374557807828324,63.64193603982283,B,130.67524431809423,D,-84.570678594521,D,B,-272.7770341290375,-63.73959726776626,B,E,33.120756048949566,D,140.32145405793577,E,D,1
61,African American,Non-Veteran,4.54232998537847,2.377623203217799,C,-95.72413028010465,A,-115.89808147168522,D,D,59.8039503070691,-161.70620711562157,B,E,-139.75556513146384,E,-155.03564929062708,A,D,1
78,Asian,Veteran,-42.864089545870264,-72.49985588899017,B,43.67735388315336,B,-21.92037198927242,C,D,111.39274429436443,62.591614806826215,C,E,83.23194462389513,A,-68.77584925606749,D,C,1
56,African American,Yes,-133.66511784902679,-84.53347704106497,A,-5.916427391207559,B,71.02573444547387,A,B,-253.11147920411554,-18.184825948846033,E,A,8.785372131599765,C,-16.912225205768284,C,E,0
69,Asian,Veteran,-77.97649944710173,143.27792287076213,A,-66.22953995142721,E,2.6890946286560493,C,C,-37.02287247249207,-64.59983404344732,C,E,-5.660432001784542,C,-47.36972002848451,D,D,0
23,African American,Veteran,0.4491235843983914,-5.6472282853270235,B,9.037145254748602,E,20.768758238179267,D,B,-325.05257178548555,-59.984787103288106,B,C,39.85766588921665,D,-27.54186188320615,C,D,1
47,Asian,Non-Veteran,-42.69554347711547,-8.257428344228469,B,-20.237880163168867,B,-11.905931971570155,D,C,-114.29329320863366,19.133810032110876,B,E,39.7627695453003,E,-114.6222292559035,D,B,0
22,Black,Veteran,-37.26787543677586,-91.49405987727484,C,47.72220954087933,E,-74.8690017145984,C,D,-58.20375228856619,-10.376994917022255,C,C,85.47998424342815,A,-33.244825050596994,E,C,1
69,Hispanic,Veteran,-19.31613444799843,50.10079392065114,D,-77.81347444701711,C,43.43330658483995,D,A,-179.97706916445662,30.0483476743413,A,B,44.42790709623199,E,55.896374180063106,A,D,0
76,Hispanic,Yes,6.336297742451159,-111.77145951082046,E,-49.45083183215734,D,-104.1006836730102,E,E,102.2416428982424,70.76108870423752,A,D,154.20768474965345,A,175.17205268522565,C,C,1
49,African American,Non-Veteran,-101.72445602401392,-125.72295747616245,B,-121.88788290831474,E,99.89582380068127,D,E,-21.79591641172824,104.5154095692623,A,E,9.842194923380584,D,22.949860468351247,B,A,0
25,Other,No,-119.90930865241052,-93.15363305784426,C,-158.4204518669581,E,111.49690571372138,E,B,-143.8597895067236,71.28151238032355,B,D,-20.131239536971584,D,-36.591462917314644,E,B,1
34,White,Non-Veteran,162.40093460836417,-75.07327834122283,B,89.25444692535449,B,-6.26728892909101,A,B,208.2566478235522,45.29036998707962,E,D,-61.569694395972974,A,-36.58879563093522,A,B,1
72,Asian,No,282.66573104218435,56.07414444642771,E,81.85094190127377,C,-128.43998714666716,C,B,5.631936856052225,-174.5795607301748,A,B,-38.82421127428657,E,-103.31256313936363,C,B,0
74,Asian,No,73.87761228075468,-147.1009730443819,E,-82.30998809008176,E,125.56417830644591,B,D,-3.7622140510148276,26.62782020901012,D,B,28.40879059847174,A,42.91405397614635,E,A,0
39,Other,Yes,-87.5736450969402,170.93814836355165,B,-43.9585587042976,B,26.387595211936127,D,C,-113.23889584591662,168.83322593529962,E,B,-20.911228757908738,A,-177.2801746357822,E,A,1
39,Asian,Yes,-11.491989467040192,-129.76504627324493,A,7.876716219441464,D,2.415723740976479,E,D,-0.12230900707595926,14.638521687785886,C,D,-54.78250933457453,A,58.81331747332774,E,A,0
25,Black,Non-Veteran,128.87462871410565,-104.45224461227969,B,130.04937226558587,C,100.86388532494692,D,E,34.20723454901373,12.002917225599482,B,B,135.11172584348617,D,73.2672993401684,D,C,0
69,Asian,Yes,15.679102293495362,-83.69648731247796,A,-53.1792943184722,B,-138.16215657110348,A,C,10.839702189038626,31.254523035219332,C,C,30.29385929143107,B,-17.14522692281707,E,A,0
59,Other,Veteran,-113.72383273513888,234.51423337846978,D,160.7927473463067,E,53.12809827075851,E,C,-154.63179933170858,-112.25157256544927,D,E,127.56105961733854,D,124.02000779374156,A,C,1
77,Hispanic,Veteran,55.424981895068285,-171.66222834830901,C,-30.37283676323242,C,-75.10137707601461,D,B,122.41083312361913,-244.73009658341098,A,E,87.78935514399988,D,-49.878950138009124,A,E,1
77,Other,Veteran,-92.04116066533763,124.22664037003115,E,216.0317908749804,B,-140.65417316678327,D,A,69.25198648328578,195.35617986314764,D,D,-68.02475997126813,A,53.007615250337736,E,B,1
22,Hispanic,Veteran,91.96310028826422,53.58161626451752,A,16.599417987143152,E,46.90423624099224,C,A,-3.520104343141862,196.5636379971711,C,D,-39.12388700439388,B,-53.561703466230156,B,E,1
52,Black,No,-68.41098544476006,-69.19126782416188,D,-161.8459082794302,C,-19.767154938136244,B,A,-30.265896683678285,207.5213943421403,B,A,-25.74857732674915,C,49.23293332682419,A,B,0
61,African American,Yes,-155.27937764380272,-65.96738453929237,B,-107.64942097639924,B,133.8274324310692,B,C,-9.626985579126282,7.555624087076068,A,B,-158.91459592926117,B,122.30694932074128,D,D,1
32,Other,No,-75.43576747823315,-113.01168350227051,C,18.892363067599863,C,144.8063197182212,B,A,-28.61518044623463,9.363024631769875,E,B,-107.81537147718394,C,-77.01522255104776,E,C,1
73,Asian,Veteran,157.2841699581167,161.1905615665876,C,-89.87390301764195,E,-65.93131314690878,E,A,131.98397687150455,-99.03140972870247,D,A,86.42252363844004,C,-69.85191717832858,D,B,0
48,Other,Veteran,-57.762752016739604,111.11926463126798,C,-21.267361844925635,C,-35.35136513905252,E,B,-4.148385948347612,43.706439932302246,D,A,-76.39300439647191,A,-139.57817111947423,A,B,1
24,African American,No,-34.61566157874215,-44.110476925676004,E,-108.07049378333642,A,18.960639505025718,D,B,-141.84578576028164,-183.6019989991674,D,B,-29.71511870569789,E,-67.31709507059436,E,C,1
78,White,Veteran,20.83027384832623,129.57218512022985,E,218.80476351786024,A,62.880299782133974,B,D,95.33468711319833,-54.49769976310759,B,D,35.468866646069884,B,139.6697667932731,B,B,0
68,Other,Non-Veteran,34.79862675742439,-1.161439363877778,C,38.61145024704157,B,-47.97961446284553,A,A,80.79008646037856,103.11381440398686,C,A,-50.47512380021209,B,178.55013484077898,A,A,1
24,Black,Yes,181.79821931933634,145.62726397958133,E,80.13558345594902,C,62.15541086561289,E,E,27.607073284440688,-141.36157063044905,A,A,-62.95061916781462,C,-30.767458259441398,D,D,1
47,Hispanic,Yes,-62.65124554382182,-22.738712861961723,A,226.04493392528093,A,62.20376136282205,E,A,-68.99402234462859,0.8034299847177566,B,D,-120.17056660407171,D,-43.38669961172865,C,C,0
38,Hispanic,Non-Veteran,16.841735141928734,16.624842661946065,C,9.189668797517319,D,-28.583136342302318,A,A,61.08523991796686,-80.13477264781305,C,C,-132.02160906897106,C,-68.56721209245124,E,E,1
46,Black,No,-73.04847226382991,124.63076106513789,E,-178.82453319717476,A,1.0875826902736456,E,E,-220.32711233822485,70.36293752998766,E,A,-22.537471210149988,E,-194.6056710556664,B,E,0
65,African American,Non-Veteran,167.99975994542672,-7.824038159556827,D,222.95252013560543,B,32.03832442908986,E,B,-35.98150980286388,51.66543520064681,A,E,-115.80906226343255,D,-22.217094341274354,C,D,1
51,Black,Veteran,-81.02207089531738,-123.97918854379087,C,132.02816203313697,E,-138.55158586645817,B,A,-99.53099593343958,191.00156329336627,A,B,152.49333983053265,B,5.659192684331176,A,D,0
46,Black,Non-Veteran,-24.55687171096429,18.109964942073624,D,-20.711698987540863,D,-68.65746614701148,D,A,79.45049105575154,63.35910817798314,D,D,95.93385999878531,A,12.52031379868979,A,C,1
33,African American,No,-51.390549042149246,42.9484684061165,A,-73.04525744670646,A,63.07855733687965,D,A,102.68272068825226,4.643424367917062,D,A,132.06690425525218,C,118.6362405346306,D,B,0
38,African American,Non-Veteran,156.31745657854614,-196.4139630934611,A,-16.18273701251377,C,139.6072442519513,D,A,219.40923218175374,10.06797356469529,D,C,-39.38722878163109,E,63.73344565893915,E,D,1
78,White,No,-98.84424334300468,171.7322039863708,E,38.75221725327477,B,58.30471751260521,D,A,198.41007928562294,92.12561187739176,A,A,71.57776505084958,D,-27.40041360350428,B,A,1
55,White,Veteran,-103.87175786008822,-88.07395446402133,A,-167.49050101547942,D,235.5814495330136,B,E,34.247416293155666,216.2412596175397,E,D,35.865844704283454,C,18.792649078385228,D,D,0
54,Hispanic,Yes,-31.46539162052565,-73.57605970749319,D,0.38100891050926117,C,68.38174623245452,E,E,90.90903868793778,-43.19233908346318,B,E,-40.736976767098895,C,-235.378032222557,C,B,0
60,African American,No,-70.66631831721362,50.89725457511628,B,-21.2254599581954,A,104.65436197636684,B,A,-70.39914494544604,41.244969218909404,D,B,-50.21964111976841,E,-124.46681045536813,D,E,0
65,Other,Non-Veteran,23.635696576784753,-249.59600786725767,A,-32.05670997511648,C,-29.18758558547984,A,C,-147.3772946400315,-116.83977867156258,C,D,41.45015534077205,D,-32.983186537064775,D,B,1
50,African American,No,59.21870221996952,96.12257660356698,D,123.73661339376415,B,-130.7248191645397,D,B,164.34316980133968,75.45125953453781,D,B,155.1890126986776,B,-173.0584722979683,A,D,0
25,Hispanic,No,52.498450962427704,11.601624096617709,C,-71.03290198117172,A,198.08376465976707,A,A,-121.1788586059517,-9.066331790929093,A,C,41.60122761245699,B,-16.246380267141845,B,D,0
43,African American,Veteran,160.6944878505387,70.88304240969612,B,-88.10143888966294,E,-80.15817112789718,B,D,60.76330657938623,-80.547274983364,C,C,-50.83619541234531,D,125.13516929144363,E,C,0
75,Asian,Veteran,-108.75760820308233,96.28585529295529,C,22.85930253808296,D,-21.683423397180494,A,E,-83.61681554541724,30.742611606882097,E,C,-107.71079438150386,B,46.187200277264964,C,B,0
39,Asian,Non-Veteran,39.34650497443509,-57.149709381557656,D,-60.323132069670216,B,-3.788795517338703,C,B,-103.37248554323565,44.19310395653454,D,B,192.5442731372081,B,-21.037799025423126,D,A,0
52,Other,Veteran,-83.72710836950894,13.950666643958186,D,-22.994709298486917,C,118.15696130708864,D,D,183.95661102000042,-116.66267936119652,E,E,-72.96473032599692,A,-135.32176717864868,E,B,0
41,Asian,Non-Veteran,76.80611926118146,63.848274577527306,C,-67.48468466006598,D,-72.13630034822039,E,C,68.08126638736661,-83.81919145890802,B,B,135.83966208141453,A,38.466912429127824,A,A,1
60,White,Yes,-191.09734037657918,4.2944031178623066,D,-156.69671095776582,B,-15.643848502127087,C,B,6.159402558276611,-83.44929071943373,D,C,93.34297198988347,D,102.9109502224261,B,E,1
35,Asian,Yes,277.31110206821927,-67.22931826105246,A,257.8647905054813,E,101.79736610916486,D,B,95.41143259842107,19.92253825267244,B,B,18.731881135247104,E,89.80771603688326,D,B,1
