AGE,marital_status,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
18,Widowed,Other,C,-33.674761006063605,5.246664484289803,C,E,111.0302790597038,A,A,-30.091965199818237,-101.88071031319441,62.719630813458,10.245681579084529,-55.78719254962515,-70.03480938872744,112.31043654353654,D,0
61,Married,Germany,D,33.07360706414853,93.21459270018316,B,B,130.25858928092265,D,E,-200.8333606032322,103.32322627078806,137.16264075833814,27.134821578294883,-6.04703542060886,135.3654495390959,108.10252720248165,A,0
45,Widowed,Mexico,E,57.11571754379858,-76.11244930504502,A,D,-74.59761059657157,E,A,-16.759533596568165,-10.038023581348893,-16.021039056662357,112.33409534851393,-60.924770559797025,-95.12820172577666,74.70935825738628,A,0
61,Married,Other,E,141.24072286891436,-16.639878796742227,E,C,1.6588856087809782,B,E,-154.07583897316687,30.198801052316227,-29.96440054277962,-219.01260098977042,77.25192944233925,36.824219197003494,152.11107067941478,A,1
70,Married,Mexico,A,-35.34341443179501,-84.32932155119003,E,A,18.72962465656986,B,B,55.465827555459654,-135.0830291306125,164.70267739895985,101.97507371360098,67.77920538040341,86.14896670010498,35.38153388556904,B,0
63,Single,US,C,-110.38113526061278,-66.32077864694823,B,E,0.9679434967395164,A,E,53.54605673543268,52.91671556308831,99.5938571657685,-128.75653566968242,-1.7353021151868115,45.91509684399466,-164.8291151448418,B,1
32,Widowed,Mexico,B,-187.18890512646507,-107.46805087644272,D,C,-41.38204012428344,C,D,61.55250325100469,-105.83942599750414,-109.06569138935143,76.32123698982446,130.8250689646137,-46.06286649472205,71.42221514536601,E,1
23,Single,UK,E,0.5189938677416917,-77.1898747892291,C,D,42.61158882077603,D,D,-70.66119779497582,-178.0287184280043,-46.90123044373537,20.846378291749403,33.044335784161845,-46.28785546709896,3.8076860360601925,C,0
53,Married,China,D,17.68634620425729,101.70194858372842,A,E,-139.65512284876482,C,A,144.21641171659078,-82.75395598256917,68.08177457420716,-1.8922312392096154,-20.06647424186817,121.66672784153437,65.08242382711892,E,1
37,Divorced,Brazil,D,-86.31761440753318,117.67270897971058,A,B,34.23768164297964,A,A,113.32967862281554,58.05337553673616,-151.33538506799448,117.09219740500679,-173.88787339987158,-6.38523636629587,-31.68788392915761,C,0
21,Divorced,Other,B,-51.248659952397745,126.00638447142902,C,B,98.57273564747592,C,C,25.68523675121771,22.802565963142772,-103.93715499131793,-188.2285167674232,-79.28042124033563,-172.91615714166704,-0.18183624586452896,A,1
24,Widowed,India,B,92.30361378257017,168.86481609634964,A,D,-81.90936371408226,A,D,-58.76571804628921,55.40661678617378,-47.18431990146343,-7.10406529924034,161.86993429866192,-33.68516854521642,169.36580142209777,B,0
49,Single,Germany,A,-48.47190242570653,-202.7092428750358,C,B,-46.94914222158613,D,D,-60.33034553042004,-92.43623086735657,129.2635683727077,-58.6133540354197,-136.56127595070583,-67.52369708000552,-38.6072793105467,B,0
34,Widowed,India,B,8.395217645071078,-199.0263190317107,C,B,43.218150476709674,E,D,108.94185936904918,-144.90688954529963,1.936117068186935,22.236652030669596,74.62111403677343,-138.6906091311888,32.15510539283104,C,0
50,Married,Other,A,102.74174991760256,-6.918869556022979,E,E,156.036793930465,A,B,-99.9109174611034,-78.49410718535066,138.445095226928,-14.286042120141659,5.675057424748816,144.83676235268362,40.067585733947055,B,0
25,Divorced,Brazil,D,-154.55404275664796,-199.3132741102704,A,E,-90.86679448295996,A,E,131.52111230862792,-81.80739762721674,0.7336097659580127,220.25360092672645,81.29410358834089,83.18768002934269,172.76221684500834,C,0
49,Single,UK,D,-108.32536945833962,-83.968222492868,E,C,-12.85653956183936,D,D,120.17998977483897,148.6378495252147,31.2243747482386,-51.4091631483278,10.121967471257092,135.858312017946,242.0043632374812,C,1
48,Divorced,Mexico,E,-33.943659150363,-108.3295594326765,B,E,33.15267733434028,D,C,-100.08456493085463,43.58581142611395,-110.98275202370115,24.45694822674173,-120.44551539629052,-67.87546381423684,125.98963849873705,C,0
68,Widowed,US,D,41.61116159694516,-156.51495058101318,B,B,-152.64552406538348,A,A,174.04413093122932,-87.67585842844649,-105.84692327180649,123.48885230919686,20.03415607302462,34.994548763238555,100.95878575270119,C,1
24,Single,Brazil,A,-14.068967503906407,17.06267612819908,A,B,8.070009496731744,D,E,83.42675430598891,21.29625924750259,53.07883493551685,106.9100992788762,-8.529346864128662,-6.630926978031332,82.72389604053491,A,1
52,Single,Other,A,36.76384639696248,19.978731705791557,E,D,-14.436899697397344,B,B,-54.13746478449003,-126.57310099152113,-31.82931794309805,-133.55060007418155,71.27744205451029,33.70812886959587,68.35468566790311,E,0
74,Single,Mexico,D,-48.35494710203968,79.67681157450734,D,A,54.683961054979356,A,D,-43.52068429965143,-49.97725322139137,66.48849064309957,58.12353319484659,187.4969287769849,-123.04443433442518,174.15883008808348,A,0
56,Divorced,UK,E,-57.19031872853685,107.42849864905646,A,B,168.72365989203223,E,B,178.33088028564487,-2.723412276146001,12.024677192154984,39.916676437446135,-56.42468552300396,-23.54605645241488,-59.57415242425266,B,1
71,Married,US,C,-56.95965641749048,152.00009303127385,B,D,121.23284207615164,A,B,-14.540876553154458,-152.67686080947186,56.15863547441868,21.998090285767226,169.85322910302435,-93.55997866800946,102.88365836798991,B,1
66,Divorced,India,C,-24.328991549053544,127.82300120828229,B,D,60.11778943442957,C,D,104.62477523652748,-84.057656990448,-122.50037258492203,146.17189331904254,-73.0503448006883,37.378613410587114,43.91324359475203,D,0
22,Single,Mexico,A,-39.11104223220524,149.64660571098347,D,D,71.14163024057645,D,D,-93.94732238964735,-183.74276094653328,-3.047633028420824,180.56116095856268,93.84875573474994,-66.97057346045216,-3.8923981108062438,B,1
39,Married,China,A,43.2869371868495,-59.22708521170961,E,A,47.87917305090691,C,C,-95.7972921813631,88.4761018591823,11.052064782143106,-93.11147076722564,77.27665892047243,59.68074197967786,96.34832119752848,D,0
35,Married,Other,D,102.09571725597415,-43.314935597632356,D,D,8.13423592878131,E,C,3.9477971825026335,73.42673744699604,-51.096123543614645,32.28450928458916,42.5499420690062,48.236107555521265,21.615439657418026,A,0
33,Married,Brazil,D,170.1245610501883,181.39190763662816,E,C,64.06062601452189,D,B,-70.20505087636465,-73.45254011869112,185.73506875606452,189.89208281328803,9.817199948990412,3.4406408343915675,63.08841760567769,A,0
