Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
None,-140.92423140039304,A,35.947440600787125,C,C,A,-65.94762792918208,13.422462733085924,0
Christian,-120.48612294367574,D,-143.35621396101251,D,A,E,-196.4376687384024,57.39987010361312,0
Christian,237.86814415446463,B,108.41631123849236,E,A,B,117.87324086802174,53.129075820481084,1
Other,-25.72034270946732,B,213.54265683936643,D,E,E,-75.83334126881118,-33.189368752267455,0
Christian,72.83664685201128,B,90.4673037626533,A,E,E,122.37769938505951,-16.62349294663402,1
Muslim,120.74110370755366,A,109.80814305118403,A,D,A,-19.612589083328853,-115.2057545202037,0
Christian,-43.359452040388,B,-44.64984143188824,D,C,B,-139.1278082309209,28.807215141531746,0
Hindu,-26.079591708545934,D,-43.976304737290114,A,E,E,24.55101504212305,-61.63149896969479,0
Hindu,-150.15675602228768,A,89.81798881497821,E,A,C,79.93618993291892,-201.09041685144408,0
Hindu,199.51979427169465,A,38.65066444297139,D,C,B,205.87627003327626,-29.40869986652124,1
Christian,81.58025839982105,E,7.569256027344415,B,A,A,-9.511711929597142,105.94146035630105,0
Other,57.18065113262062,B,87.53891094390094,B,A,B,-171.7670635307774,33.26714469357416,0
Jewish,36.05134256587427,C,85.63500002943984,C,D,C,45.51134818312368,33.38809965662033,0
Hindu,-203.49786067749926,D,-154.58722368090292,C,A,E,-34.812311616367744,178.48513796970425,1
Jewish,-130.4952729068561,D,-46.570150597480186,A,D,D,-95.20449997508092,7.302585210080334,0
Jewish,35.852757116866115,B,145.21596502929472,C,D,D,113.50723437709247,-42.97526656813025,1
Christian,99.75180082445966,E,-44.70427922003392,D,B,D,72.21504494843973,120.81374175344912,0
Muslim,50.944693727517,E,-3.267730393691364,C,C,C,-5.7176323549442944,-79.38032246824389,0
Christian,-0.660109018740614,D,50.49076257951381,E,A,E,89.54736624367787,125.55049212574458,0
None,12.42028454163811,C,0.5734663593533106,C,E,A,17.28386008968769,6.942969375526571,1
Hindu,74.62036719148763,B,13.760319353468509,B,A,C,85.76985356321907,-171.43168048017,1
Christian,-123.03721059398556,C,-235.90923995969428,B,B,C,-35.41215115145669,32.22129856260372,0
Buddhist,72.9314575577507,D,-58.29987205546796,C,B,A,-59.29888046147608,-19.700603659982043,0
Other,-17.16271484790604,B,198.74014643997182,B,A,B,-178.20055951272033,-36.61636995947015,0
Jewish,-264.2281587638784,B,-5.867397806281606,C,C,B,153.6196106821813,51.767779823202886,1
Buddhist,12.539141459341371,B,-145.50033394151072,C,A,B,-37.11307076964529,-88.27709065398207,1
Muslim,-119.3473514503343,E,-29.67961943790843,D,C,A,66.68515915742225,-40.331181482577136,1
Christian,196.92716379877436,C,116.06091990999239,C,E,D,-55.96506602355188,-64.20820224130921,1
Muslim,89.7453475817034,E,-204.3992535960368,C,A,D,-19.47114760894285,-115.45362290239089,0
Hindu,79.39141044519975,C,126.3098191721999,E,C,A,-121.85272223526589,-18.9579422038955,0
Buddhist,174.75341882948757,C,-308.15055299551597,E,B,D,-91.41353385480338,-50.80387837011229,0
Jewish,90.07310753247731,E,-23.56798804403801,A,C,D,10.799984393904074,78.90293758109217,0
Buddhist,-111.35130217860876,B,-162.1771301361586,A,E,B,-13.142946028023317,119.68329321110906,0
Muslim,-22.86533225233504,E,-101.37794879713293,C,A,B,95.21287164889645,118.4093932819964,1
Christian,-26.22871717396648,C,12.207522023398898,D,D,A,115.43358497969662,-6.704978950179308,1
Hindu,-103.21810860903517,E,88.51907752671895,A,A,C,103.67694721469685,153.94118545817216,1
Jewish,-122.61898343601736,D,95.73546208786966,B,E,E,30.944593834595768,-40.48895504715859,0
Hindu,102.89103404634872,B,21.6633590384829,B,D,C,-151.52778739034505,10.92684716859677,1
Muslim,-14.596632354394293,C,234.89358177696488,E,E,E,-45.336648815841215,134.90651060518766,1
Buddhist,67.11677800203833,B,20.568716377202012,D,B,C,-110.82298110263133,-139.37345814991065,1
Muslim,114.82609547802353,B,42.463191384729946,B,E,D,46.32135409712538,9.112778139831153,1
Muslim,124.34629987625989,C,-49.37020280002461,A,A,D,6.48861892888462,81.02440456020896,1
Christian,3.6874604558097914,C,-81.53359162495903,C,D,D,101.26991001013599,-33.556653615378494,0
Christian,-9.658702111764473,C,62.527912627324056,C,A,D,-34.19459570851592,-132.49935165399808,0
Christian,-148.38531000635712,C,155.50260883904528,D,B,B,-67.4322514609902,-91.27294550421774,0
Christian,111.90249000666599,E,117.55787255593397,C,C,E,133.66365245833418,64.25841673976335,1
Hindu,139.77781116996,B,122.85901043415903,A,C,B,18.231354980773347,-5.783190717805679,0
Christian,-161.9982646354424,E,61.10026145149866,E,B,D,-28.51320878015253,-7.932837948543636,1
Hindu,-109.36634027824638,A,81.37992013045451,A,C,D,55.23680951370916,27.415526974550513,1
Other,7.989060679099714,C,-176.96535446202063,B,E,C,-164.05561578571263,164.00631928351578,1
Jewish,-12.411404520507867,D,-5.942656202640284,C,D,A,-2.935443302456029,-100.3022533632743,1
Muslim,-49.74152837526973,E,-158.206851922461,C,D,B,-43.65464528878068,36.10581193109923,0
Muslim,102.97437640207292,D,9.324726933091391,D,B,D,-46.4681770771596,44.32507700484712,0
Buddhist,61.129564999137344,C,-127.28711976342912,E,D,B,6.38313202013598,-69.83515593769421,1
Buddhist,16.327371130432663,D,54.67269043094664,C,C,E,92.50425659022522,-7.9806423718329675,0
Jewish,-43.74809682703202,C,75.51778228328999,A,D,C,28.073378842322295,66.53770303482678,1
Other,-44.61122998570692,C,72.01037117614635,C,A,A,-7.306183894389153,181.7203273124073,0
None,64.45354577170687,B,-53.116479237085414,C,A,C,-137.30301090846154,120.43317979850126,0
Buddhist,-16.276058299969097,B,29.95119800492908,A,A,E,10.888747024547428,34.41234288191829,0
Muslim,1.7173819860825583,A,202.57528423349154,C,A,E,-117.8881163701649,168.62288180294408,1
Jewish,101.98314003624493,E,-133.3120632889466,B,C,D,137.6025293917537,244.32064624884245,0
Buddhist,76.08367245376722,E,-4.902967370874275,B,E,E,102.63303748592985,-102.3675779274774,0
Buddhist,107.88603885017068,A,167.04766472400712,C,E,B,-190.6731706412196,43.54042922902332,0
Jewish,94.04909972196378,E,-102.79732732844857,C,E,C,-216.35843187172102,70.03827901455121,1
Christian,46.66898662160169,B,-54.8876604777011,D,B,D,-26.69483455783444,-17.791797325630778,0
None,128.07832887752912,E,155.43100932186232,E,D,B,57.55585330746985,-94.49287618320132,0
Jewish,84.82803642881018,E,-285.07459073311804,E,A,B,77.98078414780272,15.73855604289031,0
Buddhist,-59.09163260060977,B,-120.21998494954305,B,D,E,-89.33173592389764,-17.980652413269315,1
Other,-102.69569254229658,C,-79.19052871923597,A,C,D,-149.3837013037728,188.7470765937926,0
Hindu,-128.7102106777091,A,-181.64373516203153,D,A,B,18.65841557089335,-26.688262922373756,1
None,-225.33352201536493,B,-143.83902719837323,E,B,E,87.85025526490145,-51.379359494089115,1
Christian,115.66203994071186,A,27.692449108630772,E,E,A,-5.2049050255730585,-17.83466364307659,0
Christian,63.63927114165534,B,54.331945032248875,B,E,C,23.807317545315662,-10.342287180253802,1
None,-37.78846401412217,C,140.3022409193989,C,C,E,106.42236959478655,-39.417155311676595,0
Other,-60.85296229667869,E,163.15743563193556,B,E,E,182.08761333055674,15.875112338440067,0
Muslim,1.583022587898265,D,-49.943082435290584,D,A,C,28.561312463896797,-100.96397682492055,0
Hindu,-35.50734850954051,B,-45.704146351619066,E,B,A,-60.06578281681495,33.61714339456221,1
None,24.16144634478961,E,-75.51887215695582,C,E,D,-110.92242917235194,267.544363864288,1
Jewish,64.60424695865828,A,36.01595258330034,B,E,B,111.73339864927878,30.64520783441591,0
None,6.549205673675755,A,129.9021917431403,C,B,D,42.18485107141368,47.217452338497,0
Hindu,-46.29580598003586,A,-95.99328994906257,A,A,E,-239.3288351902429,69.21176383874744,1
None,83.83500833963363,C,11.593558545047186,E,B,B,-70.27821493166384,-157.69351199655085,0
Muslim,2.9180350586564057,C,48.03276624853888,C,B,A,-51.10833689238514,-145.64996677278407,1
Hindu,15.465541522222178,A,-92.04723448294939,A,E,D,118.9129082585124,2.187063069998519,1
Other,-221.8286382822761,D,-21.090345902624534,B,A,A,-118.16973859098337,46.37261378233233,1
Christian,240.52440971850984,B,32.29301603810766,B,B,E,-164.75178496994764,-7.065855659658389,0
None,44.3998873037035,E,-28.003548201897253,C,D,B,-230.35493245149192,116.41548660113368,0
None,231.22790508709858,A,-95.7777567223575,B,E,E,-82.27004062792057,52.93441183655525,1
Other,-46.585631226567784,A,88.59045455152629,A,E,D,139.65422996087614,-19.877267785645746,1
Jewish,-86.03031892257647,E,-182.7617558724752,E,E,E,-76.40886478165008,1.0996822539754192,1
Muslim,-154.33404783162217,D,57.636787855261176,C,C,E,-95.75537642836294,47.798730413105005,0
None,-11.748007765565545,A,3.1795517131125424,D,B,B,-120.97696363511376,23.370591607466345,0
None,-30.45902525483183,E,132.68684858382994,E,D,A,-82.59055781295747,85.73461397172059,0
Other,-100.09275171771677,B,-37.15249535142465,C,A,B,64.90400608890154,31.926153869905843,0
Hindu,-110.29430779084328,C,-139.17105709806427,E,B,B,83.91117015876574,-16.547544238657572,0
Jewish,-67.02541562114789,B,-119.49648125873597,A,D,E,69.41846098370654,55.55995627958664,0
Buddhist,-102.3648476894752,C,99.19537276236646,B,A,E,18.695742769701425,67.31857277934846,1
Buddhist,205.80872690412124,C,-114.32494377720023,E,B,C,-34.22783532275809,24.30144743202617,0
Jewish,-1.2078825598881393,D,-149.81091625884096,A,B,C,11.93923555621966,-44.029271349117074,1
Christian,-27.350516189263242,E,109.59145446537255,C,C,A,135.51781583647642,-15.222045520028557,0
Buddhist,-176.01787021255606,C,-123.55504502042737,A,D,B,151.28559134137473,58.111369134776204,1
Jewish,121.10886484037131,A,4.40286925849406,A,D,A,-70.38993183452912,-156.52708329391515,0
Christian,-70.88093851954784,A,-149.08047972400203,C,E,A,156.51103935566192,26.05009325307336,1
Jewish,85.57488149573291,E,-1.3984237248311553,C,E,E,-119.17576939392322,14.227762197176286,1
Other,99.96567559876449,C,-129.63219583250563,B,A,A,19.22246688215603,60.97764075823253,1
Jewish,82.00443093406237,E,5.851485297258052,C,B,C,-11.31942239336367,55.9433327247585,1
Other,64.47172457038558,E,30.940552995683085,C,C,D,-183.17590219523976,-1.316440340933883,0
Other,36.377205766321076,C,-34.022901368960994,C,D,C,183.40685324665642,33.3131157656492,0
Christian,-196.72774118023085,D,64.30038556761471,C,A,D,-52.2892641877736,-110.04411107600535,0
Buddhist,-2.5817892501567252,D,-26.059749137076217,E,C,E,-52.077169681406254,9.726970443056215,0
Buddhist,-19.929238487845804,C,133.53460131271976,B,C,C,44.99312765653947,130.36376274195447,1
Christian,37.158972774589785,B,-253.14450078239048,A,B,B,-58.62050822458876,-112.40810823054781,0
Jewish,-98.99876096396147,B,101.96402697157274,E,B,A,-50.92857411690201,-131.9536053267547,1
None,-35.624050380431655,B,-32.18894155234438,C,E,D,-13.112787747012696,47.63753302664791,1
Buddhist,-30.408051753445264,A,-26.3984466150418,E,D,E,-143.57534740012946,21.863907250699917,1
Christian,85.26877657594693,D,-34.31887463748865,B,D,A,98.25428778415625,53.15188133205291,0
Christian,23.525385063425833,E,-123.24934238968521,C,E,D,74.3426846004707,26.007422724891594,1
Buddhist,186.3169681573929,E,31.898459693084323,D,A,E,76.68483413571815,61.2712024536902,0
Muslim,-87.09820923365668,D,71.30780899173153,D,A,B,216.60510465450122,0.8939388180425082,0
Christian,159.17649600604858,D,-2.1977668026688226,C,B,C,64.81030188637365,-106.14921044676184,1
Other,-64.34301410521881,B,-34.078590206650915,D,E,D,-131.20888830143528,-117.56313804185596,1
Other,165.93707764790878,D,92.22305571228694,E,A,C,-150.35057339209393,-123.68576639839912,1
None,104.82999292400528,D,-80.31402793149539,E,E,E,-98.63008302597073,-51.755672261976656,0
Christian,-63.92940024913042,E,-101.4203311517872,B,E,C,67.98002925513234,77.3686270566271,1
Jewish,178.21898799884644,D,-41.42767619899671,C,D,C,88.80137288628322,-26.040666256356324,1
Other,-18.2194532655862,C,62.18778629004997,B,B,C,-24.512302730712065,49.02449041025891,1
Jewish,53.18816508097295,B,64.92734740403901,D,B,A,4.039231300014836,-190.83224740317831,0
Muslim,-106.63972459023374,A,0.035464901213854365,B,C,D,87.0740142383181,4.2276707424163344,1
Christian,-62.79295992809681,D,98.14164677286966,B,C,C,-11.366301442749355,31.167864684660255,1
Hindu,-35.77721702789699,E,136.7838108253071,B,E,E,142.05408817635333,-41.27969048966944,1
Muslim,140.52641091325413,B,14.925491660358817,C,E,C,-85.81579858689977,50.00903088691515,0
Muslim,25.352679609133776,E,-137.26999440994663,D,C,B,-140.19269477107855,-89.97425086536508,0
Other,62.86193507597434,B,-50.56555036499979,D,D,E,-53.77652736352271,-39.9647664803369,0
Hindu,-114.02377541685158,B,101.06532312769548,C,A,E,-44.02578129785977,-107.49480112224705,0
Other,-35.94236004243212,E,-20.98816299554477,E,E,A,-58.910562688605154,-38.27186204746233,0
Christian,-129.39974990189975,D,-25.973946836235,C,A,D,-112.57483763160023,-8.888484595044583,1
Christian,-99.30816243137414,D,37.487264163461695,C,A,B,144.19070644142974,53.20457433624318,1
Jewish,122.90074956813777,C,8.223971196256114,A,E,D,-49.257029274608456,-54.21826064765507,1
Other,-34.78638463464395,B,-20.252954009874774,A,A,B,-61.10301218454538,4.9677681177472035,0
Jewish,27.974458104680348,E,78.38507470372545,B,D,D,-25.05866976447837,-42.57854985960859,1
Hindu,12.6186009202821,D,-165.55483181937493,C,B,E,8.476787557896067,111.25561307209493,1
Muslim,155.0823135865895,C,25.14956854815861,B,D,B,168.12697923689552,28.85837350081809,1
None,49.645664042249685,E,-98.08524734309208,E,E,A,-39.946226627539495,-66.61308436435107,0
Christian,-57.48564027003735,E,147.9651703462452,C,D,C,-21.00226026648868,25.98410578031163,0
Christian,16.856459306502977,C,3.498712532230392,D,C,A,-67.31871449160568,-103.41132649552478,1
Other,-60.41023019847016,E,-98.08696386460623,E,A,A,-106.20408521211037,-68.3361071404805,1
Other,124.44277697228084,D,-196.8951555303907,E,E,A,88.80880479350478,111.52793508590912,1
Muslim,-126.3726757965242,D,119.98128905883804,C,A,E,-31.453508503264636,11.215346104146526,1
Christian,114.702935488601,E,170.7873201195596,D,B,B,81.81950015360599,-24.970783904994498,1
None,72.42723326840475,D,14.863845756433916,A,C,E,-93.3484188439358,-186.3033555211112,0
None,-89.76482710713056,D,28.924754532410308,D,C,D,-70.65348823258384,76.08607594566766,0
Other,12.073689235230946,C,158.21168171913064,E,B,A,71.15506059937346,68.83822674288336,0
Buddhist,50.577282732597496,C,84.17480202283296,C,E,E,142.00332270897553,6.326921044639901,1
None,44.906172334817406,B,-81.23153119060643,E,E,A,-1.736367253841984,159.1254355712367,0
Muslim,-130.9584610226318,A,-14.460777900731337,B,E,C,123.4875024898271,-89.3005516963219,1
Jewish,44.4689362524549,C,24.32008942341345,E,B,C,17.51016943577988,163.34596073233993,1
None,-62.82837405462301,D,-16.915833417202105,E,D,E,145.7324280604174,29.834471355049853,1
Muslim,26.06508150713714,E,116.51989088112758,D,A,D,9.354599732022933,141.83065069734297,0
Other,40.29257895107058,D,-75.07698387126803,E,C,E,-93.16803420410079,49.38475395002279,0
Jewish,195.73780223071108,B,-32.83701093790393,C,A,E,-45.996507753881644,27.399480962611943,1
Buddhist,4.2155112740404075,C,117.29759193311129,C,D,E,152.9326973905587,-53.10447598818242,0
Hindu,-57.78569128735602,E,81.44489728719321,E,E,C,-47.90357157422901,-95.98935761640006,1
Muslim,2.4765803427862823,D,-93.00560631679346,A,D,A,-112.86646731043537,-0.966212089322554,1
Muslim,67.20959885380276,D,-18.237584502451114,E,D,B,-62.3310031171888,71.69826445167014,1
Christian,39.10526042465044,C,82.72305426971697,B,C,A,-77.91211760611571,124.03933364454427,1
Jewish,-209.9398141319018,B,35.903880133629116,E,D,C,37.45292719542521,5.051303783405806,0
Hindu,-16.809518486428356,C,132.6648088142676,A,B,A,-48.36949389864032,-165.87059343561558,0
Other,-32.87447750885055,D,-34.281328797547964,E,E,D,37.60599981938055,-31.620230616331884,0
Hindu,-151.74529752284022,D,-97.01500055255924,D,E,A,-38.36620700888751,-77.41802395644736,0
Buddhist,-11.23834881280465,D,13.337526191039595,C,C,E,172.69888141753407,-132.260600878199,0
Jewish,178.83995633885127,E,-161.7256284669854,B,D,B,-57.469973514963236,-231.56530738214585,1
None,-262.1994686512643,E,224.45396589270757,C,C,A,91.08526060957956,-65.51918051005198,0
Buddhist,90.55983340242635,B,-26.361169023755078,B,C,A,-28.184960064461606,27.240404883369106,0
Buddhist,118.44410601073523,A,45.080431681634515,C,C,C,-62.01617699238997,-3.8249604638234977,0
Christian,90.71950538846177,C,30.534059036285843,A,A,B,107.22811886244877,105.42091570146728,0
Jewish,123.85750655994805,A,42.77483005443147,A,E,B,35.38129179521777,-27.01658684019185,0
Buddhist,-186.39744469034227,D,-126.22312565050899,D,A,D,67.7637614492836,103.68449690199503,1
Other,3.2081491416941175,C,38.769089876798205,B,C,D,51.57492157021143,-77.61072408740864,0
Muslim,139.63430432080676,A,-71.48735931463045,B,E,E,-24.3176766002696,-47.913061888834726,0
Muslim,27.03281379556632,E,-118.73654523302636,C,D,C,203.715538840782,-97.90591106760208,1
Hindu,45.94921116278874,E,-121.74015408024943,E,B,D,51.1687034061447,214.0491509973577,0
Christian,47.227725114284695,E,-77.6573693512859,D,A,A,122.49045586985933,-2.1944865940272344,1
Other,42.14486060798699,D,47.23281153655063,B,D,E,100.90630327918484,99.82172206931813,0
Jewish,-42.96237612802229,E,27.490869286052856,E,E,C,-50.88630598898415,109.39994067454735,0
Muslim,12.85869133843865,C,-70.54350407856072,A,A,E,-19.561927411760035,-19.865298273011103,0
Hindu,-98.81990375340818,B,56.362563605492134,A,E,E,-143.45833659404366,-33.00715996749224,1
Christian,-5.323873519450301,E,-84.7844367167191,B,E,D,-49.73074786385303,86.16670597414185,1
None,-60.21453871134177,B,21.862404583363414,E,C,B,124.18043712628659,109.33740376300538,1
Hindu,136.1146706000903,B,47.60147497607486,D,E,B,196.46189626217884,-42.32207014985935,1
Hindu,31.61553754012636,A,48.017072176005705,C,A,C,-64.5612118398354,-10.70580635572904,1
Muslim,-117.87244514602062,E,132.80923542634176,E,A,D,18.901813667544832,70.15081051061523,1
Jewish,32.81713073459887,A,-98.10860667102469,A,B,C,-90.16481273098582,19.44503271145775,0
Muslim,264.78578663206224,C,22.20486047703081,C,B,A,-19.449301770643114,244.9021721224096,1
Christian,67.02094686341779,D,-63.150544392078146,C,B,D,-100.89709721186817,-139.11233067195357,0
Muslim,-9.370220892762593,E,4.101847574821087,B,D,C,-233.85002902070354,-7.718408574767518,1
Hindu,-158.3660469719031,C,-36.4477682878405,E,C,E,127.8497011816186,64.52695878654097,1
Buddhist,199.15396267289788,B,75.93233289028464,C,E,D,-56.66885722973404,-2.260357573972418,0
None,-172.0142503103133,E,-177.23364285948847,D,D,E,61.763032361577686,130.75054839920665,1
Muslim,34.482830636730675,D,-223.89731021404836,B,D,E,-35.33698620622106,66.88940156259129,1
Christian,-128.90720290808196,D,52.71111074568749,D,B,C,141.5260969317888,-223.90588668044998,0
Christian,109.69419923844741,A,-89.64165728842023,A,D,C,-12.801029370518574,-107.79872007496765,1
None,-148.79707528091632,B,18.622412488035877,A,B,A,-131.9997574905351,32.95647820698542,1
Hindu,-170.16795967400435,D,159.95200009289218,C,C,D,7.763312529384217,34.70064822299065,1
Jewish,93.24319163612329,E,-36.57207177588092,A,E,A,38.553568951423806,149.50277870250363,1
Christian,63.08911548166443,C,29.564157635541026,B,D,B,-157.3376763829179,-255.6901829614939,0
Jewish,-147.40504763989125,A,69.0472635259048,D,C,E,154.6379853622016,-131.23406174133464,0
Jewish,29.295942003104408,C,-24.493754224426905,C,D,B,-54.7580272904796,238.60169067853062,0
Buddhist,100.16329013633873,E,83.23145598659202,D,D,C,24.379865721882158,-6.019115506387946,0
Jewish,-127.02656587404155,E,-97.94989474639983,A,C,E,67.02332090228802,88.18320900908975,0
Christian,206.5780281152041,B,13.627216090764785,D,B,D,37.66279350583963,192.46877179632565,1
Muslim,-18.661610679343088,C,-62.64957552184172,A,B,A,149.889948134765,-149.83522124737885,0
Buddhist,13.359513232507265,A,134.4532190908296,C,B,E,13.070535033840047,-34.83473469483575,1
None,-47.72972507751791,A,82.02078758857976,A,D,A,-34.820808800221656,22.048334934123105,0
Christian,-27.02856379411299,D,213.32692379292592,C,C,E,-109.34080160653001,-154.7842038153865,0
Jewish,32.430317302525744,D,-83.33143584790889,B,C,C,-89.68292553291562,-128.84750338048988,1
Muslim,189.75740951701817,D,-134.0040270143406,B,C,D,29.75660608430258,-37.457206778292154,0
None,20.501843422929696,D,-235.62368294323286,E,C,B,7.662861425145675,-22.932247560171298,1
None,69.88390685186623,B,72.9941821692156,C,C,B,-27.336942450626715,156.96918712009517,1
Christian,-118.4386210684006,D,195.321480632274,C,E,A,-17.657508370999246,217.67002709560637,1
Buddhist,109.19825006438029,D,146.31925707121275,C,E,D,-246.94986347085037,-2.5996076423701364,0
Christian,83.96406233406931,D,23.16716312513407,A,D,C,-86.73797940884394,86.96704639281832,0
Buddhist,72.42974158261049,E,63.628206516465326,A,C,D,196.05060847484845,183.6132689942336,0
Other,-167.6388865850146,A,-189.7343851625321,B,B,D,-32.431379796821865,-71.64298866686592,0
Hindu,74.47842810059521,E,203.36182149626922,B,A,E,-13.228572235666942,-17.72927949254473,0
Christian,48.004077835978244,A,-59.07556720101179,A,B,E,-130.2641954001117,-13.388598794653603,0
None,-124.52826331381229,C,69.69668834712593,C,E,B,-93.21222703418861,-99.13153656915638,0
Hindu,16.270574275036754,B,-36.23803343795866,D,D,B,-7.010767987829651,-152.51918874307358,1
Buddhist,193.87784781163325,B,-35.57624833276808,B,E,D,-30.157855414346884,-171.25715849905373,1
Muslim,-257.01812528415144,E,-27.927384097589403,D,C,D,17.702926680947044,-166.4407059942333,1
Other,-20.16827619153552,A,-125.02909503436818,A,E,C,-12.494875341975789,-37.93366444774089,1
Buddhist,-100.23701024965821,D,-60.8257574703065,A,C,C,-46.55156082912465,-47.2329021858924,0
Christian,-108.71243203796732,C,-53.221126694809804,E,B,A,84.82026733939048,18.904254506106714,0
Muslim,-81.18605470610282,D,228.3653068902159,E,D,C,-231.30401900918991,-179.9917976695005,1
Christian,138.62163345528197,D,-187.89111914056497,E,E,C,69.30359502482432,-53.0286825938942,0
Jewish,227.43422632097872,E,-54.53254202811131,B,B,A,-73.8228928617178,-82.81543091122398,1
