Age,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
25,UK,-189.65831712926646,12.21631462671677,218.19039491896208,-114.0312662983243,E,-9.10688365734298,190.67555973513169,C,76.79531079372714,C,0
22,China,-111.86873077581332,-89.76676381492902,264.5476709924359,83.05305337431996,E,139.1653563617573,81.33238142593343,C,-230.52176883220022,C,0
58,Brazil,-26.394187767686685,74.07098243742502,-74.58791615686168,-2.3861089472588324,C,-6.982400699957575,-151.73340137323734,B,16.406227836581976,A,1
31,Brazil,-21.6152655867962,-64.29084128555998,24.809923828229905,117.5885189955757,C,-16.295962770215418,197.1209830406863,A,-48.4731968910168,D,1
42,Brazil,-229.34861760896027,93.72551318752312,163.7457287580258,216.36955893141248,D,125.12409700193399,-61.57281777938911,A,93.07041075642832,E,1
34,Other,54.77261322660908,129.23855215606903,139.2154940704305,90.00316535759195,C,-96.81863507469637,-139.06570625218257,E,-82.23352983294699,A,1
65,Mexico,165.14110388237776,-97.44134866719192,-254.898570733262,69.97453351094947,A,45.485549894984025,-213.71093787585852,E,-132.14988181792128,A,1
33,Other,80.94973153317866,20.606043715770088,-75.7057509669815,-122.00969885473715,E,73.88469393228523,-47.12263652721854,B,-91.35521068006305,B,1
18,UK,-136.95544414648836,102.82270287340182,-118.07527252528584,-195.92557320710745,C,29.219056127630672,-97.54680927011283,B,124.29850459339735,E,0
93,Brazil,-83.23662670942235,146.62326509882863,218.7394413795522,-139.40860131531457,B,24.91831039939273,-112.85553827099805,D,149.45348430343714,B,0
60,Other,-12.931657581424014,32.02806692306612,-76.42751861271421,58.98722253644044,C,-1.6861441476680772,-235.92789623659866,A,37.83638707097219,A,0
80,Mexico,-59.89438407624576,95.99579619028911,30.70390578971034,61.479710561039916,E,87.38795363506718,10.79185536812226,D,133.48466017414654,D,0
73,Brazil,58.393359980263035,-159.02152305998624,-4.810779063361816,268.28617300682754,B,72.89783875374236,-70.99659847982991,A,13.335310900826345,E,1
65,UK,-66.33060835211379,-195.48160073740334,3.3377563858167654,107.72839595255202,A,-91.239163442268,-84.47185157566216,D,-186.86789954402917,E,1
22,US,-1.9861492216715775,-70.77666025419964,120.37505909345425,31.872045128414683,B,106.19178479568481,-9.653034306253645,C,-74.92383077994556,A,1
62,Other,57.870977916314224,25.355397443545986,-160.17195186351924,11.20674484985128,A,31.0290349270644,-75.50868714809535,C,132.6639209117381,B,0
20,China,109.72964233244915,-102.30318564141774,72.51501908536676,-52.43101329942351,C,159.89431279275493,55.78684601235645,B,8.681880040157717,B,1
44,Mexico,136.4967640212137,-1.9227545934706647,78.58667543375965,-93.88049388199187,A,-26.390441800256347,46.189343235423834,C,13.93795944037046,D,1
82,Germany,150.44802796363567,-23.419378185160937,6.708697206714,58.64849360520314,C,-67.49129131210744,-75.2680890731929,A,-299.5739273499524,E,0
61,UK,-46.28576543309794,-75.54339361110713,-4.651831329062454,-100.95250032094552,A,57.75835636871564,-58.67460169682893,D,-110.14468585031369,D,1
86,Other,26.600879269131774,-149.54922086075865,25.06170333010186,93.68220155229604,D,48.3842935186752,-55.77415486080491,B,34.707782468828356,E,0
48,China,-243.27794242687068,130.94851919592432,47.33340532734622,5.146863564689831,A,97.25939371082694,-40.87641000731008,E,101.66865886385561,A,0
18,Brazil,76.81043460861122,89.92613330071421,-96.77245509107836,-120.85049198206308,E,54.401807321816385,34.25474707614081,C,49.86739435320546,C,1
28,Germany,-83.54988084517136,199.2828139639424,-42.54850004236058,66.68007730494695,A,45.61814045046903,34.438592996370694,C,-54.54691422419407,C,1
82,India,-22.947555120412776,85.96425298221561,-141.96775339757798,-85.43646391370075,A,-45.98300651973756,-184.29449756924396,D,120.3452857742394,C,1
23,India,82.18082601895937,16.051119726712162,-41.19638262316903,65.41557513990416,D,96.52957793797059,163.80519173945711,E,-113.64466181928299,B,1
19,Other,101.80077718291456,235.2426168677606,69.93437296524986,-19.176436373278346,C,-11.446897726781843,-2.1687783240821688,E,110.50712733250944,B,0
32,Germany,-151.24835211938856,38.708075339653135,-169.93451610642353,-70.88007962753137,C,-88.22163569603882,-86.46689682702556,C,133.9103705885984,C,1
41,Brazil,-10.187589108112979,50.78345284793119,14.098973749161612,-15.426099241485696,B,-18.501710097241357,10.414773897605482,B,-156.67585407981053,A,1
67,Mexico,40.58429199231073,-43.50649272553495,-64.9898248514787,39.225055779320066,E,-109.84195171320972,-89.01120378167879,E,-11.64190117647598,C,0
54,Other,-21.112010696988566,-113.95009536987864,-75.29689207090803,86.81591099402692,D,150.89902326414543,25.785865307228363,A,-82.05038262994628,D,0
21,Brazil,-127.56627416895032,-131.9808463455415,215.1678724459076,9.495109956146868,A,-84.64633553740613,66.16552828375471,D,149.17151762551,C,1
53,US,-24.239939310354522,-50.23450782085198,-101.02703345797754,-7.341640453693082,E,129.33678848695808,42.66107555580747,E,83.13520585605644,C,1
68,US,264.5933266246404,-90.57087442092188,-151.17351096435488,-122.59675155334541,B,-178.89923161560577,81.63901229320302,E,-40.1364170463214,A,0
52,UK,-118.68691481088118,-90.30825761025375,111.81561825321758,-75.95099066721086,D,34.778023865752395,-55.029160984005244,B,-76.30381162781997,B,0
59,Other,-44.66721391229634,86.4000325196859,36.39837968289862,4.718445873794344,B,128.335503546476,-104.87708042072472,B,-51.421570163392715,C,0
44,US,66.22455702867914,11.72312726075349,65.0459258295116,-135.60216567957787,C,-140.8179555252123,-90.92248753336098,C,74.73628502148023,E,0
69,UK,140.68902615630213,-95.83611253595075,-122.43693280074497,-100.12550507958449,E,94.61506978151537,15.683484000798298,B,178.66109861340553,B,0
80,India,-109.88717496434639,-35.42193122650209,-161.84988323002452,218.74876245637606,D,-116.88676314117514,-3.450874643879467,C,-13.52715213333784,D,0
20,UK,-50.467010506885565,54.80093469758647,6.839083750875452,172.25353424395783,D,159.77174694523165,137.90780160086112,B,35.637429129345584,C,1
57,Brazil,-62.32092706639774,-171.84756699160374,65.23885848843354,-14.296784514814185,E,47.76170047484965,1.3420520336635964,A,46.186252496045554,D,1
85,Germany,-22.84574011015335,-12.912892753694013,-0.32016215243755614,-64.71761872735875,B,59.979070988552806,-50.99144218270703,B,-26.236297084976407,D,1
43,Mexico,-110.92966271678067,52.44362205672207,2.8345349312802472,24.111769988859287,C,-79.84591886743955,21.891361631344108,D,-52.12807666872277,E,1
63,US,-14.215416597675084,-264.3558275903001,212.62683439043332,-26.866476993605904,D,-25.395328855464065,120.63729789307314,C,-174.24520880372265,E,1
74,Brazil,-170.67369348424108,-131.17118485134006,-118.3082757392512,-169.10283109920275,A,-128.09197072012546,21.37762274601795,B,97.01747477714531,C,1
61,India,-28.336129637956674,110.69628557480785,-44.41948897234793,25.440956060504767,C,-130.3343907776187,181.01854616248966,C,14.45271362726514,A,1
76,Mexico,-58.59498524041158,311.24818113794504,72.59454234620894,3.3190932860458053,D,-111.4026769003307,187.2934538715809,D,-39.95918752452201,A,0
72,India,-113.12655495081539,-132.9239930005254,166.35174354962342,-76.4294598252837,D,107.41054971279989,30.38347610412611,D,62.338560146178935,E,0
20,UK,-99.58826765257662,78.70793230602276,-123.41886623219476,66.6364832817094,C,84.525480981751,42.78336472018,C,56.87418697585609,D,1
91,Germany,43.9273201671159,-125.53040481955288,9.536842432511422,-97.13230247187322,B,92.15731239613834,157.36537745945728,E,39.79989505194698,C,0
82,India,-51.3591039435635,160.69863554472633,118.90535847582422,21.412685991087304,C,24.175980622761,121.28505181616171,B,117.28556841351204,A,1
44,Mexico,-79.87869567278527,-151.77384763229523,134.23817768688343,9.715497849908388,D,60.55210759802585,67.71738804540158,C,24.82047146623601,B,0
