religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Buddhist,61.96305742696673,-4.935796133594922,-85.70169463186596,-37.037890901997734,-128.28790742793709,-52.613462298290415,-52.04128626197109,C,C,10.047450865839858,D,E,-57.372979188376625,D,D,B,1
Jewish,-44.38693396443919,56.85507026789579,37.73207752757827,70.15547705620862,311.78760457920873,9.72510710594438,-75.97142210832816,A,A,-100.90555971001834,B,E,-174.48987991305796,C,E,A,0
Christian,69.28494962493812,100.52421590556,-30.606889462978987,-65.99122403891985,-47.59346919297697,-197.87646228064247,-15.82022003963065,D,A,-36.61745341852168,A,B,96.72853469653504,B,E,E,0
Christian,-6.823570760352557,-134.99905293603035,107.377070157029,65.49629258912178,-30.358357513784597,139.05921005984544,64.10246579076257,B,E,125.46554016761522,C,E,150.635365363044,A,E,C,0
None,-103.1079436375761,100.45551158597026,48.664302582529864,7.965234354624416,-137.27095526078898,-62.87953509134707,50.88173556899385,B,A,17.936748448818076,B,E,-48.68592312769185,B,D,C,0
Other,27.67499807454031,-0.7529546583924099,74.81152183329172,80.19739059331485,-23.803967240802372,-87.27526985283465,-31.810907285637143,E,E,144.83123402473586,C,E,123.82183015313974,D,A,E,1
Hindu,30.337306215878566,-247.34483359173373,12.19106496973006,-113.6142866430541,57.50399514996626,-89.0542432288119,195.16080922997153,D,C,237.10131568030005,A,B,-161.32300364919575,D,B,B,0
Muslim,62.86220001047512,-1.120297334968665,-92.55178009275963,-80.82994956066347,62.786385091330864,-76.06758730687744,26.17308645288732,D,E,43.54700608464287,C,B,86.21890066726759,E,C,E,1
None,-163.25661750280793,-55.44311037974392,149.35942678077086,-24.8832334160059,43.610925923998856,109.21002517273735,57.62954182673038,A,C,98.21045096352712,C,D,-10.986535445388869,E,E,B,0
Muslim,2.2035406301382574,0.8279390101231824,-245.1374457606401,178.5873877842872,-88.64949829292014,-101.00148515823646,94.09417126997594,D,E,-59.22316877257223,C,C,-120.07337497892776,E,B,C,1
Jewish,26.967538182415268,187.7945788742988,41.08955900058491,56.28981253437758,47.73954536161755,-208.64018595787903,85.4534364440206,E,A,-61.79490191907754,C,A,100.5790130044553,D,A,B,0
Buddhist,-247.52388890418686,98.3500037129049,-136.43221905858752,38.74495087354897,-13.03015881629971,99.3546429158723,36.502263056211,C,A,-124.87174145986042,E,A,13.25604699230872,C,B,D,0
Hindu,-109.05896287298009,-40.41250929889532,61.43796542323462,93.18400556185672,27.071079682987193,13.606202721775762,-74.00965276826877,D,E,-67.73723329699538,B,E,216.08438173314974,B,E,A,1
None,60.62200323546977,-51.58483113278759,35.12543837593811,-10.687182215497945,160.60374482495857,-29.205258012309613,-98.4045877962066,A,E,-117.39751060006796,B,D,-41.313295262755766,A,D,C,0
Hindu,35.2675574900075,49.99122375219206,4.884533616903516,217.69978223574805,-57.89127850420254,2.733759380257303,-56.9345066348078,B,A,16.586216501629654,B,C,-127.23628991982213,D,B,B,0
Buddhist,-43.89293288560172,39.834361940137725,-22.402862024638427,-118.48870148598927,-91.55607226387711,-89.01210589566843,69.46226417963523,D,C,74.67256801831402,E,E,6.0583909360815325,E,D,C,1
None,80.48542757863301,14.226938131443475,-65.679456272222,-204.23071432005267,84.28446096505027,0.8719786495085101,50.90460584515134,D,B,-206.5684666465375,E,C,12.869384419500971,C,E,B,1
Muslim,-8.150171970228776,-61.649608192818164,-86.0645757351633,-175.77698199987043,-18.362514707598258,-27.475309174834383,-38.815324374922454,C,C,-28.594790717079455,B,D,133.5266711215309,B,E,B,0
Hindu,-166.6329876464927,22.862996031160517,-192.67775427886903,144.63869892589412,54.76650345099182,113.62472029030482,-44.70457781099642,B,A,-9.864735852357285,A,A,209.25579690532078,B,E,B,0
Other,-80.09273931489534,135.5800514779367,-36.56723740034079,159.0289833249483,222.25150164571096,-120.40076002172509,49.661903409164935,A,B,35.56685888582317,B,B,13.98940600934371,C,A,A,0
None,-104.26090588070898,40.846075805757955,13.626401830296912,94.77497333645086,69.44010645404994,7.4378579096300825,-5.5821521022019285,E,D,55.41461342139119,B,D,1.020424408032072,E,A,E,1
Muslim,19.301675560194624,197.28125562459658,95.86467273839504,140.04529383121812,40.92817569118383,-23.63253167505194,52.446257239495,A,A,-3.2234550980578716,E,E,-102.38980983847776,D,A,E,0
Other,-90.58114231868764,-12.99738291814875,-13.576976138104888,-63.90058098235026,4.368318604314126,-42.62969389776134,75.49314119268014,E,A,-39.16586862112897,C,B,71.60630015627483,D,A,C,1
Buddhist,-48.626874588401215,77.59141777387774,49.53138060987171,-29.746844328371903,25.565499341735443,-42.64619476565314,-131.34120649997482,C,A,-185.10342537435952,C,D,94.17039532523617,A,D,B,0
Other,-103.1567640823271,-171.35946405418588,-26.26557492404847,113.1373678659915,-53.73829277747526,99.67130009924021,-5.161057966200003,C,D,-39.74487001392991,A,C,174.69968243987205,B,B,A,0
Buddhist,23.599684274816752,-43.68906414845484,3.9794010923238567,-68.9478732982211,-49.924838380301054,-98.24231248211657,-78.8960202678055,C,E,-34.81138558360491,C,B,-35.2429219090284,D,C,C,1
Hindu,90.940714039097,45.255477227852566,102.02122454263079,276.442172829986,19.467087213732857,75.94141484327741,-120.98468730839251,B,D,101.54124062696495,D,B,-109.3592736987243,C,E,C,1
None,216.21656089221344,13.815749848360825,-8.024281801313824,117.38379850493116,28.02339239745526,-6.225382547364839,81.04531156023204,D,A,-67.35815555889255,E,B,-113.51173253868943,D,E,B,0
None,-74.71886562413245,-207.06282303326554,-56.95809239656866,259.002045896116,-17.486550935107374,115.32252578634008,26.313230984403766,B,C,95.63936848548978,D,C,109.85827173544381,E,B,C,1
Christian,-80.79386296322542,-8.033651011114138,-191.5574379044207,87.4636396092466,21.642122738014596,-42.596757405925004,-129.10951836572627,B,B,49.736035111646444,B,D,64.74685739286795,C,A,E,1
Jewish,169.56983634567843,-40.79330953932991,-84.19556194306271,-59.26202136933697,-122.74125431311205,36.47020751043498,-14.743997030862063,C,E,183.00814071415144,E,A,117.92059777088699,B,A,A,1
Christian,-151.00371425977175,157.5838146401771,67.87481168445285,11.876704196279809,-113.94865854262532,-73.31663299445547,-55.237408086599416,E,A,-4.39847699614028,B,D,153.61190408854824,E,C,D,1
Buddhist,164.9478457564326,235.15657033255252,-203.93105662415937,219.72055149086088,-107.46108384111514,-92.44319730084891,52.1608589908339,E,C,76.04366142878672,A,A,26.954323300240286,A,D,A,1
Other,-63.65973924791003,-6.019714428589327,-165.41464193700233,-25.06932514122857,8.200335474607773,13.714864704150592,249.96228062206796,E,E,122.37684080077365,B,A,-239.67502886245478,E,E,D,1
Jewish,77.85739808406372,-81.38356935725936,59.42344739288343,-103.85503349876008,110.30019470320369,111.15335686785251,-29.07903643596817,D,C,-64.82381398991407,B,D,-53.60219933188192,B,D,C,1
Other,40.468447809115624,-58.80335118137763,22.155551732481776,-68.57276142817217,-7.176872146418134,-60.50774771808324,-59.78094892647682,C,A,-142.700683368829,D,C,-162.504968360116,E,D,C,0
Muslim,-91.65388107876059,-194.34372292734835,-84.92700964054771,119.27999166173937,59.308911362842274,184.16333007315387,-89.39166945679257,B,E,63.47212540123426,B,B,86.1472410800493,A,D,E,0
Hindu,-41.431051082846764,15.710165674116691,-14.408157423603646,202.40832061668175,51.68169905675545,-149.50771475587726,5.427463876467554,C,D,-70.62799838892857,E,E,-141.66661105539603,E,A,B,0
Other,93.84752050871573,-166.45413666308087,-85.46587415016735,-34.29792344218801,199.2964864230878,46.62678164961066,-121.75893213402482,A,A,130.13067423530188,E,C,29.54159347958374,C,D,C,1
Buddhist,95.58683647212061,80.00564364822752,136.58835574435292,-73.83686711171417,-65.97366800771614,41.14730799746251,-2.799830866993606,E,B,174.04253778676443,A,A,13.095574660008522,A,A,A,0
Christian,92.023941622573,163.24009410568766,-42.30187972526024,286.49505774694967,17.478301373952114,-107.53042742583175,52.92089148128791,C,A,84.16181328718243,A,C,112.9272490977463,D,B,D,1
None,-16.027862549796364,117.50567423090455,-129.26803103002382,-43.59695052095498,-216.70032935927952,-173.59555230078294,45.29967842369932,E,D,33.11005257792095,D,C,23.011506402167328,A,B,E,1
None,14.279527349653097,-13.410847166176337,-55.512529142020995,-59.8290747066711,50.66116802809864,77.53070274660567,43.7150958068254,B,E,-137.89998813566936,D,B,-18.473749995901294,E,D,B,0
Other,-6.926850889987138,-15.458853025308885,7.401538853668395,0.36962841179730965,-50.91882817906873,-44.672253169954686,-15.063727697509693,B,E,-21.183485771076214,E,C,-17.415071273318176,A,C,E,0
None,-101.81415740331057,-118.9743417072068,-5.117189872420436,-87.8829700941841,-190.42514857319324,-38.297965114462365,16.93947857513047,E,D,-208.5848721997685,B,A,-58.9334678387288,C,C,A,0
Jewish,111.59678678268344,42.81742788877108,80.15250360636057,56.971095195673406,-16.15336516065559,-2.306451030532984,79.90644477076138,C,B,-143.22631231492085,C,B,-124.93278513382519,A,B,A,1
Christian,-100.6226837829172,-23.166255507257564,147.23978306435495,-92.80999924194539,-63.81854562653522,21.930721382344647,241.15210426737013,A,C,78.18093137108848,E,C,-113.24561398826746,E,E,D,1
Christian,-10.488840546859416,121.49334359259025,-4.205184072055101,-35.291275016789186,-65.89653604012491,81.34630216906332,163.6380098306659,E,E,12.152858533175422,D,B,-68.94239848484467,E,D,D,1
Christian,133.70220385510873,178.5416060789639,40.33402858070504,-17.694485036176353,122.90781320230471,-40.007699046903014,-141.7166402406855,E,C,67.43078171804862,A,B,71.7580700920945,A,C,D,1
Buddhist,44.21068131191488,-162.45572754822751,2.409444691797622,26.573568615958106,57.62909922829502,149.98184716927182,24.470697124306998,E,E,-37.004077786627306,C,A,-23.1198849909739,C,A,C,1
Hindu,-115.34276080437071,-134.155279282182,162.36812326149337,-74.85831874272455,-47.746851967938085,12.113520213411462,37.20244682232086,A,A,40.234318666651255,C,D,88.38510234560454,E,E,D,0
None,170.3118925131628,80.92018628336568,-113.04566495498838,203.38810923375968,-105.65452433808818,-6.7446685892712095,-26.880070933817855,C,E,76.33025575489403,A,B,66.26383901652099,B,E,C,0
Muslim,105.93930647013094,242.39674530898023,66.88751212563709,-4.760925870746358,-60.96977932568547,-113.31882658718213,-23.58308723996086,B,E,-94.10351167497504,A,E,-106.11369046874168,B,B,B,1
Buddhist,216.8372541450272,111.7504452954338,91.95496043190816,-98.47114926940094,167.42399293787022,-63.82504932170221,-94.70462935632398,A,C,-130.67006653935312,C,B,32.77010632917173,C,A,A,1
Christian,-66.69282268994198,-103.11454166269831,138.2376640920472,-170.19878674421813,18.513918615759472,166.20670745195864,32.05170838979831,E,B,-16.88143344794007,C,C,32.38770047029772,E,C,A,0
Other,165.4613307426957,-120.62303571981576,-109.0998463359834,-78.45206227925408,-110.54850465327462,-7.205221240813023,-6.688175928256065,D,D,10.777716064450784,D,C,122.3270962596252,B,D,A,1
Muslim,-50.12262922632724,72.37501277654077,-53.56226201526578,192.096889187357,-44.85543353397534,111.47624976035848,-21.737570435031202,C,A,16.858343806882097,A,A,-49.818099019718694,B,E,E,1
Christian,8.325085509578347,-89.30543764593908,-83.99670312962778,-92.78517924180925,159.46023743453688,-21.032916741423527,97.66171418222287,B,A,30.786615135802357,C,C,26.537052059258244,A,A,C,0
Other,-24.631008282374907,-109.9652364162871,-137.65697280397518,-48.714186180043384,-196.60599176637146,-22.505968332285214,20.32166489554941,C,B,-227.16007296161678,C,D,-156.56201168216236,C,E,E,1
Other,69.27385865353858,-40.921236457969094,-15.482262396789329,50.65861455465062,-173.17017594537256,22.243432695087787,93.1367784611268,C,D,15.49411253570633,E,C,110.13643621562909,B,A,D,0
None,-319.23448709035824,-100.19930719972392,-23.930643569658415,4.008601360687079,24.340159944335387,-54.65138959091366,-54.046784133600454,A,E,22.485607949353575,C,E,189.8059726635206,A,E,B,1
Other,-15.562696797501793,108.70170354025257,-53.685950470427215,164.4833085271985,-132.94461573905699,88.68939788219647,137.33633970435224,A,A,-3.18437674100608,C,A,-191.54917189942978,A,A,B,1
None,-138.8687574253235,-68.40952461903814,-182.5470085899085,169.5426430524798,111.33389863746525,-28.421075149269686,-167.46229254494523,A,E,-9.3117014405009,B,D,177.22889092073916,C,B,B,1
Muslim,95.53448125813901,-36.563803763079996,179.5898799360969,2.078710795103762,-36.28196422003136,52.042368726572164,-7.840851305985883,A,D,176.69415388953416,A,E,-135.48242510520575,D,C,B,1
Hindu,102.15197363682181,8.33185709078614,87.91469258245593,-6.5561525517448205,69.55313482468821,27.91746210104223,126.32678150016858,D,A,174.29822421562443,D,B,28.28940719493517,B,A,B,1
Other,19.12424328415392,-31.371437542654213,51.26998300893298,73.919646894325,-191.47727357299053,-95.99784488900085,-107.60596853782613,A,A,160.59388244648767,D,A,80.19764961373038,D,A,C,1
Buddhist,-74.84916756584096,-20.707808669375442,-239.22890609979035,74.4324778525328,61.69892837649014,4.422888004521408,-52.13027347087847,E,C,113.93432759271323,B,A,29.319501989412416,C,C,E,0
Buddhist,-30.584575344061594,34.9093308360233,-108.85679183365752,157.3927901409384,-75.00433997143546,-6.982576763944809,124.58084197004185,A,B,-69.33046237713411,D,A,27.543795480638998,A,E,D,0
Other,32.39794973629607,-15.895245870719968,-51.51564110759102,4.640643653641014,44.29801243524138,-51.81956409091734,-60.63253117987468,D,A,94.96667647297134,E,C,-66.3208180075836,A,B,E,0
Muslim,-219.27370446150056,135.1223146210618,221.99724547154293,6.734074147772671,-105.99388985652939,-25.717110967998273,-65.22232934835552,A,C,116.40856264731234,D,A,-158.07185274320247,E,B,E,0
Christian,210.07417430373727,-70.55129917876583,-66.37305503841164,117.00552662804778,-78.0981714200449,-58.143270785612,-110.17375674587973,B,E,-40.21852415396753,A,B,187.1524773566533,C,B,E,0
None,-67.34452161546902,-63.525904977433335,56.4896533056971,75.34409727662982,113.71283624388835,-81.16169283519031,-141.66520847586102,A,C,146.5119704943389,B,A,43.56771169345416,B,B,C,1
Muslim,-280.65161906112326,-133.97675120938965,109.15766322216116,208.26212833027506,26.162840987942875,-110.85128449261663,311.4167122866186,D,D,79.78839903406111,D,D,96.24757604346584,A,E,D,0
Jewish,6.648404750592536,-86.61454109114811,-42.10081845223228,17.81552147447377,50.95831269683948,56.00101363290144,-59.59579715262673,A,E,-4.7473381147217015,A,C,7.936328418458205,B,B,E,0
Jewish,10.518992146600134,86.92503610356435,40.236494998356434,4.393646747947328,-107.01714158139252,123.50858249861825,64.75559892696319,A,A,47.41897880206084,C,E,33.421266205339954,B,E,A,0
Jewish,13.756573310215591,-12.114310881241632,203.6783477686769,-169.48203164976198,-56.82713944086245,-104.15617618170157,73.8581071638276,B,C,-114.15102856556717,A,A,71.05915868055538,A,B,A,1
None,70.09363542172328,-86.81025203885689,-121.77717658291762,137.30706000531515,-45.19514422532858,119.41313465320297,-78.44155606712857,A,B,55.52651802222673,A,C,142.59152721680485,D,B,B,0
Christian,-90.80530158164481,-17.727145199495325,103.6425047040317,252.36904932852,208.8611678793331,71.6835692991371,-16.307631970787547,D,C,-51.83957806829247,E,A,39.195158408055924,E,D,D,0
Hindu,68.12148233120354,14.423886159207843,10.091968922596696,-128.67583559998835,-50.885301934323635,10.227064301808428,-133.27133670592653,B,D,132.47573012750027,C,B,103.47375162881028,B,A,C,0
Christian,-53.2307349304574,81.32778460901862,26.21376415988552,127.58538855113966,115.52107344857502,71.07593707294075,-105.97148728292656,C,C,-87.20013019871237,E,A,-25.624851209616494,C,B,E,1
Muslim,33.71384258984318,110.89760953932083,8.556092284486953,47.46038213112516,89.58931535787372,83.33312946243007,36.670486273253985,A,D,32.77364870244747,E,C,-33.74295914371829,B,D,E,1
Jewish,5.351972612591513,-38.08398290748562,193.57220981818583,146.53626838291433,-33.41057506164039,-55.380488782343804,-128.24109332518057,A,C,-116.94815851894549,B,C,-92.50335011714685,C,A,E,1
Other,-72.77621340525752,-142.69605701648382,-13.881714093468478,29.95270521745822,-93.0134023277592,20.58653672515675,-83.87633372797346,D,A,11.308695637448432,D,E,-84.46910148408661,C,B,D,0
Hindu,-53.86819631715654,-54.016496217914636,5.383015636083738,-9.455851196807636,-132.9732146513136,131.86810277671194,100.04540580667596,A,A,-7.187709223371888,D,A,-131.34459536785675,B,B,A,1
Jewish,24.13209082015106,1.1020218078790056,-54.44253161195219,-122.89339825210467,127.01653580284737,-52.448324923230814,-105.60253351447533,B,B,8.695338026274667,D,B,157.43153735221227,D,D,D,1
Buddhist,131.83025841235184,-47.26633259969633,-95.40289250260835,49.38880672113819,-235.17198499219302,-38.70788361640402,-159.94900073480352,E,D,-20.41660159237517,A,B,151.2144772263864,C,B,B,0
Other,85.6002598517099,44.13810604521691,-57.72064574297815,-82.31406256039935,-24.33232433942661,141.61156956560353,135.09338686790764,E,E,-168.39200828856914,A,B,-0.9179078098643904,E,B,A,0
Hindu,73.86647511662154,-94.11781421094392,50.19450135487952,-63.41139556472313,-17.092381746337654,81.4347334577183,-0.6562017769735239,E,E,-134.74120488277924,B,B,146.32087156844034,C,D,D,0
None,-107.20003723236955,-0.9722755008315697,176.88102892813907,-33.491296939771495,-17.490341910466682,-62.254312862928494,-106.4703507879102,D,A,264.6098040186051,C,A,27.36039065558534,E,D,C,0
Muslim,137.07638549907733,-82.5073740677265,75.11167768545036,15.650599847764285,-41.16633778837839,84.60780578994523,-24.714629186949935,A,D,197.7694178939036,B,D,-92.57023114266372,C,C,A,0
Muslim,80.24847977885369,-8.245015381289324,-195.07076875567267,226.9957286062656,-68.11681034819517,31.81108608895074,-56.553363000312665,C,A,-183.0925196041938,D,E,40.90074922269681,D,B,C,1
None,-1.32259364889589,118.6805185366619,-108.98552068526955,-29.07926246361964,-127.02233178897285,65.08124247358487,-37.19225910364582,B,C,100.88265309746379,B,A,15.971175971721827,E,E,A,0
Other,31.926367488109104,-37.30332531174243,64.60062690026649,7.686597104017945,-88.05272106579996,8.43996688155034,109.62622447005153,D,C,-25.063160285544395,B,B,97.94455268998614,A,E,A,0
Muslim,-128.3638990286957,233.70169024983852,-212.86904896741086,250.4066253389889,-202.58931137026318,-5.970053983806381,11.807181410530912,E,E,45.70292264415638,B,B,141.81025339466126,E,D,C,1
Buddhist,-108.8801148673762,-151.18085490990148,145.6768742588305,-39.39150478785052,45.04280643918782,50.19790576578923,40.859838316691494,C,D,42.55666464573317,A,D,-67.2793502935931,B,E,A,0
Christian,-79.06752382477923,53.635301497432906,61.32063965923382,-218.179677458049,-49.92152574387445,-150.57605745694082,-48.357213305313685,B,B,83.06353411676736,B,C,-21.779656402557023,B,D,E,1
None,-93.51274488186586,-9.87970540568902,19.84363412789535,-164.62506219192304,211.32538027631176,-75.90840806445428,9.101094913460468,D,A,129.38023556792294,C,E,-70.5998960296825,C,C,D,1
Hindu,21.182121119031905,57.539326923045884,-11.558201074180209,-80.88205933962422,36.65615968955485,-30.69584316238989,129.4916191839122,C,A,98.50803992833686,D,D,-213.74376039351276,D,D,A,0
Other,277.14168538496114,78.91871592067535,-116.39948410413763,-14.584541991667987,-160.2482442757559,-34.333626081057176,99.34100775757824,D,B,68.23361581227397,D,C,-9.110240999348692,B,B,A,0
None,39.34130128874373,-74.62966028876909,-33.82201091219506,-92.65561654823932,0.7217880077594727,-100.0907916140695,125.15195668788182,C,D,160.9520713902883,D,E,28.20525576909291,D,D,A,0
Muslim,137.89653302137367,82.91054963474824,-39.38421223720828,62.34126633431308,-25.148533243256754,39.45942451363378,65.86198828145095,E,E,-15.910893694555359,B,D,51.465594417275994,C,E,C,1
None,62.21967212054692,86.98409434686154,-41.15090829123152,-9.364715630384914,50.83204325468805,-52.12309291000344,67.3483933284719,D,D,-30.51287248069571,E,C,-95.93706955849885,D,E,B,1
Other,17.524541702502837,61.88954915321231,42.771064762090944,6.524306350074202,116.76049889965188,-63.8021273083479,9.97388515974042,C,A,-20.71283432761677,A,E,83.28484463943285,A,A,E,0
Muslim,-84.34639357224115,-106.1295216416136,14.317753065678746,63.646690766119484,-35.904318756814305,162.01535376827533,41.04610080766435,B,D,-40.106582443331675,E,E,-317.24787882939654,B,C,C,0
Buddhist,43.59344748791498,-23.22576380571115,138.6980121628712,142.93463138899634,-209.9550985797179,44.806844092430126,2.0704752400190487,C,B,10.58946912408371,D,B,-31.98295111761052,E,C,C,0
None,-16.60105148106659,101.64035710371238,99.36079566061498,144.4659003237087,-25.44763318837302,183.71145375265604,71.19858632915872,A,D,-56.09575712256788,D,E,72.50707122221397,B,D,A,1
None,86.52816562387883,31.76809253223121,132.13646897288655,-48.28479247917059,-104.71023760621495,-143.8922730361587,4.6621374526713835,E,D,-29.48782744381423,B,C,11.13369255459642,E,D,D,0
Hindu,-76.80180511914658,34.81089667919221,-54.01110182486607,50.892010634674435,-87.3119601052959,23.87990602551454,-69.84380941641899,C,A,9.304354360796946,D,D,17.929174192721295,C,D,A,0
Muslim,-19.58650945302404,38.644093091764034,169.4510991361397,63.41332687355315,1.68954400023428,-65.09446292386795,46.97370607804572,C,E,58.663099709094226,B,B,-0.535665290609942,E,E,C,0
