birth_year,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
20,51-65,78.12547229972108,E,C,-82.71887833493034,174.12582615771396,-13.368864194335355,C,14.579277388835838,B,E,B,-43.24934479530748,-100.86160394458055,A,-98.65302808384432,0
78,51-65,-65.84171273267381,A,E,-43.6419753006297,143.4992854706925,-20.955400426648062,D,-0.8644210688565801,D,A,E,30.929785831380347,154.01021919091804,D,67.47947430637696,0
67,36-50,40.2271352255491,E,B,-40.69629398427266,87.99877154173085,-123.21316262452152,B,-49.94867925109717,C,D,E,-142.47320849918532,32.15634707232291,C,76.86177490855432,0
30,18-25,68.78698994994696,B,A,-41.366255844794445,26.296115061280208,97.88104200709564,D,85.10338153842338,E,A,D,-90.47442730203257,-62.25480729691739,B,36.9154613049911,0
66,51-65,3.005734940507639,B,E,59.205098906883926,33.27895758060336,63.93471822676449,C,-67.8415036528727,C,A,E,-38.238696701141706,122.10114429718276,C,-62.56952062302044,0
36,51-65,25.488378213449465,A,B,216.07382191890122,106.38402800620064,1.7342043380690415,B,-87.04726355850788,A,B,D,216.74999946280934,80.77907579590811,C,-44.29813589045673,1
64,36-50,78.12741191120259,B,A,-26.659218180144613,-76.15853355645672,113.9197134354336,B,-49.84436991546527,A,A,B,-165.36377709196208,82.94730441501922,A,-15.900490488506772,1
32,51-65,153.32104291268777,D,D,-250.2703068264347,-89.91778739279606,-139.20188477838775,C,-85.4427310009143,C,E,C,58.11811760139499,66.34772191917162,D,39.099577267465854,0
72,18-25,41.71926923009237,D,E,14.100399454269882,160.852352838306,66.65649371119665,D,145.23726268667832,E,E,A,-79.6163168660886,-216.67464416472103,C,86.1230923069193,1
26,26-35,-22.529872642832355,A,D,138.5088638805146,21.72721938549452,30.494017567242683,D,-171.87577066739104,A,E,C,11.856434832981448,39.87687778152816,D,21.42507661747824,0
62,51-65,104.19094262752549,A,E,-74.57731200166002,90.00848550679488,-5.938201003078421,E,126.22147221804111,A,C,A,25.904686198428124,7.958915310624687,D,57.72434196100753,1
27,65+,20.567216420214905,A,A,-12.76069536687504,80.59819815853193,-37.375787656907306,D,-10.37067719152483,C,B,B,-70.46183160768085,204.50255680792128,C,-193.2311108492001,1
75,36-50,-177.54076303639752,E,B,-59.52137031301156,-160.16538979685853,-8.560485491958286,E,21.78988522677692,E,C,D,6.871028475527561,-91.5421085468831,B,-186.26432348265075,0
