faith,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Christian,African American,-221.37733615398986,B,-23.860859788867252,D,3.2613932272684365,91.18076861784007,-59.88784742279659,12.74822741806744,1
Other,Black,127.7310695821575,B,-5.314389808383912,B,-274.16453568923663,28.144316497837025,81.15115924486321,48.906071593495774,1
Muslim,White,-8.769986179762123,B,-131.66246418912408,B,-32.945176175238565,123.52316833624973,-85.68739441470022,-108.55395469450416,0
Hindu,Other,-7.116501416575572,B,89.45263313110715,B,70.26187999640976,20.531758072818832,189.71589661045775,181.11721626883798,0
Muslim,Other,175.9570620254244,E,-3.083447024559828,A,67.6451197151302,26.161218488085407,160.77067273210105,-19.085766940735567,0
Christian,White,-269.8457035912756,E,-20.321695726504238,A,29.686238018845028,29.727908358884374,-52.26062852630435,249.14853011925504,0
None,African American,-30.63865074492459,E,16.78483198138918,C,-261.0545056537646,-79.6209942826916,44.29907764136097,127.5402184469409,0
Other,Other,-16.101980856145698,A,39.816179395476006,A,24.50262873980561,17.290916161057577,-8.142362327072979,-77.42498077314292,1
Muslim,White,133.26849732959,A,-47.56693025011373,B,-68.95863518464755,207.931242992698,-104.92772454663046,-67.24545195413907,1
Hindu,White,7.6185015576751915,E,22.272486311255808,E,-15.296403317180452,34.21970871229025,34.710858042193394,34.840538431113934,1
None,Hispanic,-56.08158702848306,B,-7.0952394904776765,E,-235.02890003154923,38.41454748676063,185.21757828417057,-2.2453314182506032,0
Hindu,Hispanic,36.32322252722373,E,44.52671372622232,B,-154.6600063752432,-133.71225238746058,6.362444400703588,-109.55617501491248,0
Christian,Other,5.5932791451198645,B,-79.10932214558431,D,-156.5905929024371,75.9573295010107,137.44513066962875,-90.17795908320183,0
Buddhist,Black,36.64589357216747,D,5.731396553839942,B,184.04449651844394,70.02106904937973,-149.90076598433564,-62.81484682452102,1
Hindu,Hispanic,-52.994194961862306,C,-3.4593358414044166,D,-42.72414496019431,-28.15810477509311,-3.9790522152548413,4.87276772749169,1
None,White,-115.77456725206119,C,115.75203575554711,E,-225.4857523136547,-71.43671417279455,5.163793260322501,-3.0174586439167967,0
Hindu,Hispanic,-6.502524486055876,A,122.70703502213058,C,-129.90262372356548,60.44431830846999,-68.6738393321002,51.17319570983297,0
Hindu,White,93.34874781984558,A,-75.73745035354366,E,135.09869734173643,61.48736819751396,-121.99471775828002,-115.14681767442792,0
None,Hispanic,-59.32187991909545,B,65.23576789904531,C,125.78742396718718,-52.30822260523205,105.94200902938486,11.83642868582951,0
None,Hispanic,-143.22938321038052,A,39.61316481693976,E,-24.545833077671105,153.84883920382038,114.34981681661863,-79.91651078274327,1
None,African American,200.6859000714199,D,-17.701625424017127,C,92.79318684173012,-137.86747746719584,-98.48671952104048,-82.14237524136513,0
Muslim,Hispanic,-2.249847103395527,B,-105.48573579251554,D,-135.30012008595193,123.82373920296999,-123.21674957015662,35.70892159140844,0
Other,Asian,153.9437785035418,D,-80.63501814104322,A,84.87824783159049,74.8786942583575,-53.749269376888144,55.37007415894192,1
Other,African American,48.29810156267937,D,-22.211773915101677,D,9.30519492986841,293.7255342440235,37.311278596049114,-18.793178685508217,1
Muslim,Hispanic,-37.715049962174604,C,80.30904273686077,C,187.04102698253905,89.73864539894282,44.60352283148895,33.54370372458114,1
Muslim,Other,99.06320931854826,D,32.03474405238606,E,125.52935746501606,38.64981814737553,-0.7173263839242292,-15.188004771879058,0
Christian,African American,-146.94639768213958,D,-11.840214317800491,D,85.42531007501364,127.48397127147442,-58.5352178885718,-49.60552202425812,1
Other,White,-9.501004701871087,A,-84.16593373960248,D,153.94482946266504,-95.99909221792147,0.24390816004330523,-36.82303229976011,0
Other,Black,-36.265742273176066,A,144.93918568775283,A,26.473654259497152,72.30391237471937,-99.37324456493812,-207.12584972242584,0
Other,White,-24.17877438843303,C,142.61496968319454,A,5.661846114115207,36.64598595153493,14.683602927026554,-67.07256059490298,0
Buddhist,Hispanic,-73.46117132068507,A,-32.2717256400125,B,-50.634637831091645,-133.61866356559648,-3.7886671462942454,-60.528163474851084,0
Muslim,Hispanic,-80.71817390012563,D,66.77205026921288,E,82.24648390192445,-62.34581924315602,-14.618220275480596,-4.2535680900310995,1
Other,Black,144.3707167054921,B,74.14776676454295,A,-25.17812712380239,293.18875146421044,58.767227010250565,-258.48352672552403,1
Other,Black,17.279807593863676,C,41.6656305689602,D,147.9317357381623,227.91419571528579,38.56603778357144,73.83704832838349,0
Jewish,Hispanic,-69.25359035344985,C,-67.92318632307453,C,-101.24483578197115,-160.2331382473528,-108.29404152702851,-80.09006236742965,1
Jewish,African American,96.29088467163173,D,5.623393535667889,B,14.565724133303146,124.40882335421757,-152.21278443910927,-62.686706546812374,1
Hindu,Hispanic,116.45049243382388,D,3.0810755996297967,E,16.7927560640094,191.04250663902027,-46.71879587857454,45.006585266812394,0
Muslim,Black,-140.1437960968313,D,-74.18773070960172,E,-57.25938441299869,67.32722789649038,74.47715380905102,-85.67482334103154,0
Jewish,Other,140.75462827318103,D,-134.7479741485514,A,122.77421689198906,93.76797069067119,-67.26560131414844,-54.78599520919856,1
Hindu,Asian,203.691404426149,C,-54.86321797799063,D,1.8453813486379034,-31.987780425041983,-9.45747535588125,-67.21101918796288,0
None,Hispanic,-114.82073196565001,B,13.666684434254375,D,102.05123846947986,41.48956835222522,102.43116980945484,124.7683518646944,0
Christian,Other,-124.78286938119429,A,-77.82849469951827,B,75.79868068410389,-67.37658597572391,-74.85121140272433,-10.663709433917603,1
None,African American,-79.63546614943299,B,196.22210368319563,D,-6.1403976639016635,59.24568200269108,-43.84840931760798,-65.75751310732588,1
Christian,White,-62.72585742324286,D,89.77215350092939,B,89.0529738449539,-104.6255161205607,74.42139502717924,39.992972519190225,1
Jewish,Hispanic,-219.1667111812483,C,224.6440080065653,C,-81.44739919527252,-48.0967683780972,-16.077783584734473,7.0194473198919525,0
None,Other,-115.79493958686729,A,138.75740979413405,E,70.30403365443178,47.51217042103029,89.69728094036002,23.8375237235958,0
Christian,Black,66.08022434970445,B,68.15140580139277,B,52.92228197966465,-156.15849219347166,-110.74134148643455,-95.75533234204471,0
Christian,Black,-80.3569413317973,D,230.41005018486888,D,-151.97686146586526,-11.445320116226165,75.81732558670939,27.088575605965037,1
Hindu,Hispanic,-104.10409611452181,C,-8.908342269353247,B,138.73664398626744,84.77226235101828,-58.055866318322224,7.243677794938614,1
Christian,Other,-68.78355090351747,B,-38.08867417232787,E,-162.9578591282061,101.72235560109458,-119.1201010804909,-202.02981714666203,0
Christian,African American,-19.5700750058039,D,-48.0194200258074,C,-70.33698086035115,32.065721570763934,114.56849398067979,169.899339682351,0
Muslim,White,127.47421823589562,B,-5.791722626387434,E,260.2459997929199,-4.3165870439696645,76.98220555129683,-69.82825132978667,0
Jewish,White,38.47538826654749,B,60.78335482686927,A,-3.020976434534578,-284.1016981180898,-39.33077622997156,-87.53356080949564,1
Buddhist,Hispanic,40.0514283877508,A,-230.7819100938932,E,62.641812972858915,149.0964036846098,-11.156087555032274,-145.9652524339342,1
None,Hispanic,53.19706942488052,A,-19.61622194020526,E,140.4442091512446,-39.40337866648535,-143.8230373743196,229.64887789533782,0
Muslim,Asian,-55.92238833475206,D,-31.769872070421517,D,303.04462716927776,33.08488401523102,-114.37896225770568,194.71829775980217,1
Buddhist,White,7.054997206133241,A,-108.77701999878524,A,-62.836177454757525,-66.02470827548525,156.8394284159312,62.74340931132696,0
Other,African American,259.7143891840626,E,7.912772972485184,A,-12.561939847221314,123.55763398888296,-17.90212610589537,22.824305798095544,0
Muslim,Hispanic,31.906627604149705,B,-57.892179457561845,E,38.90940139999385,36.49589424458321,176.44583786836284,179.2652932926812,1
Christian,Other,98.06848739270654,E,23.056861076940073,E,-120.55148003265386,-37.68660910202576,134.72146672240487,-82.70311557201366,0
Buddhist,Other,81.43194430101136,B,-118.08676154818531,A,129.56432908477257,-153.16046018844312,51.91641091221663,57.77682506722005,1
Other,Asian,196.22571105795637,D,257.79038320387906,C,16.016814579857595,-49.220759308167516,-177.66232365341045,79.63568181428414,1
Other,Asian,5.711810388267325,D,-55.468644026903604,B,24.259191280231377,73.20392607097898,87.72223323546125,46.61016169746654,1
Muslim,Black,-40.87008031930259,B,-37.84153905929379,C,-49.50611339038712,66.47682638207172,74.63097356319759,-57.92467170837179,1
Christian,African American,36.572395621354595,D,-25.195156127924594,A,7.069409641983782,109.8749486475968,-38.348103398115605,-49.47837817284427,1
None,Asian,-67.96825252441623,D,67.65717919998744,E,-267.9376026954387,177.68365804430633,-41.09788142554451,-59.867054542823354,0
Buddhist,White,-205.8069001243021,D,-61.04484065280238,C,89.49112258394858,100.18600282457362,-62.50382652679022,77.7311853032433,1
None,Hispanic,10.925288016359227,C,-58.45701661885909,A,-74.99228315936348,65.55402002944373,-157.92859018834122,10.064129359161157,1
Muslim,African American,6.733843998399272,A,153.9011198884951,B,-8.96410991447834,-182.76330331476603,-142.8982987544624,-71.3809460359363,1
Other,Black,166.82868966385084,C,-116.16236703077259,C,-48.684351255894306,188.48381528173888,66.26890285089249,39.4241846052059,1
Christian,African American,-75.69969120850143,E,68.14133883995866,E,-20.04726306862447,-36.20735846252478,-24.384736596932015,-330.9276698732943,1
Other,Other,48.84250899853579,E,-19.341820274799066,A,53.7050587828775,-176.3691396194289,-92.36587173837425,-103.37632356902486,0
Hindu,Asian,30.34231486050199,D,-85.35166836317629,A,-190.22468565215198,18.243037703026946,-76.32065499676023,19.335218861818777,1
Muslim,Black,107.77927015353934,C,34.68954085637788,E,17.421844274625986,65.83720837574994,-99.26888887419315,22.22126272120676,1
Muslim,African American,46.41921313248567,E,42.675378572216246,E,-122.56549788852253,-1.7279346241829672,-63.42706114684534,-89.24559224755272,1
Hindu,Asian,110.17732061062233,C,196.54583105565587,A,-26.696932423369894,-48.46512810421225,34.80793762747881,-4.659828134215527,1
Christian,White,-35.382973607537785,B,68.94647539769427,B,-68.06410816420133,-64.72199686440965,-124.23707799755239,49.70867151270506,1
Hindu,Asian,34.1846778754263,E,24.756202003940945,D,17.800917850283145,-119.03004869379768,-4.918495426409121,108.86302601799373,0
Christian,African American,-10.067075132098994,A,-155.00077702514332,D,-99.00810166988346,-2.52767717227884,-93.303066324934,-87.92057986406311,0
None,Asian,-112.80738020129897,E,-163.16866263151016,B,-11.278557348272212,-106.8180773509428,-17.97934011133635,-20.95566595155997,0
Jewish,White,89.48950965850148,E,-83.43627474632565,A,-29.14393452056496,-77.50142494849987,-3.2590343430969426,-65.40454957970155,0
Christian,Other,199.4774522041929,A,78.4882259110376,E,-24.317585767159457,8.569258409132509,-76.79683634938715,-70.7586484554005,0
Buddhist,Black,86.70720253087266,E,-132.74827121193394,D,90.0023904557646,-208.02009909084921,67.8001676918138,-110.37608738489892,1
Other,Asian,-145.8885683462081,E,-72.39217698674128,A,62.15396622960946,44.60654652589787,-112.31025565177416,-49.30233205664591,0
Muslim,White,-7.458686185609167,E,-100.6221582956565,D,-159.56680251599002,-214.0967555723342,68.67656068194519,-239.64746630064465,1
Other,White,23.808717000782547,B,-142.7106002341496,C,-163.75697161767994,128.70079450388218,28.60077178625668,159.00342604821734,0
Other,Other,7.541266846514798,E,12.796468705641134,E,68.88628806767679,52.05991798199424,141.81868281488568,-104.5597251558606,1
Hindu,Black,114.77656806654714,C,-52.833494351918105,A,-22.38471693917107,227.25858695723466,-59.52207625031745,26.703334728269457,0
Buddhist,White,33.63696228846758,E,32.29860921765451,C,-51.39142386571848,101.79480261636915,-17.18883580162622,-148.02206365678242,1
None,White,17.555528405953794,B,-38.27737029447181,C,1.0742051293723454,97.62840524806391,-0.2651749665357464,135.68134285990942,0
