age,faith,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
25,Other,African American,61.081139824558605,-215.70782205958005,B,-134.24738894503167,88.89208703624745,C,E,-2.626521083245203,0
39,None,African American,-41.70454477448606,-150.09045621961118,D,-221.67825389874113,106.05503490202418,D,E,-86.20960303895622,0
24,Muslim,Hispanic,40.64263464186245,-48.204897609313086,D,-49.99751916200288,38.698044623167085,B,A,-47.01953145454075,0
29,Jewish,Black,136.99585498554498,52.04254996812606,A,-148.62545559574244,-82.0766481745579,C,C,-135.12120426145339,1
69,Jewish,Hispanic,87.42049401516006,137.6038937465495,C,-60.1041004769707,-149.77824602325734,B,C,98.7046834139094,0
36,Christian,Other,86.30555743484574,-111.45766696361099,E,71.29217172518669,171.26441511321465,B,A,74.6553325063095,1
66,Buddhist,African American,126.1162302941522,11.961280889873333,B,-35.37111930862748,88.0595421164974,B,E,-0.5807580127127365,1
25,Buddhist,White,20.329877394013298,115.31777049306558,A,165.04983907530797,-116.92324619255825,D,E,18.276720565058863,0
45,Other,Black,55.32640124179281,-70.80105427489258,C,-180.7111104057786,21.221420308150677,C,B,73.88672688345915,0
64,None,Asian,18.80632595735574,0.5196699324622153,C,-1.164065795519891,-88.75052557293608,C,D,-12.621561613617752,1
21,Muslim,White,-140.62956148018074,-93.12371727327583,A,43.994433436491114,35.35857815673049,D,B,115.71199410054302,1
66,Christian,Other,80.42649535578617,120.81664544582735,A,-14.486462656694302,-133.24338236562696,C,A,-21.95659592572852,0
59,Jewish,Hispanic,-24.410242312709897,187.8498470160757,A,-146.64668413019464,-94.75757037190611,C,D,135.38495299799644,1
59,Buddhist,Hispanic,0.23800623406341165,31.069938672276947,E,-131.7405084847158,-21.596455927235304,B,C,-3.5808170156493415,1
18,Hindu,African American,-0.43188082469200395,-4.640557800732202,D,-18.70938439482437,161.11420275952258,C,D,54.6513028822398,1
62,None,White,105.46279334407296,87.45083392838534,E,-25.047553414165165,27.73172135914467,E,B,111.87856983428847,1
23,None,Asian,7.82271063643067,68.45604974516397,B,-12.10653908236439,-5.414277347531292,A,B,184.6121100802065,0
24,Christian,Black,-42.17606297359141,13.679788932064202,C,62.36603089686488,182.54231570160084,A,D,-176.17099013056423,1
25,Jewish,Other,-86.498598141123,136.03455744391323,A,-4.694250920922156,-181.58686930778447,C,A,-110.53886567907398,1
30,Other,White,-192.03592670588256,-77.4169226231319,C,20.726537495211744,-136.1155900836568,B,B,16.414391476988143,1
74,Buddhist,Asian,-99.92627348824199,-15.121495399080837,E,-6.653951619560503,66.73658684081354,C,D,72.94553099870642,1
66,Christian,Hispanic,-49.6852133310211,77.09708996807083,A,-33.78006969816323,50.81201103455749,C,B,128.2905058119225,0
78,None,Hispanic,202.71226033366455,-75.68281379880317,E,54.30442689220719,-86.99175104623684,B,D,77.16178026255136,0
