anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
68,A,B,E,83.32401872702223,E,-92.3037666473892,29.78826454283872,-185.78460490594532,E,37.52130810043868,D,1
55,C,C,E,-84.25019814326168,C,-19.983372893761715,-28.591330230229083,-142.634191133392,A,-77.07425232885852,B,0
25,D,C,D,87.10532128109269,E,-15.267309630822702,42.670483535895954,182.73389108276405,B,25.756541456206943,C,1
71,A,B,E,168.84707160917523,D,41.256615879823485,-88.61955386645106,-28.605039446915804,A,-10.80632093473193,E,0
57,B,B,D,-59.00620699434474,C,-57.36090342754257,75.64081993697617,130.79642654962672,C,85.13563837260942,B,0
24,C,A,A,125.11563785293383,C,-229.915833148236,2.704521317743375,13.204188190492369,C,-12.895925694928595,E,0
67,C,E,D,233.6131911675251,D,-22.17592031412481,68.74674169994094,42.291487599432536,C,-37.83529599305667,B,0
26,E,A,C,25.444386907240997,B,-71.38947000351628,4.975605764869727,40.27918699102619,D,114.45053649394383,A,1
57,B,B,E,-79.46419585540984,B,46.21559268082072,-19.95221828322521,-124.02331306189696,D,-36.5734936515807,D,0
55,C,E,B,30.885591952439707,B,79.97745968784702,-11.852043988054575,84.38434521670767,D,13.0322853344544,E,1
50,E,A,A,-53.479393722237326,B,45.13337385405688,-17.60481598724448,-3.388913137282102,E,-28.18760109466633,C,1
26,E,E,A,-27.183841978259977,B,-85.05680396436239,-142.27555455969625,-99.50727844687474,D,96.3438181297963,A,1
73,B,E,E,138.87488625027382,E,142.2591861164908,-17.89228533484894,41.54569222016613,E,-96.89390852432938,D,0
52,A,A,D,-18.13687730499401,D,193.78162772997064,24.94458819992746,-13.441868109292077,C,162.3719746279609,B,1
58,B,E,B,108.72981305484358,C,-20.919140033220923,45.17421788552245,-24.89118133704138,D,32.98343795229845,D,0
73,B,D,A,-36.45544043169458,B,-10.99716670583412,109.82469295270727,160.48640257344118,D,-56.52189299830434,E,0
48,C,A,B,-62.473205914190274,A,34.05457537420125,34.75000973337729,-41.786660622571695,A,66.48077053873887,B,1
56,B,D,C,28.434070587193965,C,121.41979272127547,-197.70531581087326,-120.8237465759429,B,-122.04382619150466,A,1
20,C,C,E,-20.10898800116191,E,67.60767011890857,-119.00756920358502,-0.25628787279986215,B,22.44519823624981,B,0
39,B,E,E,75.93663774229584,C,20.050014892879318,-175.90889026184837,-10.544500622097551,C,-170.5159219031586,B,0
46,B,D,A,-65.79274005394767,A,-23.42327387525481,-112.56604224615347,89.75554587061293,D,99.5833195172152,B,1
41,C,D,E,-48.882222574251756,C,-30.3990777504621,-51.42696448026205,85.11940531478957,C,-40.12968411090298,C,0
41,E,B,D,-32.614596157253466,E,-8.080659871997806,-103.72110125844229,133.38408545839516,C,-131.470498913406,B,1
46,B,E,D,120.34910929388789,A,-15.932617809374989,9.341388689901946,26.02286130632115,D,-34.14942804749951,A,0
55,D,A,A,138.04000198457993,C,132.49335724388038,30.770046680590823,95.55079531933227,A,57.86157596513908,E,0
70,D,C,D,2.0691239071571887,D,-81.4480585411246,88.77123561219462,6.739640111527423,B,-150.3847001690244,D,1
79,C,D,B,-125.00656394868037,E,86.04298410450997,-10.704910807218104,-12.258243520704298,D,-126.87389316860802,A,1
66,B,A,A,-70.71278327618073,B,63.95489107701834,-95.77296773586487,69.0591685599552,B,-63.34109353069006,B,0
67,D,E,A,-11.526485880894219,D,-221.40608246472016,-138.63649876220975,39.96659075637084,D,72.6520966264997,D,1
