married,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,Bisexual,224.06092918313746,D,37.409142228276394,A,71.99689765124131,0
Married,Heterosexual,169.53778649449563,C,66.37535123028425,D,40.66711671683586,0
Widowed,Bisexual,108.39007180019735,D,10.241292571232306,C,17.7496305507329,0
Divorced,Other,-154.43893947511864,E,76.87052722459833,C,-0.9212696251864758,0
Widowed,Bisexual,14.48991291135564,D,15.170653838222034,C,131.5070464611856,0
Single,Other,-70.5301644041264,C,68.3981685054704,A,7.03008941958716,0
Married,Heterosexual,-19.09346438296453,C,186.89507227531095,A,-81.94840345055854,1
Divorced,Homosexual,-154.0180952608284,E,-30.8914126969703,D,104.37705904170502,1
Divorced,Other,263.19446092543103,A,-24.018300500371748,E,38.38753933976235,1
Widowed,Bisexual,59.705569283217095,A,-137.4941479204906,A,12.828582437352235,1
Divorced,Bisexual,17.505049268260496,D,-66.94100083976305,C,49.17636147014326,0
Married,Bisexual,-17.552550907622553,D,93.41771093795688,D,-174.7100279466522,1
Divorced,Other,-14.546262880181485,B,78.16253677130854,A,-205.40892842980338,1
Divorced,Homosexual,49.04578433318962,B,-233.63311256059393,D,-21.08646719958941,0
Widowed,Heterosexual,-175.45693897964682,D,103.14441236308134,B,101.59723690644877,1
Divorced,Bisexual,-48.60954616081308,C,-45.30075127283608,D,-21.21006598818841,1
Single,Heterosexual,-82.73968934480529,A,215.02724567169173,D,-95.88289820640622,0
Divorced,Homosexual,-36.85101705585311,C,-130.65955474865356,D,-74.21060748130252,1
Divorced,Bisexual,2.420038393112511,E,67.53419893316492,B,-179.81879915940996,1
Widowed,Homosexual,-76.46088517086194,A,-154.11072841586943,C,-111.59827500063318,1
Married,Heterosexual,-164.7530552955712,B,195.29960794354807,E,72.2961025237435,0
Single,Homosexual,-178.63745278392614,D,-106.25946676240088,B,-105.22494567790832,0
Married,Bisexual,-31.523493513054955,B,59.14820464815039,D,23.97011554112951,1
Divorced,Heterosexual,-195.93769819033326,C,-56.52409180694019,C,-94.81671773891142,1
Married,Other,-72.66019418025267,C,121.88182558840117,A,-76.17740602276476,0
Widowed,Bisexual,-23.914601934550163,D,-88.87010176081857,D,103.60741550404913,0
Single,Bisexual,-70.18141354993335,B,44.3865617344006,D,-93.93175286905851,1
Single,Other,-44.484652732018446,C,-9.480185427858428,D,-53.43701637743044,0
Married,Heterosexual,-176.54892715373236,B,21.837817710462566,B,3.3336990867550096,0
Widowed,Other,244.17381364769005,A,-236.7801664316826,D,-72.34497237115407,0
Married,Bisexual,-32.88157418286446,C,27.76423321861158,B,98.50003197810499,0
Divorced,Homosexual,3.2465750451353816,E,52.95919561535497,A,-70.01908477458406,0
Divorced,Heterosexual,9.872760413867075,C,-2.832216488935892,D,55.41466834420006,1
Married,Bisexual,43.811314867011994,D,0.301239002638704,E,74.27585313218523,1
Widowed,Homosexual,93.91383830861267,D,-54.384534236202285,D,-72.54774080032507,0
Married,Heterosexual,-28.56525075799376,C,-168.69572572239656,E,88.62712845446778,0
Single,Homosexual,-57.02598109270816,A,167.19497918429997,A,-168.66905850662292,0
Widowed,Other,-132.83036267489348,B,-61.61941199347514,C,-33.36673593479655,0
Divorced,Homosexual,-78.16218737324192,A,-58.08452125081902,B,56.073394348827165,1
Divorced,Other,163.45275533284143,A,96.21248017498012,D,-270.53999993542226,0
Single,Bisexual,-29.958692145620248,E,21.77575718079601,B,-83.83241922432747,1
Single,Heterosexual,-58.54584871892969,A,87.38370873983081,E,128.13415323845675,1
Widowed,Heterosexual,171.64987367033027,C,114.73546240995738,A,111.73918450186808,0
Widowed,Other,-5.422230887102489,D,20.85448320550927,E,100.30169246516665,0
Married,Heterosexual,-162.89318697292669,C,2.9919198331790495,D,-264.20582067787797,1
Widowed,Other,-139.10859482751292,E,-30.143858881371173,B,109.03389368579919,0
Divorced,Homosexual,1.7172299729603238,B,51.8625342002943,D,6.159792055087711,0
Divorced,Bisexual,-56.763990192952264,D,130.77927930801238,B,-4.4944875599311835,0
Divorced,Heterosexual,-38.28893272209509,E,-69.91760674365263,D,58.64740355787297,1
Married,Other,-92.79330530171397,A,-13.3266030288891,C,15.137567569814985,0
Divorced,Other,37.67844846486174,A,-49.309966570873705,D,43.99100036294443,0
Divorced,Heterosexual,-130.89000108106282,E,59.852459309848115,C,-154.5600718825079,0
Married,Homosexual,66.95792910815734,D,73.47926360591629,A,277.308395942604,1
Widowed,Homosexual,-6.769207820427596,B,-23.17139686139798,C,-107.31089354764262,0
Widowed,Bisexual,10.279603119194594,E,-114.24655747878984,B,-32.285651959645115,1
Divorced,Bisexual,60.88013272336488,B,89.53776706884365,E,-119.49827423609534,1
Widowed,Homosexual,146.43112840649698,D,-35.12725900987071,B,-15.07507083344827,1
Widowed,Bisexual,-73.76911794196508,D,-31.752386120464156,C,120.95416501970229,1
Married,Heterosexual,38.95789565785086,C,-69.31115534357879,C,-79.01518921874799,1
Divorced,Other,120.03893832054015,B,1.1694546345883083,B,33.26314587444122,1
Single,Other,-122.73860419553984,B,45.56899504526529,E,-3.9376458673927006,1
Married,Heterosexual,136.20829888879183,D,-37.70517170687866,A,-223.21411468069385,1
Single,Other,68.54480975854649,D,47.80053351468841,E,35.272255764150856,1
Divorced,Other,76.78349997286952,E,184.48661120217153,C,15.704933353859163,0
Widowed,Heterosexual,195.99543277037176,A,19.237498000019748,A,117.54433051235492,1
Single,Bisexual,-321.34547793067895,D,-119.26602514231517,E,-2.1334039994156813,0
Married,Bisexual,-108.94725496936167,D,114.40079480946967,E,84.33703718180779,1
Widowed,Heterosexual,39.71298228669017,D,-88.54472040807542,C,-62.32753344864026,1
Single,Bisexual,9.275526033357218,A,-179.29064819447171,C,-163.8632448161451,1
Married,Homosexual,-3.0598214732282014,A,28.221166978702023,E,108.85202977678397,1
Divorced,Bisexual,-4.8342319580232305,D,-139.12390514588532,D,166.6706665248471,0
Divorced,Other,-25.135134546335262,C,113.29110113257792,B,80.05647117146847,1
Single,Other,11.468774504124205,A,85.65450170731327,D,-146.12702819631937,0
Widowed,Other,-132.28024461551675,B,-103.50235359980447,E,-124.32878564258874,0
Married,Other,99.50370401132764,C,75.74595081827201,B,37.756493259182974,1
Single,Bisexual,-227.26757143359652,D,-25.1848200227073,C,-32.04134035078259,0
Single,Other,8.462338375504578,B,-70.91643233499056,C,19.839177342209545,0
Married,Homosexual,58.8226526642449,E,-156.1474129482051,C,-132.92903157312534,0
Single,Homosexual,-0.132594350714148,B,-90.6771016249688,C,15.11674793316814,1
Divorced,Bisexual,-11.834091635080775,A,113.43577343807266,A,51.15348337399445,1
Divorced,Other,3.213569964256286,C,156.97791065029102,D,-23.23988955031682,1
Single,Other,85.85261765538648,D,-115.12958907192426,D,-27.526510125143155,1
Married,Heterosexual,-12.340527695574236,C,42.70215634224076,A,-0.5091748791932477,1
Single,Bisexual,23.12809950875126,C,117.07268420957429,A,-163.5766532528881,0
Single,Other,38.82994121643916,B,-102.30736612954279,A,-37.19031497811457,0
Single,Heterosexual,-57.93291495940661,B,-317.83768149325743,A,32.92079171222457,0
Married,Other,18.01407370277526,D,-24.59731181542115,C,117.54405795624004,0
Single,Other,-77.89609757309583,E,5.228000371596038,D,33.718291057962944,0
Widowed,Other,89.86609870665676,E,-86.74664587017305,D,-17.35798447517154,0
Single,Heterosexual,-1.1107070758690198,C,46.25737813704694,C,-70.58175559714229,1
Married,Heterosexual,-150.18347235440567,B,14.771279655500132,E,-81.60197608580691,1
Widowed,Heterosexual,-22.439321214193804,A,-81.6735920020596,B,44.91331344170002,1
Married,Bisexual,229.1516668721845,C,184.16820255713185,E,-66.49537714397148,1
Married,Bisexual,-10.845359973433936,B,-10.527215816404508,E,-226.0927578176219,1
Widowed,Homosexual,-93.84336953584459,C,-157.77701751925736,A,-124.79116039067104,0
Married,Bisexual,-9.695890956292716,B,-68.62637354260147,D,-116.15593045923237,1
Married,Other,-38.36974361737575,E,-34.26952192286714,D,-30.757678865362255,0
Widowed,Homosexual,-169.5464510974749,B,-183.69033827616695,C,59.8485176578741,1
Widowed,Bisexual,-209.73171119189914,C,83.0660064804203,A,48.00594848612168,1
Widowed,Bisexual,46.48997608358181,C,64.41862769707205,D,143.38832521197145,1
Single,Other,-7.684833795237396,A,118.41960910947765,A,120.1125452660462,1
Married,Bisexual,11.278245353164888,D,85.95844970375708,C,-102.3107592185248,1
Married,Heterosexual,145.9617460939388,D,-100.66133247466735,D,81.87094612007513,0
Widowed,Homosexual,70.79764581585411,C,61.84789813489865,C,-116.37860873533192,0
Single,Homosexual,41.02625814680556,D,-205.01726571172787,A,-67.67097080954517,1
Married,Homosexual,-90.27641906272376,B,-104.4975140905062,E,-10.312935436991772,1
Married,Homosexual,-54.808445091859014,C,-3.1284348863550893,A,-140.5152144413046,1
Married,Heterosexual,59.988299011143084,A,-45.82226851083596,C,206.90741946576475,0
Married,Other,51.450239206631885,D,-93.32854569187738,D,-142.42205859889538,1
Married,Heterosexual,-114.63684347422296,B,13.09342909487143,A,57.099099918040686,0
Widowed,Homosexual,2.5141234791946285,A,132.9393392030759,A,-37.25379002095938,0
Single,Other,-79.35080364418413,B,-75.57640115837982,B,118.85074648842833,0
Widowed,Homosexual,287.9863711837984,A,-75.28034390153458,E,0.30142451886494276,1
Widowed,Bisexual,10.176286438443647,E,-101.74635014610868,C,57.087823633826204,1
Divorced,Other,-82.61039672953801,A,98.01966313445668,A,122.60707486806655,0
